Kelime,Türkçe Anlamı,Tür,Seviye,Eş Anlamlılar,Örnek Cümle (İngilizce),Örnek Cümle (Türkçe)
neither,"hiçbir, ikisinden hiçbiri, ne bu ne öteki",isim,B2,,He knows neither of us.,"O, hiçbirimizi tanımaz."
networks,"kütüphane bilgi ağları, veri depolama ağı, bilgi ağları",isim,B2,,People talk a lot about social networks these days.,İnsanlar bu günlerde sosyal ağlar hakkında çok şey konuşuyorlar.
numbers,"şiir, çokluk, sayılar",isim,B2,,Are you good with numbers?,Sayılarla aran iyi mi?
nursing,"bakma, doğum, emzirme",isim,B2,,"Your mother is in a nursing home, isn't she?","Annen bir huzur evinde, değil mi?"
nurturing,"besleme, büyütme, anaç",isim,B2,,The investigation highlighted the critical role of nurturing.,Soruşturma besleme kavramının kritik rolünü vurguladı.
nutrient,"besin maddesi, gıda, besleyici madde",isim,B2,,Fresh vegetables contain many nutrients.,Taze sebzeler birçok besin içerir.
objection,"mahzur, karşı gelme, itiraz",isim,B2,,Do you have any objection?,Herhangi bir itirazınız var mı?
obstacle,"mani, engel, tebelleş",isim,B2,,Bad weather is no obstacle.,Kötü hava engel değildir.
obtaining,"edinme, temin",isim,B2,,The investigation highlighted the critical role of obtaining.,Soruşturma edinme kavramının kritik rolünü vurguladı.
offenses,"siyasal suçlar ve suçlular, çevreye karşı suçlar, mala karşı suçlar",isim,B2,,The investigation highlighted the critical role of offenses.,Soruşturma siyasal suçlar ve suçlular kavramının kritik rolünü vurguladı.
operating,"çalıştırma, işletme, ameliyat",isim,B2,,Carry her to the operating room.,Onu ameliyathaneye taşı.
operation,"operasyon, işletme, harekat",isim,B2,,Do I need an operation?,Ameliyat olmam gerekiyor mu?
opinion,"kanaat, kanı, düşünce",isim,B2,,What's Tom's opinion?,Tom'un fikri nedir?
options,"opsiyonlar, satın alma veya satma hakkı, seçenekler",isim,B2,,I'm out of options.,Benim seçeneklerim yok.
outcome,"netice, sonuç, sonuç ürün",isim,B2,,What'll the outcome be?,Sonuç ne olacak?
outcomes,sonuçlar,isim,B2,,The investigation highlighted the critical role of outcomes.,Soruşturma sonuçlar kavramının kritik rolünü vurguladı.
outlook,"görünüm, bakış açısı, olasılık",isim,B2,,The outlook for our business isn't good.,İşimizin geleceği iyi değil.
oversight,"gözetim, nezaret, hata",isim,B2,,That is a serious oversight.,O ciddi bir ihmaldir.
overtime,"fazla mesai için ödenen ücret, fazla mesai, mesai",isim,B2,,Do you often work overtime?,Sık sık mesai yapıyor musunuz?
pattern,"modele göre yapmak, model, desen",isim,B2,,I can see a pattern.,Ben bir desen görebiliyorum.
patterns,modeller,isim,B2,,Humans and cats have very different sleeping patterns.,İnsanlar ve kediler çok farklı uyku düzenlerine sahiptir.
peppers,biber,isim,B2,,I don't like green peppers.,Yeşil biberden hoşlanmam.
placing,"tahsisli satış, yerleştirme, yerine koyma",isim,B2,,I'm placing you under arrest.,Seni tutukluyorum.
position,"mevki, pozisyon, konum",isim,B2,,He's out of position.,O yerinde değil.
practice,"uygulamak, alıştırma yapmak, yapmak",isim,B2,apply,I'm out of practice.,Ben hamlamışım.
prejudice,"önyargı, zayıflatmak, haksız hüküm verdirmek",isim,B2,,Prejudice will continue to exist.,Önyargı var olmaya devam edecektir.
presence,"mevcudiyet, buradalık, oluş",isim,B2,,I can feel Tom's presence.,Tom'un mevcudiyetini hissedebiliyorum.
pressure,"basınç, baskı, zorlamak",isim,B2,,My blood pressure is low.,Kan basıncım düşük.
prisoner,"esir, tutuklu, tutsak",isim,B2,,I was once a prisoner.,Ben bir zamanlar bir mahkumdum.
prisoners,mahkumlar,isim,B2,,Don't take any prisoners.,Hiçbir mahkûmu götürmeyin.
problem,"problem, mesele, sorun",isim,B2,,I've got a problem.,Bir sorunum var.
procedure,"prosedür, yöntem, ameliye",isim,B2,,It's a routine procedure.,Bu rutin bir işlemdir.
process,"işlemek, işlem, süreç",isim,B2,,It's a long process.,Bu uzun bir süreçtir.
programs,programlar,isim,B2,,I like news programs on TV.,Televizyonda haber programlarını severim.
progress,"gelişmek, gelişim göstermek, ilerlemek",isim,B2,,I've made some progress.,Biraz ilerleme kaydettim.
promoting,"yükseltme, terfi ettirme",isim,B2,,The company is promoting a new car on TV.,Şirket televizyonda yeni bir araba tanıtımı yapıyor.
prospect,"olasılık, maden aramak, altın aramak",isim,B2,,It's a depressing prospect.,Çok iç karartıcı bir ihtimal.
proteins,proteinler,isim,B2,,The investigation highlighted the critical role of proteins.,Soruşturma proteinler kavramının kritik rolünü vurguladı.
protests,protestolar,isim,B2,,The protests have died down.,Protestolar bitti.
publicity,"tanıtım, ilan, propaganda",isim,B2,,It was a publicity stunt.,O bir tanıtım dublörlüğüydü.
purchase,"satın almak, satın alma, alım",isim,B2,,Thank you for your purchase.,Satın almanız için teşekkür ederim.
putting,"yerleştirme, koyma",isim,B2,,He's putting on airs.,O fiyaka yapıyor.
quality,"kalite, nitelik, kaliteli",isim,B2,,I prefer quality to quantity.,Kaliteyi miktara tercih ederim.
quantity,"nicelik, miktar, azlık çokluk",isim,B2,,I prefer quality to quantity.,Kaliteyi miktara tercih ederim.
quantum,"pay, hisse, kuantum",isim,B2,,The investigation highlighted the critical role of quantum.,Soruşturma pay kavramının kritik rolünü vurguladı.
quarter,"çeyrek, yerleştirmek, dörde bölmek",isim,B2,,It's a quarter to two.,İkiye çeyrek var.
question,"soru, sorular sormak, sorgulamak",isim,B2,,I've got a question.,Benim bir sorum var.
quicker,"hızlı, daha hızlı, daha çabuk",isim,B2,,You're quicker than me.,Benden daha hızlısın.
ranging,"değişme, serbestçe dolaşan, dolaşıp duran",isim,B2,,Many boys and girls ranging from 12 to 18 entered the contest.,12 ila 18 arasında değişiklik gösteren birçok erkek ve kız yarışmaya katıldı.
reaction,"tepkime, reaksiyon, tepki",isim,B2,,What was Tom's reaction?,Tom'un tepkisi neydi?
reading,"okuma, mana, yorum",isim,B2,,I'm reading a book.,Bir kitap okuyorum.
receiving,"alış, karşılama, alma",isim,B2,,I keep receiving unwanted emails.,İstemediğim e-postaları almaya devam ediyorum.
recover,"kurtarmak, iyileşmek, sağalmak",isim,B2,heal,I'm sure you'll recover.,Eminim iyileşeceksin.
recovery,"kurtulma, atlatma, toparlanma",isim,B2,,He made a speedy recovery.,O hızlı bir iyileşme yaptı.
reducing,"eksiltme, kısma, zayıflama",isim,B2,,Karaoke is good for reducing stress.,Karaoke stresi azaltmak için iyidir.
reformer,"reformcu, yenilikçi, düzelten kimse",isim,B2,,The investigation highlighted the critical role of reformer.,Soruşturma reformcu kavramının kritik rolünü vurguladı.
reformist,"reformcu, ıslahatçı, yenilikçi",isim,B2,,The investigation highlighted the critical role of reformist.,Soruşturma reformcu kavramının kritik rolünü vurguladı.
release,"piyasaya sunmak, piyasaya sürmek, satışa çıkarmak",isim,B2,,Don't release that dog.,O köpeği serbest bırakmayın.
releasing,"salma, serbest bırakma, serbest bırakan",isim,B2,,I'm releasing the prisoners.,Tutukluları serbest bırakıyorum.
relevance,"ilgi, alaka, bağıntılılık",isim,B2,,I don't see the relevance.,Ben alakayı görmüyorum.
reliance,"güven, güvenç, güvenme",isim,B2,,The investigation highlighted the critical role of reliance.,Soruşturma güven kavramının kritik rolünü vurguladı.
remains,"kalıntılar, artıklar, ceset",isim,B2,,He remains sick in bed.,"O, hastalıktan yatağa düştü."
request,"rica etmek, talep etmek, istem",isim,B2,,It wasn't a request.,O bir rica değildi.
resource,"kaynak, kaynak sağlamak, beceriklilik",isim,B2,,Water is a precious resource.,Su çok kıymetli bir kaynaktır.
response,"cevap, karşılık, yanıt",isim,B2,,That's a good response.,O iyi bir yanıt.
results,"sonuçlar, bulgular",isim,B2,,I want to see results.,Sonuçları görmek istiyorum.
robbery,"hırsızlık, soygun, karmanyola",isim,B2,,We're planning a robbery.,Bir soygun planlıyoruz.
routine,"rutin, adet, hergünkü işler",isim,B2,,It's a routine procedure.,Bu rutin bir işlemdir.
satellite,"uydu, uşak, peyk",isim,B2,,The satellite is now in orbit.,Uydu şimdi yörüngededir.
scanning,"tarama, gözden geçirme, görüntüleme",isim,B2,,The investigation highlighted the critical role of scanning.,Soruşturma tarama kavramının kritik rolünü vurguladı.
scaring,"korkutma, ürkütme, ürkütücü",isim,B2,,You're scaring the kids.,Çocukları korkutuyorsun.
schooling,"terbiye, tedrisat, eğitme",isim,B2,,The investigation highlighted the critical role of schooling.,Soruşturma terbiye kavramının kritik rolünü vurguladı.
scientist,"bilgin, bilim insanı, fenci",isim,B2,"researcher, analyst, scholar",I'm not a scientist.,Ben bir bilim adamı değilim.
searcher,"araştırmacı, arayan, arama yapan kimse",isim,B2,,The investigation highlighted the critical role of searcher.,Soruşturma araştırmacı kavramının kritik rolünü vurguladı.
seashore,"deniz kıyısı, kıyı, lebiderya",isim,B2,,They made for the seashore.,Onlar sahile doğru gitti.
seaside,"sahil, deniz kıyısı, deniz kenarı",isim,B2,,It's a nice seaside town.,Bu güzel bir sahil kasabası.
security,"güvenlik, emniyet, güvence",isim,B2,,I'm in charge of security.,Güvenlikten sorumluyum.
sedation,"yatıştırma, sakinlik, sedasyon",isim,B2,,The investigation highlighted the critical role of sedation.,Soruşturma yatıştırma kavramının kritik rolünü vurguladı.
selection,"seçme, ayırma, seçme şey",isim,B2,,I've made my selection.,Ben seçimimi yaptım.
semester,"sömestr, dönem, sömestir",isim,B2,,I'm taking French this semester.,Bu dönem Fransızca alıyorum.
sensation,"sansasyon, his, algılama",isim,B2,,It was an overnight sensation.,Bu bir gecelik heyecandı.
session,"celse, oturum, seans",isim,B2,,The Diet is now in session.,Meclis şimdi oturumda.
setback,"gerileme, aksama, yenilgi",isim,B2,,It's only a minor setback.,Bu sadece küçük bir başarısızlık.
shelter,"barınak, sığınak, sığınmak",isim,B2,,A shelter was set up.,Bir barınak kuruldu.
sickness,"hastalık, dert, bulantı",isim,B2,,She is absent because of sickness.,"O, hastalıktan dolayı mevcut değil."
sitting,"oturuş, oturum, oturma",isim,B2,,I'm not sitting here.,Burada oturmuyorum.
situation,"hal, durum, ekmek kapısı",isim,B2,,We've got a situation.,Bir durumumuz var.
smoking,"sigara içme, sigara kullanımı, dumanlama",isim,B2,,I can't stop smoking.,Sigarayı bırakamam.
soldier,"asker, askerlik yapmak, işçi",isim,B2,,I'm a soldier now.,Ben şimdi bir askerim.
soldiers,askerler,isim,B2,,A lot of soldiers died here.,Burada bir sürü asker öldü.
solicitor,"avukat, acente, savcı",isim,B2,,The investigation highlighted the critical role of solicitor.,Soruşturma avukat kavramının kritik rolünü vurguladı.
solution,"çözelti, çözüm, mahlul",isim,B2,,I may have a solution.,Bir çözümüm olabilir.
solutions,"çözüm yolları, çözümler, solüsyonlar",isim,B2,,There are no easy solutions.,Kolay çözümler yoktur.
solving,"çözme, çözüm, kulak tırmalayıcı",isim,B2,,I'm solving a puzzle.,Bir bulmaca çözüyorum.
sorting,"sıralama, derecelenme, sınıflandırma",isim,B2,,We're still sorting it out.,Biz hâlâ onu çözümlüyoruz.
soundness,"sağlamlık, selamet, iyi durumda olma",isim,B2,,The investigation highlighted the critical role of soundness.,Soruşturma sağlamlık kavramının kritik rolünü vurguladı.
sources,kaynaklar,isim,B2,,I can't reveal my sources.,Kaynaklarımı söyleyemem.
specialty,"spesiyalite, özel anlaşma, ihtisas",isim,B2,,What's Tom's specialty?,Tom'un özel ürünü nedir?
spectator,"seyirci, izleyici, temâşâcı",isim,B2,,What's your favorite spectator sport?,Favori gösteri sporun nedir?
spreading,"yaylım, tevsi, yayma",isim,B2,,The rain kept the fire from spreading.,Yağmur yangının yayılmasını engelledi.
stability,"kararlılık, durağanlık, sabitlik",isim,B2,,We're looking for stability.,İstikrar arıyoruz.
standard,"standart, miyar, sembol",isim,B2,,There's a double standard.,Bir çifte standart var.
streams,"oluk oluk, borulardaki gaz akışlarının hız ve debisinin ölçülmesi, borulardaki gaz akımları",isim,B2,,They had to build bridges over the many streams.,Birçok akarsu üzerinde köprü inşa etmek zorundaydılar.
streets,sokaklar,isim,B2,,People took to the streets.,İnsanlar sokaklara döküldü.
strength,"güç, kuvvet, sertlik",isim,B2,,I've lost my strength.,Gücümü kaybettim.
studies,"araştırmalar, dersler, çalışmalar",isim,B2,,He studies day and night.,"O, gece gündüz çalışır."
subject,"konu, maruz bırakmak, özne",isim,B2,,Let's drop the subject.,Konuyu kapatalım.
substance,"cisim, madde, önem",isim,B2,,Carbon monoxide is a poisonous substance formed by the incomplete combustion of carbon compounds.,Karbon monoksit karbon bileşiklerinin tam yanmamasından oluşan zehirli bir maddedir.
success,"muvaffakiyet, başarı, başarılmış iş",isim,B2,,I am sure of success.,Ben başarıdan eminim.
sufferer,"acı çeken kimse, hastası olan kimse, çeken kimse",isim,B2,,Relief has been sent to the flood sufferers.,Sellerden etkilenenlere yardım gönderildi.
suicide,"intihar, intihar eden kimse, kendini öldürme",isim,B2,,It was a suicide bombing.,O bir intihar bombasıydı.
sunflower,"ayçiçeği, gündöndü, günçiçeği",isim,B2,,He plants sunflowers in the spring.,"O, ilkbaharda ayçiçeği eker."
superior,"amir, üst, üstün",isim,B2,,He is superior to her in math.,Matematikte ondan daha iyi.
supplying,"donatım, tedarik, sağlama",isim,B2,,They were accused of supplying arms to terrorists.,Onlar teröristlere silah sağlamakla suçlandılar.
surrender,"vazgeçmek, teslim olmak, boyun eğmek",isim,B2,,We told them to surrender.,Onlara teslim olmalarını söyledik.
survivor,"hayatta kalan, sağ kalan, sağ kalan kimse",isim,B2,,I'm not the only survivor.,Tek kurtulan ben değilim.
suspense,"tereddüt, erteleme, kesilme",isim,B2,,Don't keep me in suspense.,Beni merakta bırakma.
swimming,"yüzme, yüzücülük, yüzme sporu",isim,B2,,I'm bad at swimming.,Yüzmede kötüyüm.
technique,"teknik, uygulayım, fen",isim,B2,,It's all about technique.,Teknik meselesi.
teenager,"on üç ile on dokuz yaşlar arasındaki kimse, delikanlı, yeniyetme",isim,B2,,I'm not a teenager.,Ben bir genç değilim.
teenagers,ergenler,isim,B2,,Only teenagers can do that.,Onu yalnızca gençler yapabilir.
tendency,"eğilim, meyletme, çalma",isim,B2,,You have a tendency to exaggerate.,Senin abartma eğilimin var.
tension,"tansiyon, gerginlik, gerilim",isim,B2,,Can you feel the tension?,Gerilimi hissedebiliyor musun?
tensions,gerginlikler,isim,B2,,"In 1959, Cold War tensions eased a little.","1959'da, Soğuk Savaş gerginliği biraz azaldı."
territory,"yöre, arazi, tarla",isim,B2,,The dog marked its territory.,Köpek bölgesini işaretledi.
theater,"tiyatro, meydan, sinema salonu",isim,B2,,I was at the theater.,Ben tiyatrodaydım.
theories,"nazariyat, teoriler",isim,B2,,I have a few theories.,Benim birkaç teorim var.
thinking,"düşünme, düşünen, düşünüş",isim,B2,,I'm thinking of you.,Ben seni düşünüyorum.
thunder,"gök gürültüsü, gök gürlemesi, gümbürdemek",isim,B2,,I'm afraid of thunder.,Şimşekten korkuyorum.
timbers,"uç kısımları geçme yapacak şekilde birleştirmek, kuş uçmaz kervan geçmez taşrada/kırsalda olan yer, geminin yan tarafındaki en yüksek kaburgalar",isim,B2,,The investigation highlighted the critical role of timbers.,Soruşturma uç kısımları geçme yapacak şekilde birleştirmek kavramının kritik rolünü vurguladı.
together,"birlikte, beraber, kuyruk",isim,B2,,We'll do it together.,Onu birlikte yapacağız.
trainer,"eğitimci, eğitici, antrenör",isim,B2,,I'm a dog trainer.,Ben bir köpek eğitmeniyim.
training,"eğitim, alıştırma, idman",isim,B2,,I'm still in training.,Hâlâ stajdayım.
transfer,"nakletmek, aktarmak, devretmek",isim,B2,,Do I need to transfer?,Benim transfer etmem gerekiyor mu?
transport,"taşımak, nakletmek, nakil",isim,B2,,The box was crushed during transport and the contents flew out.,Taşıma sırasında kutu ezildi ve içindekiler dışarı uçtu.
trekking,"yolculuk etme, yürüyüş, doğa yürüyüşü",isim,B2,,The investigation highlighted the critical role of trekking.,Soruşturma yolculuk etme kavramının kritik rolünü vurguladı.
trigger,"tetiklemek, tetik, tetiği çekip ateşlemek",isim,B2,,Don't pull the trigger.,Tetiği çekme.
trouble,"sorun, dert, zahmet",isim,B2,,I'm in bad trouble.,Başım kötü belada.
troubles,"beliyyat, sorunlar",isim,B2,,That's what troubles me.,Beni rahatsız eden bu.
turning,"çevirme dili, köşe, dönüş yeri",isim,B2,,I'm not turning back.,Ben geri dönmüyorum.
uncover,"ortaya çıkarmak, örtüsünü kaldırmak, açmak",isim,B2,,I'm just trying to uncover the truth.,Ben sadece gerçeği ortaya çıkarmaya çalışıyorum.
vacation,"tatil, tatil yapmak, izin",isim,B2,,I'm here on vacation.,Tatil için buradayım.
variables,değişkenler,isim,B2,,It depends upon several variables.,Birkaç değişkene bağlıdır.
variation,"varyasyon, farklılık, fark",isim,B2,,The investigation highlighted the critical role of variation.,Soruşturma varyasyon kavramının kritik rolünü vurguladı.
variety,"çeşitlilik, çeşit, sosis",isim,B2,,He grew a variety of crops.,Çeşitli ekinler yetiştirdi.
vehicle,"araç, taşıt, vasıta",isim,B2,,Step away from the vehicle.,Araçtan uzaklaş.
vehicles,"taşıt araçları, taşıtlar",isim,B2,,"Cars, buses, and trucks are all vehicles.","Arabalar, otobüsler, kamyonlar; hepsi birer araçtır."
venture,"girişim, tehlikeye atmak, riske atmak",isim,B2,,Spying on gangsters was a dangerous venture.,Gangasterlerle ilgili casusluk yapmak tehlikeli bir girişimdi.
visitor,"ziyaretçi, ziyarete giden kimse, zair",isim,B2,,We've got a visitor.,Bir konuğumuz var.
waiting,"bekleyiş, bekleme, refakat",isim,B2,,I'm sick of waiting.,Beklemekten bıktım.
walking,"yürüyüş, yürüme, yürüyen",isim,B2,,I don't mind walking.,Yürüyüşe itirazım yok.
washing,"yıkanma, yıkama, bulaşık yıkama",isim,B2,,He is washing a car.,O bir araba yıkıyor.
weekend,"hafta sonu, hafta sonunu geçirmek, haftasonu",isim,B2,,I had a good weekend.,İyi bir hafta sonu geçirdim.
welfare,"gönenç, refah, yardım",isim,B2,,I'll live on welfare.,Ben refah yaşayacağım.
wellbeing,"iyilik, saadet, sağlık",isim,B2,,The investigation highlighted the critical role of wellbeing.,Soruşturma iyilik kavramının kritik rolünü vurguladı.
wellness,"zindelik, sağlık, sıhhat",isim,B2,,The investigation highlighted the critical role of wellness.,Soruşturma zindelik kavramının kritik rolünü vurguladı.
wherever,"nerede, nereye, her nerede",isim,B2,,I'll go wherever you go.,Gittiğin her yere gideceğim.
witness,"şahit olmak, şahitlik etmek, tanık olmak",isim,B2,,We've got a witness.,Bir görgü tanığımız var.
witnesses,"tanıklar, şahitler, görgü tanıkları",isim,B2,,There weren't any witnesses.,Herhangi bir tanık yoktu.
workers,işçi sınıfı,isim,B2,,He hired some new workers.,O bazı yeni işçileri işe aldı.
workplace,"işyeri, iş yeri, dükkan",isim,B2,,Always keep your workplace organized.,Her zaman iş yerinizi düzenli tutun.
