Kelime,Türkçe Anlamı,Tür,Seviye,Eş Anlamlılar,Örnek Cümle (İngilizce),Örnek Cümle (Türkçe)
flowing,"seyelan, akma, akış",sıfat,B2,,Tears were flowing down her cheeks.,Gözyaşları onun yanaklarından süzülüyordu.
focused,"üzerine odaklanılmış, odaklanmış",sıfat,B2,,Tom isn't focused.,Tom odaklanmış değil.
foggy,"sisli, sersem, bulanık",sıfat,B1,,It's foggy today.,Bugün hava sisli.
following,"taraftarlar, takip etme, izleyen",sıfat,B2,,I'm following Tom.,Tom'u takip ediyorum.
forced,"zoraki, mecbur, mecburi",sıfat,B1,,He forced me to go.,Ben gitmek zorundaydım.
formerly,"vaktiyle, evvel zaman, eskiden",zarf,B2,,She was formerly a bank clerk.,O eskiden bir banka memuruydu.
fortunately,"şükür ki, neyse ki, bereket versin",zarf,C1,,"Fortunately, I was on time.",Neyse ki zamanında oradaydım.
fragrant,"kokulu, hoş, rayihalı",sıfat,B2,,These flowers are not only beautiful but also fragrant.,Bu çiçekler sadece güzel değil fakat aynı zamanda güzel kokulu da.
frankly,"açıkça, açık söylemek gerekirse, açıkçası",zarf,B2,"openly, clearly, honestly",May I speak frankly?,Dürüstçe konuşabilir miyim?
free,"bağımsız, beleş, muaf",sıfat,B1,,I'll be free.,Özgür olacağım.
fresh,"taze, serinlik, dirilik",sıfat,B1,,I like fresh air.,Ben temiz havayı severim.
frightened,"ürkmüş, korkan, korkmuş",sıfat,C1,,I'm so frightened.,Çok korktum.
frightening,"korkutucu, korkulu, muhatara",sıfat,C1,,You're frightening me.,Sen beni korkutuyorsun.
fruitful,"bereketli, verimli, artağan",sıfat,B2,,We've had very fruitful discussions.,Çok verimli görüşmeler yaptık.
frustrated,"hakkı yenmiş, boşa çıkmış, boşuna didinmiş",sıfat,C1,,I'm not frustrated.,Hayal kırıklığına uğramış değilim.
full,"tok, tam, dolu",sıfat,B1,,I'm so full.,Ben çok tokum.
fully,"tamamıyla, iyice, iyiden iyiye",zarf,B1,,I fully support Tom.,Tom'u tamamen destekliyorum.
functional,"pratik, görevci, fonksiyonel",sıfat,C1,,These are fully functional.,Bunlar tamamen işlevseldir.
functioning,"çalıştırma, işleyiş, faal",sıfat,C1,,It's still functioning.,Hâlâ çalışıyor.
fundamental,"esas, asli, temel ilke",sıfat,C1,,That was a fundamental error.,O temel bir hataydı.
general,"genel, avam, komutan",sıfat,B2,,That's the general idea.,Bu genel bir fikir.
generally,"genelde, genel olarak, genellikle",zarf,B2,,I generally agree with Tom.,Genel olarak Tom'a katılıyorum.
genetic,"genetik yapı, soyaçekim, kalıtsal",sıfat,B2,,Genetic diversity is a good thing.,Genetik çeşitlilik güzel bir şey.
gently,"nazikçe, kibarca, nazik bir şekilde",zarf,B1,,He pushed me gently.,Nazikçe beni itti.
geological,"yerbilimsel, jeolojik, yerbilimine değin",sıfat,C1,,The initial results proved to be remarkably geological.,İlk sonuçların son derece yerbilimsel olduğu kanıtlandı.
geopolitical,jeopolitik,sıfat,C1,,The initial results proved to be remarkably geopolitical.,İlk sonuçların son derece jeopolitik olduğu kanıtlandı.
gigantic,"devasa, cüsseli, çam yarması gibi",sıfat,B2,,She owns a gigantic house.,"O, kocaman bir eve sahip."
global,"küresel, dünya çapında, bütün dünyayı kapsayan",sıfat,B1,,A global crisis is at hand.,Küresel bir kriz yakındır.
gloomy,"kasvetli, hüzün verici, sıkıntılı",sıfat,B1,,Why is Tom so gloomy?,Neden Tom çok kasvetli?
golden,"altın, altından, itidal",sıfat,B1,,What's the golden rule?,Altın kural nedir?
good,"güzel, hayırlı, iyi",sıfat,B1,,I'll be good.,İyi olacağım.
gradual,"kademeli, yavaş, yavaş yavaş olan",sıfat,B2,,The changes have been gradual.,Değişiklikler kademeliydi.
gradually,"yavaş yavaş, gitgide, derece derece",zarf,B2,,That is gradually changing.,O kademeli olarak değişiyor.
grave,"kabir, mezar, kazımak",sıfat,B1,,They dug a grave.,Onlar bir mezar kazdı.
gray,"ağarmak, ağartmak, gri",sıfat,B1,,My suit is gray.,Benim takım gri.
great,"mükemmel, müthiş, harika",sıfat,B1,,Isn't it great?,Harika değil mi?
growing,"gelişen, büyüyen, büyüme",sıfat,B2,,I'm growing up.,Ben büyüyorum.
grown,"büyümüş, yetişmiş, olmuş",sıfat,B1,,I'm a grown-up.,Ben olgunum.
grownup,yetişkin,sıfat,B2,,Grownups are funny sometimes.,Yetişkinler bazen komiktirler.
half,"yarım, yarı, devre",sıfat,B1,,Cut it in half.,Onu ikiye kes.
handled,"yürütülen, kulplu, işlendi",sıfat,B2,,It'll be handled.,Ele alınacak.
happy,"sevinçli, mutlu, çakırkeyif",sıfat,B1,,I'm so happy.,Ben çok mutluyum.
hard,"çetin, sert, zahmetli",sıfat,B1,,It's so hard.,Çok zor.
having,"sahip olma, sahip olan, -li",sıfat,B1,,I'm having fun.,Ben eğleniyorum.
hazardous,"tehlikeli, riskli, şüpheli",sıfat,B2,,Gusty winds are making travel hazardous for high profile vehicles.,Şiddetli rüzgarlar yüksek profilli araçlar için seyahati tehlikeli yapıyorlar.
healthful,"sağlığa yararlı, yararlı, sıhhatli",sıfat,B2,,The initial results proved to be remarkably healthful.,İlk sonuçların son derece sağlığa yararlı olduğu kanıtlandı.
healthy,"sıhhatli, sağlıklı, sağlığa yararlı",sıfat,B2,,I'm not healthy.,Sağlıklı değilim.
helpful,"yardımsever, faydalı, yararlı",sıfat,B2,,I wasn't helpful.,Yararlı değildim.
helpless,"aciz, çaresiz, miskin",sıfat,B2,,I'm not helpless.,Çaresiz değilim.
hidden,"gizli, saklı, kapalı",sıfat,B1,,Where is it hidden?,Nerede gizli?
high,"yüksek, direnmek, öfkelenmek",sıfat,B1,,It's too high.,Bu çok yüksek.
highly,"ziyadesiyle, yüksek derecede, pek çok",zarf,B1,,I highly doubt it.,Bundan oldukça şüphe ediyorum.
historic,"tarihi, evrimsel, önemli",sıfat,B2,,Today is a historic day.,Bugün tarihi bir gün.
historical,"tarihi, tarihle ilgili, tarihsel",sıfat,C1,,Do you like historical novels?,Tarihsel romanlardan hoşlanıyor musun?
holy,"kutsal, kutsal yer, mukaddes",sıfat,B1,,This is holy ground.,"Bu, kutsal topraktır."
homeless,"evsiz, evi barkı olmayan, yurtsuz",sıfat,B2,,I'm not homeless.,Ben evsiz değilim.
honestly,"dürüst olarak, gerçekten, dürüst olmak gerekirse",zarf,B2,frankly,I can honestly say no.,Dürüstçe hayır diyebilirim.
hopeless,"umutsuz, ümitsiz, umarsız",sıfat,B2,,It's so hopeless.,Çok umutsuz.
horrible,"berbat, müthiş, kötü",sıfat,B2,,It was so horrible.,O çok korkunçtu.
horrified,"dehşete düşmüş, korkmuş, dehşete kapılmış",sıfat,B2,,I'm truly horrified.,Ben gerçekten dehşete kapıldım.
horrifying,"korkutma, korkunç, ürkünç",sıfat,C1,,Their news was horrifying.,Haberleri korkunçtu.
hot,"kızgın, ateşli, acı",sıfat,B1,,I'm very hot.,Çok sıcakladım.
huge,"iri, kocaman, devasa",sıfat,B1,,It'll be huge.,Büyük olacak.
humid,"rutubetli, nemli, yaş",sıfat,B1,,It's very humid.,Çok nemli.
ideal,"ülkü, ideal, mefkure",sıfat,B1,,It's not ideal.,Bu ideal değil.
ill,"hasta, fenalık, kötülük",sıfat,B1,,He's very ill.,"O, çok hastadır."
immune,"bağışık, bağışık kimse, ayrıcalıklı",sıfat,B1,,I'm immune to smallpox.,Çiçek hastalığına bağışıklığım var.
impatient,"sabırsız, titiz, hoşgörüsüz",sıfat,B2,,I'm very impatient.,Ben çok sabırsızım.
implemented,"uygulanmış, yerine getirilmiş, azı dişli",sıfat,C1,,The plan was never implemented.,Plan hiç uygulanmadı.
important,"mühim, önemli, gururlu",sıfat,B2,,It isn't important.,Bu önemli değil.
impressive,"etkileyici, duyguları etkileyen, çarpıcı",sıfat,C1,dazzling,"Impressive, isn't it?","Etkileyici, değil mi?"
incessantly,"aralıksız olarak, ardı arkası kesilmeden, biteviye",zarf,C1,,The initial results proved to be remarkably incessantly.,İlk sonuçların son derece aralıksız olarak olduğu kanıtlandı.
including,"kapsama, içerme, şamil",sıfat,B2,,Thanks for including me.,Beni dahil ettiğin için teşekkürler.
inclusive,"dahil, şümulu olan, içlemci",sıfat,B2,,The initial results proved to be remarkably inclusive.,İlk sonuçların son derece dahil olduğu kanıtlandı.
inconvenient,"zahmetli, uygunsuz, zor",sıfat,C1,,That'll be inconvenient.,O uygunsuz olacak.
increasingly,"gitgide artarak, gitgide, gittikçe artarak",zarf,C1,,Tom became increasingly agitated.,Tom giderek ajite oldu.
incurable,"tedavi edilemez kimse, amansız, çaresiz",sıfat,B2,,They say it's incurable.,Bunun tedavi edilemez olduğu söyleniyor.
independent,"bağımsız, müstakil, özgür",sıfat,C1,,I'm very independent.,Ben çok bağımsızım.
independently,"başlı başına, birbirini etkilemeden, müstakilen",zarf,C1,,Tom is independently wealthy.,Tom bağımsız olarak zengin.
indicative,"belirten, gösteren, haber kipi",sıfat,C1,,The initial results proved to be remarkably indicative.,İlk sonuçların son derece belirten olduğu kanıtlandı.
indispensable,"zaruri, zorunlu, vazgeçilmez",sıfat,C1,,None of us are indispensable.,Hiçbirimiz vazgeçilmez değiliz.
inefficient,"liyakatsiz, ehliyetsiz, zaman ve enerjiyi ekonomik bir şekilde kullanmayan",sıfat,C1,,I think Tom is inefficient.,Tom'un verimsiz olduğunu düşünüyorum.
infectious,"bulaşıcı, başkalarına kolay geçen, intani",sıfat,C1,,Mumps is an infectious disease.,Kabakulak bulaşıcı bir hastalıktır.
inflammatory,"iltihaplı, kışkırtıcı, yangılı",sıfat,C1,,Stop being so inflammatory.,Bu kadar kışkırtıcı olmayı bırak.
influential,"etkili, etkileyici, ağababa",sıfat,C1,,Tom is very influential.,Tom çok etkili.
influentially,"güçlü bir şekilde, etkili bir biçimde",zarf,C1,,The initial results proved to be remarkably influentially.,İlk sonuçların son derece güçlü bir şekilde olduğu kanıtlandı.
ingenious,"ustalık, becerikli, maharetli",sıfat,B2,,That's very ingenious.,Bu çok ustaca yapılmış.
inhabited,"meskun, iskan edilmiş, mekün",sıfat,B2,,The region has never been inhabited by people.,Bölgede insanlar hiç yaşamadı.
initial,"ilk harf, baş harf, baştaki",sıfat,B2,,Could you initial here?,Burayı parafe eder misin?
initially,"başlangıçta, ilkin, baştan",zarf,B2,,I initially hated it.,Başlangıçta ondan nefret ettim.
innovative,"yaratıcı, yenilikçi, yeniliklere açık",sıfat,C1,,I try to be innovative.,Yenilikçi olmaya çalışıyorum.
instant,"anlık, esna, dakika",sıfat,B2,,It changed in an instant.,Bir anda değişti.
insufficient,"kıt, yetersiz, yeterli değil",sıfat,C1,,His knowledge of geography is insufficient.,Onun coğrafya bilgisi yetersizdir.
intellectually,"anlayarak, akıl ile, zeka ile",zarf,C1,,The discussion was intellectually stimulating.,Münazara entelektüel olarak aydınlatıcıydı.
intense,"yoğun, gergin, istekli",sıfat,B2,,You're so intense.,Çok yoğunsun.
intensive,"yoğun, şiddetli, aşırı",sıfat,B2,,Tom is in intensive care.,Tom yoğun bakımda.
intentionally,"kasten, kasıtlı olarak, taammüden",zarf,C1,,Tom did that intentionally.,Tom onu kasıtlı olarak yaptı.
international,"devletlerarası, enternasyonal, milletlerarası",sıfat,C1,,Tom is an international student.,Tom uluslararası bir öğrencidir.
invented,"icat edilmiş, uydurmasyon, icat edilen",sıfat,B2,,It was invented by Tom.,Bu Tom tarafından icat edildi.
investigated,"soruşturulmuş, incelenmiş, araştırılmış",sıfat,C1,,That must be investigated.,O araştırılmalıdır.
involved,"ilgili, karmaşık, girift",sıfat,B2,,I wasn't involved.,İlişkili değildim.
irritable,"asabi, titiz, barut gibi",sıfat,B2,,They're all irritable.,Onların hepsi asabi.
irritated,"sinirli, sinirlendirilmiş, öfkeli",sıfat,B2,,Tom must be irritated.,Tom tedirgin olmalı.
irritating,"rahatsız etme, sinirlendirme, sinir",sıfat,C1,,"Irritating, isn't it?","Rahatsız edici, değil mi?"
joyful,"sevinçli, şatır, sevindirici",sıfat,B1,,Christmas is a joyful time.,Noel neşeli bir zamandır.
kind,"tür, çeşit, cins",sıfat,B1,,Be kind to Tom.,Tom'a karşı nazik ol.
kindly,"merhametli, iyi, içten",zarf,B1,,You will be treated kindly.,Size nazikçe davranılacak.
knowing,"haberdar, haberi olan, bilen",sıfat,B2,,It was nice knowing you.,Seninle tanışmak güzeldi.
known,"bilinen, bilindik, malum",sıfat,B1,,I should've known.,Bilmeliydim.
large,"iri, geniş, büyük",sıfat,B1,,It's too large.,O çok büyük.
lasting,"kalıcı, sürme, sağlam ayakkabılık kumaş",sıfat,B2,,First impressions are the most lasting.,İlk izlenimler en kalıcı olanlardır.
late,"gecikmiş, geç, her zamanki",sıfat,B1,,I'll be late.,Geç kalacağım.
latest,"son, en son, yeni",sıfat,B1,,What's the latest?,Son model nedir?
least,"en az, asgari, en önemsiz kimse",sıfat,B1,,I can at least try.,En azından deneyebilirim.
less,"daha az, eksi, daha az şey",sıfat,B1,,I could care less.,Hiç umurumda değil.
likely,"büyük ihtimalle, mantıklı, geleceği parlak",zarf,B1,,That's likely true.,O muhtemelen doğru.
limited,"kısıtlı, sınırlı, belirlenmiş",sıfat,B2,,My time is limited.,Zamanım sınırlı.
little,"ufak, az, küçük",sıfat,B1,,Give me a little.,Bana biraz ver.
living,"canlı, geçinmek, geçim",sıfat,B1,,He earns a living.,"O, hayatını kazanıyor."
loaded,"yüklü, yüklenmiş, hileli",sıfat,B1,,I loaded the van.,Kamyoneti yükledim.
local,"lokal, yerel, yerli",sıfat,B1,,"You're local, right?","Sen yerlisin, değil mi?"
located,"tespit edilmiş, yeri tayin edilmiş, kain",sıfat,B2,,I've located Tom.,Tom'u buldum.
logical,"mantıklı, makul, mantığa uygun",sıfat,B2,,It's not logical.,O herhangi bir anlam ifade etmiyor.
losing,"kaybediş, kaybetme, zarar gören",sıfat,B1,,I'm losing it.,Onu kaybediyorum.
lost,"kayıp, kaybolmuş, kaybetmek",sıfat,B1,,I lost a bet.,Bir bahis kaybettim.
loud,"yüksek, yüksek sesle, kaba",sıfat,B1,,It's so loud.,Çok gürültülü.
luckily,"çok şükür, talihine, şans eseri",zarf,B2,,"Luckily, I was wrong.",Neyse ki yanılmışım.
lunar,"ay ile ilgili, kameri, ay",sıfat,B1,,Lunar eclipses can be total or partial.,Ay tutulmaları tam ya da kısmi olabilir.
made,"yapılmış, yapmak  eyleminin ikinci hali, yapılı",sıfat,B1,,I made a bet.,Bir bahse girdim.
magic,"sihirbazlık, büyü, sihir",sıfat,B1,,I can do magic.,Büyü yapabilirim.
managing,"yönetme, idare etme, idari",sıfat,B2,,How are you managing?,Nasıl yönetiyorsun?
many,"birçok, çok, çoğu",sıfat,B1,,Is that too many?,Bu çok fazla mı?
marvelous,"harika, müthiş, nefis",sıfat,B2,"stunning, dazzling, wonderful",Isn't Tom marvelous?,Tom fevkalade değil mi?
massive,"cüsseli, iri, çok büyük",sıfat,B2,,The flood was massive.,Sel büyüktü.
material,"materyal, madde, malzeme",sıfat,B2,,Is this good material?,Bu iyi malzeme mi?
meaningless,"manasız, anlamsız, ipsiz sapsız",sıfat,C1,,It's totally meaningless.,Bu tamamen anlamsız.
medial,"ortada olan, medial, vasat",sıfat,B1,,The initial results proved to be remarkably medial.,İlk sonuçların son derece ortada olan olduğu kanıtlandı.
medic,"kabayonca, doktor, korunga",sıfat,B1,,I'm a medic.,Ben bir doktorum.
medical,"medikal, tıbbi, tıp",sıfat,B2,,I need medical help.,Tıbbi yardıma ihtiyacım var.
mental,"akli, zihinsel, ruhsal",sıfat,B1,,Tom has mental problems.,Tom'un zihinsel problemleri var.
met,karşılaşılan,sıfat,B1,,I met a girl.,Bir kızla tanıştım.
meticulously,"özenle, titizlikle, özenli biçimde",zarf,C1,,The school was meticulously clean.,Okul özenle temizlendi.
missing,"özlem, özleme, noksan",sıfat,B2,,My gun's missing.,Benim silahım kayıp.
modern,"çağdaş, modern, modern kimse",sıfat,B1,,She's a modern girl.,O modern bir kızdır.
modernized,"modernize, modernleştirilmiş",sıfat,C1,,The initial results proved to be remarkably modernized.,İlk sonuçların son derece modernize olduğu kanıtlandı.
momentary,"bir anlık, sürekli olmayan, sadece bir an devam eden",sıfat,B2,,The initial results proved to be remarkably momentary.,İlk sonuçların son derece bir anlık olduğu kanıtlandı.
monitored,"izlenen, gözlenen",sıfat,B2,,The U.N. monitored the country's elections.,Birleşmiş Milletler ülkedeki seçimleri izledi.
monotonous,"monoton, monotonluk, yavan",sıfat,C1,,She says her life is monotonous.,Yaşantısının monoton olduğunu söylüyor.
most,"en, en çok, en fazlası",sıfat,B1,,I hate most people.,Çoğu insandan nefret ediyorum.
motionless,"hareketsiz, duruk, devinimsiz",sıfat,C1,,The man lay motionless.,Adam hareketsiz yatıyordu.
motive,"güdü, motif, motive etmek",sıfat,B1,,There was no motive.,Ortada bir sebep yoktu.
multi,"birden çok, çoklu, çok",sıfat,B1,,Tom is a multi-millionaire.,Tom bir multimilyoner.
multicultural,"multikültürel, çok kültürlü",sıfat,C1,,The initial results proved to be remarkably multicultural.,İlk sonuçların son derece multikültürel olduğu kanıtlandı.
multifunctional,"çok fonksiyonlu cihaz, çok fonksiyonlu yazıcı, multifonksiyonel peptid",sıfat,C1,,The initial results proved to be remarkably multifunctional.,İlk sonuçların son derece çok fonksiyonlu cihaz olduğu kanıtlandı.
musical,"müzikli, müziğe ait, müzikal",sıfat,B2,,This play is a musical.,Bu oyun bir müzikaldir.
mysterious,"esrarengiz, gizemli, anlaşılmaz",sıfat,C1,,You're so mysterious.,Çok gizemlisin.
mystical,"gizemli, gizemcil, esrarlı",sıfat,B2,,It was so mystical.,O çok gizemliydi.
natural,"tabii, doğuştan, natürel",sıfat,B2,,It isn't natural.,Doğal değil.
nearly,"hemen hemen, neredeyse, az kaldı",zarf,B1,,I'm nearly blind.,Ben neredeyse körüm.
necessary,"gereken, gerekli, gereken şey",sıfat,B2,,It isn't necessary.,Gerekli değil.
needed,"lazım, ihtiyaç duyulan, gerek",sıfat,B1,,I needed a bath.,Banyoya ihtiyacım vardı.
negative,"negatif, olumsuz, menetmek",sıfat,B2,,You're so negative.,Çok olumsuzsun.
new,"yeni, yeni olan şey, ilk evre",sıfat,B1,,I'm new here.,Ben burada yeniyim.
newly,"yeni, yeni olarak, yakın zamanlarda",zarf,B1,,Newly printed books smell good.,Yeni basılmış kitaplar güzel kokuyor.
next,"sonraki, bir sonra gelen şey, önümüzdeki",sıfat,B1,,I'll be next.,Sıradaki ben olacağım.
nicely,"hoşça, hoş, iyi",zarf,B1,,It's going nicely!,Güzel gidiyor!
noisy,"gürültücü, gürültülü, patırtılı",sıfat,B1,,Tom is too noisy.,Tom çok gürültücü.
normal,"olağan, normal, standart",sıfat,B1,,I'm not normal.,Ben normal değilim.
normally,"normalde, normal bir şekilde, genelde",zarf,B2,,I don't normally lie.,Normalde yalan söylemem.
notable,"göze çarpan, dikkate değer, tanınmış kimse",sıfat,B2,,Statues of Buddha are notable works of Japanese art.,Buda heykelleri Japon sanatının önemli eserleridirler.
nourishing,"besi, besleyici, besin değeri yüksek",sıfat,C1,,This food's not nourishing enough.,Bu yiyecek yeterince besleyici değil.
novel,"roman, acayip, yeni",sıfat,B1,,I like her novel.,Onun romanını seviyorum.
numerous,"sayısız, birçok, pek çok",sıfat,B2,,Tom broke numerous laws.,Tom sayısız kanunu çiğnedi.
nutritional,"beslenme ile ilgili, nutrisyonel, besin",sıfat,C1,,Sugary drinks have no nutritional value and contribute significantly to weight gain.,Şekerli içeceklerin hiçbir besin değeri yoktur ve kilo almaya önemli ölçüde etki ederler.
obligatory,"mecburi, zorunlu, vacip",sıfat,C1,,The initial results proved to be remarkably obligatory.,İlk sonuçların son derece mecburi olduğu kanıtlandı.
obscure,"saklamak, gizlemek, karartmak",sıfat,B2,,The meaning is still obscure to me.,Anlam benim için hâlâ anlaşılmaz.
observed,"gözlenmiş, gözlenen",sıfat,B2,,What have you observed?,Ne gözlemlediniz?
obtained,"elde edilen, elde edilmiş, elde edildi",sıfat,B2,,I obtained the painting at an auction.,Bir açık artırmada tablo satın aldım.
old,"eskimiş, eski, yaşlı",sıfat,B1,,I'm not old.,Yaşlı değilim.
olive,"zeytin, zeytin yeşili, zeytin rengi",sıfat,B1,,I like olive oil.,Zeytinyağını severim.
olympic,olimpik,sıfat,B2,,Tom was an Olympic swimmer.,Tom bir Olimpiyat yüzücüsüydü.
ongoing,"süregiden, sürmekte olan, süregitmekte olan",sıfat,B2,,The process is ongoing.,Süreç devam ediyor.
openly,"açıkça, resmen, açık",zarf,B1,"clearly, frankly, candidly",He openly confessed his faults.,Hatalarını açıkça itiraf etti.
opposite,"zıt, aksi, karşıt",sıfat,B2,,He did the opposite.,O tersini yaptı.
optimal,"uygun, ideal, en uygun",sıfat,B2,,Finding an optimal solution will take some time.,En uygun çözümü bulmak biraz zaman alacak.
optimum,"en uygun durum, ideal, optimum",sıfat,B2,,The initial results proved to be remarkably optimum.,İlk sonuçların son derece en uygun durum olduğu kanıtlandı.
ordered,"sıralı, ısmarlama, düzgün",sıfat,B2,,I ordered a beer.,Ben bir bira ısmarladım.
orderly,"yazıcı, hastane hademesi, emir eri",zarf,B2,,The initial results proved to be remarkably orderly.,İlk sonuçların son derece yazıcı olduğu kanıtlandı.
organized,"teşkilatlı, organize olmuş, tertipli",sıfat,B2,,I wasn't organized.,Tertipli değildim.
outstanding,"üstün, göze çarpan, seçkin",sıfat,C1,,Tom did outstanding work.,Tom seçkin bir iş yaptı.
overall,"bir uçtan bir uca, etraflı, tüm",sıfat,B2,,Where can I buy overalls?,Tulumları nereden alabilirim?
owing,"ödenmemiş, borçlanma, borçlu",sıfat,B1,,The dam burst owing to the heavy rain.,Yoğun yağış sebebiyle baraj taştı.
parallel,"aynı doğrultuda olan, paralel, benzetmek",sıfat,B2,,It has no parallel.,Onun paralelliği yok.
particular,"özel, belirli, nokta",sıfat,C1,,We're very particular.,Biz çok özeliz.
passionately,"hararetle, tutkuyla",zarf,C1,,He kissed me passionately.,O beni tutkuyla öptü.
patient,"hasta, sabırlı, mütehammil",sıfat,B2,,I'll be patient.,Ben sabırlı olacağım.
paying,"tediye, ücret, paralı",sıfat,B1,,You're paying me.,Bana ödeme yapıyorsunuz.
perfect,"kusursuz, mükemmel, mükemmelleştirmek",sıfat,B2,,I'm not perfect.,Mükemmel değilim.
perilous,"vahim, korku, çok tehlikeli",sıfat,B2,,The initial results proved to be remarkably perilous.,İlk sonuçların son derece vahim olduğu kanıtlandı.
peripheral,"çevresel, periferik, çevre",sıfat,C1,,The initial results proved to be remarkably peripheral.,İlk sonuçların son derece çevresel olduğu kanıtlandı.
permanent,"daimi, kalıcı, perma",sıfat,B2,,A permanent is extra.,Süreklilik ekstra bir maliyettir.
persistent,"ısrar eden, ısrarlı, ısrarcı",sıfat,C1,"constant, relentless, determined, tenacious",Tom is very persistent.,Tom çok ısrarcı.
personal,"kişisel, özel, şahsi",sıfat,B2,,It's not personal.,Bu kişisel değil.
perspective,"bakış açısı, perspektif, derinlemesine inceleme yeteneği",sıfat,C1,,Tom has no perspective.,Tom'un perspektifi yok.
persuaded,"ikna edilen, ikna edilmiş",sıfat,B2,,I'm not persuaded.,Ben ikna edilmedim.
petty,"ehemmiyetsiz, cüzi, olağan",sıfat,B1,,I'm not petty.,Ben değersiz değilim.
physical,"bedensel, muayene, bedeni",sıfat,B2,,We never were physical.,Biz asla somut değildik.
physiological,"işlevbilimsel, diriksel, fizyolojik",sıfat,C1,,The initial results proved to be remarkably physiological.,İlk sonuçların son derece işlevbilimsel olduğu kanıtlandı.
pivotal,"eksensel, eksen, esas",sıfat,B2,,The initial results proved to be remarkably pivotal.,İlk sonuçların son derece eksensel olduğu kanıtlandı.
plausible,"makul, olası, akla yatkın",sıfat,B2,,I find it plausible.,Bunu makul buluyorum.
poisonous,"zehirli, kötü niyetli, ağılı",sıfat,B2,,That stuff is poisonous.,O şey zehirli.
polar,"ucay, zıt, kutup",sıfat,B1,,The polar bears are dying.,Kutup ayıları ölüyor.
politely,"kibarca, nezaketle, nazikçe",zarf,B2,,We'll ask politely.,Kibarca isteyeceğiz.
politic,"politik, basiretli, kurnaz",sıfat,B2,,Politics is a game.,Siyaset bir oyundur.
political,"politik, siyasi, siyasal",sıfat,B2,,I need political asylum.,Siyasi sığınmaya ihtiyacım var.
positive,"pozitif, artı, olumlu",sıfat,B2,,I'm still positive.,Hâlâ olumluyum.
possible,"olabilir, olanaklı, muhtemel",sıfat,B2,,Isn't it possible?,Mümkün değil mi?
potent,"cinsel gücü yüksek, inandırıcı, nüfuzlu",sıfat,B1,,The initial results proved to be remarkably potent.,İlk sonuçların son derece cinsel gücü yüksek olduğu kanıtlandı.
potential,"potansiyel, olası, güç",sıfat,B2,,The potential is there.,Potansiyel orada.
potently,"yoğun bir şekilde, güçlü bir şekilde",zarf,B2,,The initial results proved to be remarkably potently.,İlk sonuçların son derece yoğun bir şekilde olduğu kanıtlandı.
powered,"motorla tahrik edilen, tahrikli",sıfat,B2,,Tom owns a high-powered rifle.,Tom'un yüksek güçlü bir tüfeği var.
powerful,"güçlü, kuvvetli, muhteşem",sıfat,B2,,He has powerful arms.,Onun güçlü kolları var.
practical,"tatbiki, kullanışlı, pratik",sıfat,B2,,It's not practical.,Pratik değil.
precisely,"açık olarak, tam, belli",zarf,B2,,What precisely did you do?,Tam olarak ne yaptın?
prevalent,"yaygın, olagelen, etkili",sıfat,B2,,The problem is prevalent.,Sorun yaygındır.
preventing,"önleyen, engelleyen",sıfat,C1,,Nothing's preventing you from leaving.,Hiçbir şey sizin gitmenizi engellemiyor.
preventive,"önleyici, önleyici ilaç, önlem",sıfat,C1,,Preventive measures are much more effective than the actual treatment.,Önleyici tedbirler gerçek tedaviden çok daha etkilidir.
previously,"önceden, daha önce, evvelce",zarf,C1,,Tom dumped Mary's body into the hole he had dug previously.,Tom Mary'yi önceden kazdığı çukura indirdi.
probable,"olası, muhtemel, olasılı",sıfat,B2,,How probable is that to happen?,Onun olması ne kadar muhtemel?
produced,"üretmek, üretilen, üretilmiş",sıfat,B2,,Who produced this movie?,Bu filmi kim üretti?
productive,"üretken, verimli, kazançlı",sıfat,C1,,It wasn't productive.,Verimli değildi.
progressive,"ileri düşünceli kimse, müterakki, ilerleyici",sıfat,C1,,I'm pretty progressive.,Ben oldukça ilericiydim.
progressively,"devamlı olarak, ilerledikçe, artan bir şekilde",zarf,C1,,"As the night wore on and Tom drank more and more, his jokes got progressively smuttier.","Gece ilerleyip Tom içkileri devirdikçe, esprileri de gittikçe daha müstehcenleşti."
prominent,"öne çıkan, çıkıntılı, önde gelen",sıfat,B2,,He felt ill at ease among prominent scholars.,Seçkin bilim adamları arasında huzursuz hissetti.
properly,"uygun bir şekilde, doğru dürüst, düzgün bir şekilde",zarf,B2,,I handled it properly.,Onu uygun şekilde idare ettim.
protective,"koruyucu, sahip çıkan, koruma",sıfat,C1,,He's very protective.,O çok koruyucu.
proven,"kanıtlanmış, kanıtlı, ispatlı",sıfat,B1,,It's a proven fact.,O kanıtlanmış bir gerçek.
psychological,"ruhbilimsel, ruhi, tinbilimsel",sıfat,C1,,Tom has psychological problems.,Tom'un psikolojik sorunları var.
punitive,"cezalandırıcı, ceza, cezayı gerektiren",sıfat,B2,,The initial results proved to be remarkably punitive.,İlk sonuçların son derece cezalandırıcı olduğu kanıtlandı.
purchasable,"alınabilir, satın alınabilir, satın alınır",sıfat,C1,,The initial results proved to be remarkably purchasable.,İlk sonuçların son derece alınabilir olduğu kanıtlandı.
