Kelime,Türkçe Anlamı,Tür,Seviye,Eş Anlamlılar,Örnek Cümle (İngilizce),Örnek Cümle (Türkçe)
copper,"bakır, bakır kaplamak, bakırlamak",isim,B1,,Copper is a metal.,Bakır bir metaldir.
core,"göbek, öz, çekirdek",isim,B1,,I don't eat the apple core.,Ben elma çekirdeği yemem.
corner,"köşe, yakalamak, viraj almak",isim,B1,,It's at the corner.,O köşededir.
corporation,"kurum, dernek, lonca",isim,C1,,She works for a large American corporation.,Büyük bir Amerikan şirketi için çalışıyor.
countries,ülkeler,isim,B2,,I've been to many countries.,Birçok ülkeye gittim.
court,"mahkeme, aranmak, yaltaklanmak",isim,B1,,Tom is in court.,Tom mahkemede.
courtroom,mahkeme salonu,isim,B2,,The courtroom was packed.,Mahkeme salonu tıka basa doluydu.
courtrooms,mahkeme salonu,isim,C1,,The study highlighted the profound impact of courtrooms.,Çalışma mahkeme salonu kavramının derin etkisini vurguladı.
cover,"örtmek, kaplamak, kılıf",isim,B1,,Tom ran for cover.,Tom güvenli bir yere kaçtı.
coverage,"kapsam, olay kaydı, yayın alanı",isim,B2,,Everyone has medical coverage.,Herkesin sağlık sigortası vardır.
creating,"yaratma, oluşturma, oluşturulan",isim,B2,,I'm interested in creating my own website.,Ben kendi web sitemi oluşturmakla ilgileniyorum.
creation,"kreasyon, icat, yaratma",isim,B2,,That has allowed the creation of 4.000 new jobs.,O 4.000 yeni istihdam yaratılmasını sağladı.
creature,"varlık, yaratık, mahluk",isim,B2,,I'm a creature of habit.,Ben bir alışkanlıkların insanıyım.
crew,"tayfa, mürettebat, kitle",isim,B1,,I need a crew.,Bir ekibe ihtiyacım var.
crisis,"bunalım, buhran, kriz",isim,B1,,We have a crisis.,Bir krizimiz var.
cultures,"yeni kültürlerle tanışmak, eski kültürler, kültür başkenti",isim,B2,,There are many cultures on Earth.,Dünyada birçok kültür vardır.
curiosity,"merak, tuhaf şey, tuhaf tip",isim,B2,,Curiosity killed the cat.,Fazla merak iyi değildir.
curtain,"perde, perdelemek, perde takmak",isim,B2,,Pull the curtain back.,Perdeyi geri çek.
cycle,"devir, çevrim, pedal çevirmek",isim,B1,,I cycle to work.,İşe bisikletle giderim.
dam,"baraj, büğemek, zapt etmek",isim,B1,,I live near a dam.,Ben bir baraj yakınında yaşıyorum.
damage,"zarar vermek, zarar, hasar",isim,B1,,There's no damage.,Hiç hasar yok.
dams,"barajlar, yavaşlatıcılar",isim,B1,,The study highlighted the profound impact of dams.,Çalışma barajlar kavramının derin etkisini vurguladı.
danger,"tehlike, risk, varta",isim,B1,,I'm in danger.,Tehlikedeyim.
dat,-e hali,isim,B1,,All dates are tentative.,Tüm tarihler geçicidir.
data,"veri, bilgi, girdi",isim,B1,information,I saw the data.,Ben veriyi gördüm.
dating,"yaşlandırma, buluşma, tanışma",isim,B1,,We're not dating.,Biz çıkmıyoruz.
days,"eyyam, yaşam, günler",isim,B1,,Give me five days.,Bana beş gün verin.
daytime,"gündüz, gün, iş günü",isim,B2,,Stars cannot be seen in the daytime.,Yıldızlar gündüzün görülemez.
death,"ölüm, vefat, katil",isim,B1,,I'm on death row.,Ben ölüm hücresindeyim.
decade,"10 yıl, on yıl, onlu grup",isim,B1,,I lost my son about a decade ago.,Yaklaşık on yıl önce oğlumu kaybettim.
decades,on yıllar,isim,B2,,I met Tom decades ago.,On yıl önce Tom'la tanıştım.
decision,"karar, yargı, emir",isim,B2,,It's my decision.,Bu benim kararım.
defect,"bozukluk, arıza, kusur",isim,B1,,A quick temper is the only defect in her character.,Karakterindeki tek kusur hızlı bir öfke.
deforestation,"orman açma, ormanları tahrip etme, ormansızlaşma",isim,C1,,Their habitat is threatened by deforestation.,Onların yetişme ortamı ormansızlaşma tarafından tehdit ediliyor.
deliver,"teslim etmek, yapmak, yapıştırmak",isim,B2,,Can you deliver it?,Bunu teslim edebilir misin?
depression,"çöküntü, depresyon, bunalım",isim,C1,,She's in a depression.,O bir depresyonda.
depth,"derinlik, dip, bilinçaltı",isim,B1,,We measured the depth of the river.,Nehrin derinliğini ölçtük.
design,"dizayn etmek, tasarlamak, tasarım",isim,B1,,It's a design flaw.,Bu bir tasarım kusuru.
desire,"istek duymak, arzulamak, arzu etmek",isim,B1,,What do you desire?,Ne arzu ediyorsun?
detriment,"muhatara, muzır, zarar",isim,B2,,The study highlighted the profound impact of detriment.,Çalışma muhatara kavramının derin etkisini vurguladı.
development,"gelişim, gelişme, adet edinme",isim,C1,,This is a huge development.,Bu büyük bir gelişme.
device,"cihaz, alet, nişan",isim,B1,,I love this device.,Bu cihazı seviyorum.
devices,aygıtlar,isim,B2,,Computers are amazing devices.,Bilgisayarlar inanılmaz cihazlardır.
di,"iki, çift, di",isim,B1,,"If Tom dies, what'll we do?",Tom ölürse ne yaparız?
diagnosis,"teşhis, tanı, belirtme",isim,B2,,What's the diagnosis?,Teşhis nedir?
diamond,"elmas, camcı keskisi, baklava şekli",isim,B2,,He stole the diamond.,O elmas çaldı.
diet,"diyet, perhiz, perhiz vermek",isim,B1,,I'm on a diet.,Ben diyetteyim.
dietician,"diyetisyen, beslenme uzmanı, beslenme eğitimcisi",isim,B2,,The study highlighted the profound impact of dietician.,Çalışma diyetisyen kavramının derin etkisini vurguladı.
dietitian,"diyetisyen, diyet uzmanı, beslenme uzmanı",isim,B2,,The study highlighted the profound impact of dietitian.,Çalışma diyetisyen kavramının derin etkisini vurguladı.
dietitians,"diyetisyen, diyet uzmanı, beslenme uzmanı",isim,C1,,The study highlighted the profound impact of dietitians.,Çalışma diyetisyen kavramının derin etkisini vurguladı.
difficulty,"zorluk, güçlük, açmazlık",isim,C1,,Are you in any difficulty?,Herhangi bir sıkıntı içinde misin?
digging,"kazma, maden, kazı",isim,B2,"excavation, mining, burrowing",I'm digging this.,Bunu kazıyorum.
director,"yönetici, yönetmen, müdür",isim,B2,,I became a director.,Ben bir yönetmen oldum.
disappearance,"gözden kaybolma, kaybolma, yok olma",isim,C1,,Everyone knows about Tom's disappearance.,Herkes Tom'un kaybolduğunu biliyor.
disappointment,"hüsran, hayal kırıklığı, ümidi boşa çıkma",isim,C1,,It was a disappointment.,O bir hayal kırıklığıydı.
discharge,"taburcu etmek, tahliye etmek, tahliye",isim,B2,,I have a discharge from my left ear.,Benim sol kulağımda bir akıntı var.
discomfort,"rahatsız etmek, rahatsızlık, bozmak",isim,C1,,Are you experiencing any discomfort?,Bir rahatsızlık hissediyor musunuz?
discover,"keşfetmek, çıkarmak, anlamak",isim,B2,,What did Tom discover?,Tom ne keşfetti?
discoveries,"coğrafyada keşifler, bilimde keşifler, altın aramaları",isim,C1,,She made a series of medical discoveries.,O bir dizi tıbbi keşifler yaptı
discovering,buluculuk,isim,C1,,Learning another language means discovering a new world.,"Başka bir dil öğrenmek, yeni bir dünya keşfetmek demektir."
discovery,"buluş, bulgu, keşif",isim,B2,,I've made a discovery.,Bir keşif yaptım.
discussion,"tartışma, müzakere, bahis",isim,C1,,I led the discussion.,Tartışmayı yönettim.
disease,"hastalık, sayrılık, maraz",isim,B2,,It's a bad disease.,Bu kötü bir hastalık.
diseases,hastalıklar,isim,B2,,Some diseases are incurable.,Bazı hastalıklar tedavi edilemez.
disparity,"farklılık, uyumsuzluk, ihtilaf",isim,B2,,The study highlighted the profound impact of disparity.,Çalışma farklılık kavramının derin etkisini vurguladı.
display,"sergilemek, gösterme, teşhir",isim,B2,,His latest works are on temporary display.,Onun en son çalışmaları geçici sergide.
dispute,"çekişmek, tartışmak, tartışma",isim,B2,,I won't dispute that.,Onu tartışmayacağım.
distance,"mesafe, uzaklık, geride bırakmak",isim,B2,,Tom kept his distance.,Tom soğuk davrandı.
disturbance,"kargaşa, rahatsızlık, rahatsız etme",isim,C1,,The police intervened in the disturbance.,Polis rahatsızlığa müdahale etti.
disturbances,fitne,isim,C1,,The study highlighted the profound impact of disturbances.,Çalışma fitne kavramının derin etkisini vurguladı.
dive,"dalmak, dove/dived - dived, dived/dove - dived",isim,B1,,I know how to dive.,Nasıl dalacağımı biliyorum.
diver,"dalgıç, dalış yapan kimse, dalgıçkuşu",isim,B1,,Tom is a good diver.,Tom iyi bir dalgıç.
diversity,"çeşitlilik, değişik tür, çeşit",isim,B2,,I like the diversity.,Çeşitliliği severim.
diving,"dalış, pike, dalma",isim,B1,,He is good at diving.,"O, dalmada iyidir."
division,"bölme, sınır, tefrika",isim,B2,,What division of the company do you work in?,Şirketin hangi bölümünde çalışıyorsun?
doc,"doktor, belge, bel",isim,B1,,"""Doc"" is an abbreviation of ""doctor"".","""Doktor"" kelimesinin kısaltması ""Dr."" dir."
doctors,"doktorların ihmalinden öldüğü iddia edilmek, doktorlara yönelik düşüncesini/tavrını vs değiştirmek, doktorların dağılımı",isim,B2,,We're not doctors.,Biz doktor değiliz.
doing,"faaliyet, yapma, meydana getirme",isim,B1,,I'm doing it.,Ben yapıyorum.
don't,yapılmaması gereken şey,isim,B1,,The study highlighted the profound impact of don't.,Çalışma yapılmaması gereken şey kavramının derin etkisini vurguladı.
donating,"bağışlama, bağışta bulunma",isim,B2,,Tom is donating blood.,Tom kan bağışlıyor.
dosages,dozaj spektrumu,isim,B2,,The study highlighted the profound impact of dosages.,Çalışma dozaj spektrumu kavramının derin etkisini vurguladı.
drawing,"çizme, çekme, çizim",isim,B2,,What's Tom drawing?,Tom ne çiziyor?
drug,"ilaç, uyuşturmak, ilaç vermek",isim,B1,medication,It's like a drug.,O bir ilaç gibi.
duty,"görev, vazife, saygı",isim,B1,,I'm on duty.,Görevdeyim.
each,"her biri, herbir, beher",isim,B1,,We dig each other.,Birbirimizden hoşlanıyoruz.
ease,"rahatlatmak, kolaylaştırmak, rahatlamak",isim,B1,,Let's ease up.,Gevşeyelim.
education,"öğretim, eğitim, öğrenim",isim,B2,,I believe in education.,Eğitime inanıyorum.
effect,"tesir, etki, etkisi olmak",isim,B1,,How did this effect you?,Bu seni nasıl etkiledi?
effects,"eşya, efekt, kişisel eşyalar",isim,B2,,There were no side effects.,Hiçbir yan etki yoktu.
efficacy,"efikasite, etkililik, fayda",isim,B2,,The study highlighted the profound impact of efficacy.,Çalışma efikasite kavramının derin etkisini vurguladı.
efficiency,"liyakat, yeterlik, hızlı ve verimli çalışma",isim,C1,,The study highlighted the profound impact of efficiency.,Çalışma liyakat kavramının derin etkisini vurguladı.
effort,"efor, çaba, gayret",isim,B1,,It took some effort.,Biraz çaba gerektirdi.
efforts,mesai,isim,B2,,He mocked my efforts.,Çabalarımla alay etti.
either,"iki, her, her iki",isim,B1,,Either day is OK.,Her iki gün de tamam.
election,"seçim, intihap, tercih",isim,B2,,I won the election.,Ben seçimi kazandım.
electricity,"elektrik, cereyan, çıngı",isim,C1,,We do need electricity.,Elektriğe ihtiyacımız var.
element,"eleman, unsur, doğa şartları",isim,B2,,Motivation is a key element.,Motivasyon anahtar unsurdur.
elements,"ilk adımlar, başlangıç, doğa güçleri",isim,B2,,Iridium is one of the rarest elements.,İridyum en ender elementlerden biridir.
eliciting,"aydınlığa çıkartma, sağlama, temin etme",isim,B2,,The study highlighted the profound impact of eliciting.,Çalışma aydınlığa çıkartma kavramının derin etkisini vurguladı.
emissions,emisyonlar,isim,B2,,It is said that global warming is directly related to carbon dioxide emissions.,Küresel ısınmanın karbondioksit emisyonu ile doğrudan ilgili olduğu söyleniyor.
employe,"bir başkası hesabına ücret karşılığında çalışan kimse, çalışan, memur",isim,B2,,Tom has three employees.,Tom'un üç çalışanı var.
employee,"işçi, eleman, çalışan",isim,B2,,Tom is an employee.,Tom bir çalışan.
employer,"işveren, patron, çalıştıran",isim,B2,,You should speak with your employer.,Patronunla konuşmalısın.
empower,"izin vermek, yetki vermek, güçlendirmek",isim,B2,,I want to empower the people.,İnsanları güçlendirmek istiyorum.
empowering,"salahiyet tanıma, müsaade etme, salahiyet verme",isim,C1,,The study highlighted the profound impact of empowering.,Çalışma salahiyet tanıma kavramının derin etkisini vurguladı.
endanger,"tehlikeye atmak, zarar vermek, kayıp vermek",isim,B2,,It is an endangered species.,Nesli tükenmekte olan bir türdür.
endeavor,"çabalamak, gayret etmek, uğraşmak",isim,B2,,This is a worthwhile endeavor.,Bu değerli bir çaba.
energies,"avrupa yenilenebilir enerji birliği, özgül sinir enerjisi doktrini, özgül sinir enerjileri",isim,B2,,I concentrated all my energies on the problem.,Tüm enerjimi sorun üzerinde yoğunlaştırdım.
energy,"enerji, kuvvet, derman",isim,B1,,I have no energy.,Hiç enerjim yok.
engine,"motor, makine takmak, itfaiye arabası",isim,B1,,This is engine oil.,Bu motor yağıdır.
engineer,"mühendis, mühendisliğini yapmak, planlayıp düzenlemek",isim,B2,,I'm an engineer.,Ben bir mühendisim.
engineers,mühendisler,isim,B2,,We're looking for engineers.,Mühendis arıyoruz.
enhance,"arttırmak, yükseltmek, artırmak",isim,B2,"improve, boost, strengthen",Can we enhance the image?,Görüntüyü büyütebilir miyiz?
enhancement,"artırılma, iyileştirme, artış",isim,C1,,Numerous other enhancements were added.,Sayısız başka iyileştirme eklendi.
enigma,"bilmece, gizem, anlaşılmaz kimse",isim,B1,,Tom is an enigma.,Tom bir gizemdir.
ensuring,sigortalama,isim,B2,,The study highlighted the profound impact of ensuring.,Çalışma sigortalama kavramının derin etkisini vurguladı.
enters,"depresyona girmiş, karamsarlığa düşmüş, çaresizliğe/umutsuzluğa düşmüş",isim,B1,,Make sure that nobody enters.,Kimsenin girmediğinden emin ol.
entertainment,"eğlence, alem, ziyafet",isim,C1,,Entertainment will be provided.,Eğlence sağlanacaktır.
enthusiasm,"heves, coşkunluk, coşku",isim,C1,,I love Tom's enthusiasm.,Tom'un hevesini seviyorum.
environment,"çevre, ortam, etraf",isim,C1,,It's a hostile environment.,Bu düşmanca bir ortam.
environments,"endüstriyel ortamlar, daha zorlu ortamlarda, finansal çevreler",isim,C1,,Rural environments are too quiet for me.,Kırsal ortamlar benim için çok sessiz.
equilibrium,"denge, balans, kararlılık",isim,C1,,The study highlighted the profound impact of equilibrium.,Çalışma denge kavramının derin etkisini vurguladı.
equipment,"teçhizat, araç gereç, donanım",isim,B2,,We have the equipment.,Bizim donanımımız var.
es,"es, aynştayniyum'un kimyasal simgesi, aynştanyumun simgesi",isim,B1,,The study highlighted the profound impact of es.,Çalışma es kavramının derin etkisini vurguladı.
establishing,"tesis, kurma, tesbit",isim,C1,,The study highlighted the profound impact of establishing.,Çalışma tesis kavramının derin etkisini vurguladı.
establishment,"kuruluş, kurum, tesis",isim,C1,,The study highlighted the profound impact of establishment.,Çalışma kuruluş kavramının derin etkisini vurguladı.
europeans,avrupalılar,isim,B2,,Europeans like to drink wine.,Avrupalılar şarap içmek isterler.
evaluation,"değerlendirme, ölçüm, değer tahmini",isim,C1,,We want a complete evaluation.,Tam bir değerlendirme istiyoruz.
event,"olay, aksiyon, yarışma",isim,B1,,I won the event.,Ben yarışmayı kazandım.
evidence,"kanıt, delil, açığa vurmak",isim,B2,,I've got evidence.,Kanıtım var.
evil,"fenalık, kötülük, kötü",isim,B1,,I'm not evil.,Ben kötü değilim.
evolution,"evrim, gelişim, arka arkaya gelme",isim,B2,,Do you believe in evolution?,Evrime inanıyor musun?
examination,"inceleme, muayene, sınav",isim,C1,,He passed the examination.,O sınavı geçti.
examining,"inceleme, soruşturma, tahkikat",isim,B2,,The doctor's examining Tom right now.,Doktor şu anda Tom'u muayene ediyor.
excavation,"kazı, kazma, hafriyat",isim,C1,"digging, mining, unearthing",Human remains were found during the excavation.,Kazı sırasında insan kalıntıları bulundu.
excess,"aşırılık, fazlalık, aşırıya kaçma",isim,B1,,He drinks to excess.,"O, çok fazla içiyor."
exchange,"takas etmek, değiş tokuş etmek, bozdurmak",isim,B2,,What do I get in exchange?,Karşılığında ne alırım?
excitement,"heyecan, galeyan, coşku",isim,C1,,I miss the excitement.,Ben heyecanı özlüyorum.
exhibition,"sergi, gösteri, şölen",isim,C1,,The exhibition is now open.,Sergi şimdi açık.
exist,"var olmak, geçinmek, bulunmak",isim,B1,,It doesn't exist.,O yok.
existence,"mevcudiyet, varlık, varoluş",isim,B2,,We believe in the existence of God.,Biz Allah'ın varlığına inanıyoruz.
expansion,"genleşme, ilerleme, gelişme",isim,B2,,The study highlighted the profound impact of expansion.,Çalışma genleşme kavramının derin etkisini vurguladı.
expectation,"beklenti, ümit, olasılık",isim,C1,,It fell short of my expectation.,"O, beklentimi karşılamadı."
expectations,"beklentiler, bekleyiş, tahmin",isim,C1,,Our expectations are high.,Beklentilerimiz yüksek.
experience,"deneyim, tecrübe, görmek",isim,C1,,I have no experience.,Hiç deneyimim yok.
experiences,"deneyimler, yaşananlar",isim,C1,,He likes new experiences.,O yeni deneyimleri sever.
experiencing,"deneyim, deneyim etme",isim,C1,,Are you experiencing any discomfort?,Bir rahatsızlık hissediyor musunuz?
experiment,"deney, deney yapmak, deney uygulamak",isim,C1,,It's an experiment.,Bu bir deney.
experiments,deneyler,isim,C1,,Tom did many of the experiments himself.,Tom deneylerin çoğunu kendi yaptı.
expertness,"bilirkişilik, ustalık, uzmanlık",isim,C1,,The study highlighted the profound impact of expertness.,Çalışma bilirkişilik kavramının derin etkisini vurguladı.
explanation,"açıklama, izah, anlam",isim,C1,,I have an explanation.,Benim bir açıklamam var.
exploration,"keşif, araştırma, inceleme",isim,C1,,The study highlighted the profound impact of exploration.,Çalışma keşif kavramının derin etkisini vurguladı.
extinction,"söndürme, feshetme, sönme",isim,C1,,They are in danger of extinction.,Onlar yok olma tehdidi altında.
faa,federal havacılık idaresi,isim,B1,,The study highlighted the profound impact of faa.,Çalışma federal havacılık idaresi kavramının derin etkisini vurguladı.
fact,"vaka, gerçek durum, vak’a",isim,B1,,It's a fact.,Bu bir gerçek.
factor,"etken, faktör, etmen",isim,B1,,Cost is also a factor.,Maliyet de bir faktördür.
failure,"yapmayış, başarısızlık, arıza",isim,B2,,You're a failure.,Sen bir başarısızlıksın.
failures,"arızalar arası ortalama zaman, banka iflasları, işletme başarısızlıkları",isim,B2,,We're going to have failures.,Hatalarımız olacak.
falling,"düşüş, düşme, sukut",isim,B2,,A leaf is falling.,Bir yaprak düşüyor.
fauna,"bölge hayvanlarının tümü, hayvanat, fauna",isim,B1,,The study highlighted the profound impact of fauna.,Çalışma bölge hayvanlarının tümü kavramının derin etkisini vurguladı.
fear,"korkmak, korku, kuşkulanmak",isim,B1,,I fear no one.,Ben kimseden korkmam.
feels,"ağlarsa anam ağlar, gerisi yalan ağlar, duygular, duygularını/hislerini kabartmak",isim,B1,,He feels at home.,"O, evinde gibi hissediyor."
felt,"keçe, keçe ile kaplamak, keçe yapmak",isim,B1,,He felt at home.,O evindeymiş gibi hissetti.
fever,"ateş, ateşlenmek, telaş",isim,B1,,I have a fever.,Ateşim var.
field,"tarla, alan, saha",isim,B1,,I plowed the field.,Ben tarlayı sabanla sürdüm.
figure,"rakam, şekil, yer almak",isim,B1,,She has no figure.,Onun hiçbir figürü yoktur.
figures,"eşkal, rakamsal veriler",isim,B2,,Add up these figures.,Bu sayıları toplayın.
finding,"bulma, bulgu, keşfedilmiş şey",isim,B2,,Finding Tom wasn't easy.,Tom'u bulmak kolay değildi.
findings,"araç gereç, bulgular, hükümler",isim,B2,,I asked Tom to confirm my findings.,Tom'un bulgularımı tasdik etmesini istedim.
fitness,"formda olma, uygun olma, bedenen formda olma",isim,B2,,Tom is a fitness expert.,Tom bir form uzmanı.
flavor,"tat duyusu, tat, lezzet",isim,B1,,What flavor do you want?,Ne çeşit istiyorsun?
flow,"akmak, debi, akım",isim,B1,,Go with the flow.,Sürüden ayrılma.
flowers,çiçekler,isim,B2,,I do love flowers.,Çiçekleri seviyorum.
flu,"grip, enflüanza, influenza",isim,B1,,I got the flu.,Grip oldum.
focus,"odaklanmak, odaklamak, odak noktası",isim,B1,,I need to focus.,Odaklanmalıyım.
force,"zorlamak, baskı yapmak, mecbur etmek",isim,B1,,Tom will use force.,Tom güç kullanacak.
forces,"el ele vermek, kuvvetini toplamak, güç birliği yapmak",isim,B1,,Our forces occupied the city.,Birliklerimiz şehri ele geçirdi.
forecast,"tahmin etmek, tahmin, forecast - forecast",isim,B2,,What's the forecast?,Tahmin nedir?
forel,rf -sismik siddet skalası,isim,B1,,The study highlighted the profound impact of forel.,Çalışma rf -sismik siddet skalası kavramının derin etkisini vurguladı.
forest,"orman, ağaçlandırmak, ormanlaştırmak",isim,B1,,We're in the forest.,Biz ormandayız.
forestation,"ağaçlandırma, ormancılık",isim,C1,,The study highlighted the profound impact of forestation.,Çalışma ağaçlandırma kavramının derin etkisini vurguladı.
form,"biçimlendirmek, şekillendirmek, oluşturmak",isim,B1,,Fill in this form.,Bu formu doldurun.
formation,"oluşum, biçimlendirme, yapım",isim,B2,,The study highlighted the profound impact of formation.,Çalışma oluşum kavramının derin etkisini vurguladı.
former,"önceki, evvelki, biçimlendirici",isim,B1,retired,Tom is former CIA.,Tom eski CIA'den.
forms,formlar,isim,B1,,Please fill out these forms.,Lütfen bu formları doldurun.
fossil,"taşlaşmak, köhneleşmek, fosilleşmek",isim,B1,,Tom found a fossil.,Tom bir fosil buldu.
foster,"bakmak, teşvik etmek, beslemek",isim,B1,"stimulate, encourage, promote, nurture",Tom grew up in foster care.,Tom koruyucu ailede büyüdü.
fostering,"besleme, gelişmesine yardım etme, teşvik etme",isim,B2,,The study highlighted the profound impact of fostering.,Çalışma besleme kavramının derin etkisini vurguladı.
foundation,"dayanak, vakıf, kuruluş",isim,C1,,The rumor was without foundation.,Söylenti temelsizdi.
founding,"kuruluş, döküm, kurucu",isim,B2,,The study highlighted the profound impact of founding.,Çalışma kuruluş kavramının derin etkisini vurguladı.
freezing,"donma, dondurma, çok soğuk",isim,B2,,I'm freezing cold.,"Eski günlerde, ayar resmi geceleri TV'de tek şeydi."
front,"yönelmek, ön, cephe",isim,B1,,Tom is in front.,Tom önde.
fruits,"meyveler, ürünler",isim,B1,,I like canned fruits.,Konserve meyveleri seviyorum.
frustration,"hüsran, eziklik, hayal inkisarı",isim,C1,,There has been frustration.,Hüsran vardı.
function,"işlev, fonksiyon, fonksiyonunu yerine getirmek",isim,B2,,The function was canceled.,Görev iptal edildi.
functions,"fonksiyonlar, işlevler, fonksyionlar",isim,B2,,"When we are asleep, bodily functions slow down and body temperature falls.",Uyuduğumuzda vücut fonksiyonları yavaşlar ve vücut sıcaklığı düşer.
fund,"kaynak, sermaye, fon",isim,B1,,He's good at fund raising.,"O, fon sağlamada iyidir."
fur,"kürk, kürk ile süslemek, kürk ile kaplamak",isim,B1,,Fur coats are on sale.,Kürk mantolar satışa sunulmuştur.
future,"istikbal, gelecek, gelecek zaman",isim,B1,,I have no future.,Benim bir geleceğim yok.
galaxies,gökadalar,isim,B2,,There are many galaxies in the universe.,Evrende bir sürü galaksi vardır.
galaxy,"galaksi, gökada, yıldızlar geçidi",isim,B1,,I wonder how many planets in our galaxy have life.,Galaksimizdeki kaç gezegende yaşam olduğunu merak ediyorum.
gallery,"galeri, kemeraltı, lağım",isim,B2,,May I visit an art gallery?,Ben bir sanat galerisini ziyaret edebilir miyim?
games,"spor, oyunlar",isim,B1,,Don't play games.,Oyun oynamayın.
gardeners,bahçıvanlar,isim,B2,,Tom and Mary are gardeners.,Tom ve Mary bahçıvanlar.
gardens,bahçeler,isim,B2,,My father gardens on Sundays.,Babam Pazar günleri bahçe işleri yapar.
gas,"benzin, gaz, övünmek",isim,B1,,I'm out of gas.,Benzinim bitti.
gasoline,"benzin, gazolin, yakıt",isim,B2,,This isn't gasoline.,"Bu, benzin değildir."
gate,"kapı, geçit, vana",isim,B1,,The gate is open.,Kapı açık.
gather,"toplanmak, devşirmek, bir araya getirmek",isim,B1,,Gather up your stuff.,Eşyalarınızı toplayın.
gathering,"toplanma, meclis, büzgü",isim,B2,,They are gathering nuts.,Onlar fındık topluyorlar.
gen,"bilgi vermek, bilgi, tam bilgi",isim,B1,,Genes consist of a specific sequence of DNA.,Genler DNA'nın belirli bir sıralanmasından oluşur.
genesis,"doğuş, oluş, başlangıç",isim,B2,,The study highlighted the profound impact of genesis.,Çalışma doğuş kavramının derin etkisini vurguladı.
genius,"dahi, koruyucu melek, öke",isim,B1,,I'm a genius.,Ben bir dahiyim.
genre,"tür, üslup, çeşit",isim,B1,,The study highlighted the profound impact of genre.,Çalışma tür kavramının derin etkisini vurguladı.
getting,"temin, edinme",isim,B2,,I'm getting fat.,Şişmanlıyorum.
giving,"verme, bağışlama, hibe",isim,B1,,I'm giving up.,Ben pes ediyorum.
glassies,bardakları ve kül tablalarını temizleyen kiş,isim,B2,,The study highlighted the profound impact of glassies.,Çalışma bardakları ve kül tablalarını temizleyen kiş kavramının derin etkisini vurguladı.
globe,"küre, küre biçimine getirmek, yeryuvarlağı",isim,B1,,She has traveled all over the globe.,"O, dünyanın her yerinde seyahat etti."
goal,"gaye, erek, gol",isim,B1,,That's my goal.,O benim amacım.
goat,"teke, keçi, pis",isim,B1,,I hate goat cheese.,Keçi peynirinden nefret ediyorum.
going,"gidiş, ayrılış, tempo",isim,B1,,I'll be going.,Gidiyor olacağım.
gold,"altın, servet, altın para",isim,B1,,It's not gold.,Bu altın değil.
goodness,"iyilik, ihsan, bir şeyin yararlı olan kısmı",isim,B2,,Thank goodness that's over.,Tanrıya şükür bitti.
goods,"mal, yük, ayniyat",isim,B1,,Tom made leather goods.,Tom deri eşyalar yaptı.
government,"hükümet, devlet yönetimi, siyasal bilgiler",isim,C1,,I'm a government worker.,Ben bir devlet işçisiyim.
governments,"hükümetlerin meşruluğu, adlarına bu sözleşmenin imzalandığı hükümetler bundan sonra ""katılımcı devletler"" olarak anılacaktır, devletin kolu uzundur",isim,C1,,They were members of the local governments.,Onlar yerel yönetimin üyeleriydi.
governor,"vali, banka müdürü, amir",isim,B2,,The governor was furious.,Vali öfkeliydi.
grade,"puanlamak, sınıf, rütbe",isim,B1,,I got a bad grade.,Kötü bir not aldım.
gravity,"yer çekimi, ciddilik, ağırbaşlılık",isim,B2,,How does gravity work?,Yer çekimi nasıl çalışır?
greater,"daha büyük, büyük",isim,B2,,Nothing would give me greater pleasure.,Hiçbir şey bana daha büyük bir zevk vermezdi.
greenhouse,"sera, kış bahçesi, camekan",isim,C1,,Tom is in the greenhouse.,Tom seranın içinde.
ground,"yer, zemin, toprak",isim,B1,,I sat on the ground.,Yere oturdum.
group,"grup, gruplandırmak, toplanmak",isim,B1,,We're a group.,Biz bir grubuz.
growth,"büyüme, nema, geliştirme",isim,B1,,Tom has a growth on his arm.,Tom'un kolunda bir uru var.
guard,"korumak, nöbetçi, muhafız",isim,B1,,I'm a guard.,Ben bir nöbetçiyim.
guest,"davetli, konuk, misafir",isim,B1,,I have a guest.,Benim bir konuğum var.
guests,"konuklar, misafirler, davetliler",isim,B1,,You're my guests.,Siz benim misafirlerimizsiniz.
guidelines,"öneriler, ana esaslar, yönlendirici ilkeler",isim,C1,,I'm following the guidelines.,Ben yönergeleri izliyorum.
habit,"alışkanlık, huy, yaradılış",isim,B1,,It's a bad habit.,Kötü bir alışkanlık.
habits,"adetler, alışkanlıklar",isim,B1,,Bad habits die hard.,Kötü alışkanlıklar zor biter.
handle,"idare etmek, işlemek, ele almak",isim,B1,,I'll handle it.,Onun üstesinden gelirim.
harbor,"barındırmak, liman, beslemek",isim,B1,,The island has a fine harbor.,Adanın güzel bir limanı var.
hardship,"zorluk, güçlük, yokluk",isim,B2,,He had to go through a lot of hardships.,Bir sürü zorluklardan geçmesi gerekiyordu.
hardships,"hayatın zorlukları, şehir hayatının zorlukları, karşılaşılan zorluk",isim,B2,,He had to go through a lot of hardships.,Bir sürü zorluklardan geçmesi gerekiyordu.
