Kelime,Türkçe Anlamı,Tür,Seviye,Eş Anlamlılar,Örnek Cümle (İngilizce),Örnek Cümle (Türkçe)
lots,"bir sürü, adçekmek, kura çekmek",fiil,B1,,It was lots of fun.,O çok eğlenceliydi.
love,"sevmek, sevda, aşk",fiil,B1,,I'm in love.,Ben âşığım.
maintain,"sürdürmek, bakım yapmak, bakmak",fiil,B2,,We need to maintain focus.,Bizim odakları korumamız gerekiyor.
make,"yapmak, made - made, katetmek",fiil,B1,,I'll make it.,Onu yapacağım.
manage,"işletmek, idare etmek, yönetmek",fiil,B1,,I'll manage it.,Onu yöneteceğim.
maybe,"belki, belki de, haydi",fiil,B1,,Maybe it's Tom.,Belki bu Tom'dur.
medicate,"ilaçla tedavi etmek, ilaç vermek, içine ilaç katmak",fiil,B2,treat,Tom needs to be medicated.,Tom'a ilaç verilmesi gerekiyor.
melt,"eritmek, erimek, ergitmek",fiil,B1,,The snow has begun to melt.,Kar erimeye başladı.
might,"mümkün olmak, olası olmak, -abilir",fiil,B1,,I might not go.,Gitmeyebilirim.
misuse,"suistimal etmek, istismar etmek, hatalı kullanmak",fiil,B1,,It's a blatant misuse of public money.,Bu halkın parasını çarçur etmekten başka bir şey değil.
mix,"karıştırmak, karışım, karışmak",fiil,B1,,Don't mix me up.,Beni karıştırmayın.
monetize,"para olarak tedavüle koymak, parayı yasal olarak kullanma yetkisi vermek, para basmak",fiil,B2,,The research team planned to monetize the new method.,Araştırma ekibi yeni yöntemi para olarak tedavüle koymak planladı.
more,"daha fazla, daha, fazla şey",fiil,B1,,I can do more.,Biraz daha yapabilirim.
much,"fazla, çok, çok şey",fiil,B1,,It's too much.,Bu çok fazla!
navigate,"gemi ile geçmek, seyretmek, dümen tutmak",fiil,B2,"steer, pilot, maneuver",The research team planned to navigate the new method.,Araştırma ekibi yeni yöntemi gemi ile geçmek planladı.
necessitate,"gerektirmek, gerekli kılmak, zorunlu kılmak",fiil,C1,,The research team planned to necessitate the new method.,Araştırma ekibi yeni yöntemi gerektirmek planladı.
noise,"ses, gürültü, gürültü etmek",fiil,B1,,I made a noise.,Bir ses yaptım.
not,"olumsuzluk, hükümsüzlük, gayri",fiil,B1,,I'm not in.,Ben yokum.
now,"şimdi, şu anda, şimdiki zaman",fiil,B1,,I'm OK now.,Şimdi iyiyim.
observe,"gözlemlemek, gözlem yapmak, gözetlemek",fiil,B2,,I'm just here to observe.,Ben sadece gözlemek için buradayım.
obstruct,"engellemek, menetmeye çalışmak, tıkanmak",fiil,B2,,A large pillar obstructs the view of the lake.,Büyük bir direk göl manzarasını engelliyor.
obtain,"edinmek, elde etmek, almak",fiil,B1,,It was easy to obtain.,Onu elde etmek kolaydı.
only,"tek, sırf, yalnızca",fiil,B1,,It's only me.,Bu sadece benim.
operate,"ameliyat etmek, çalıştırmak, işletmek",fiil,B2,,Tom can operate a crane.,Tom bir vinç kullanabilir.
ought,"gerekli, lazım, gerekir",fiil,B1,,I ought to go.,Gitmem gerekiyor.
own,"sahip olmak, kendi, itiraf etmek",fiil,B1,,I own a car.,Ben bir arabaya sahibim.
pass,"geçirmek, geçmek, geçiş izni",fiil,B1,,I didn't pass.,Ben geçmedim.
patrol,"devriye, devriye gezmek, kol gezmek",fiil,B1,,I was on patrol.,Devriyedeydim.
pave,"döşemek, asfalt kaplamak, kaldırım döşemek",fiil,B1,,The street is paved with asphalt.,Cadde asfalt ile kaplanmıştır.
pay,"ödemek, ödeme, ücret",fiil,B1,,I didn't pay.,Ödemedim.
perform,"rol yapmak, yapmak, yerine getirmek",fiil,B2,conduct,Tom didn't perform well.,Tom iyi performans göstermedi.
persuade,"ikna etmek, razı etmek, aklını çelmek",fiil,B2,,He tried to persuade her.,"O, onu ikna etmeye çalıştı."
please,"memnun etmek, lütfen, gönlünü hoş etmek",fiil,B1,,Please don't go.,Lütfen gitme.
postpone,"ertelemek, ötelemek, rafa koymak",fiil,B2,,Let's postpone dinner.,Akşam yemeğini erteleyelim.
precise,"kesin, kesinlik, titizlikle yapılmış",fiil,B2,,My watch is very precise.,Saatim çok dakik.
predict,"öngörmek, önceden söylemek, tahmin etmek",fiil,B2,,Didn't Tom predict that?,Tom onu tahmin etmedi mi?
prepare,"hazırlamak, düzmek, pişirmek",fiil,B2,,Prepare for the worst.,En kötüsü için hazırlanın.
present,"sunmak, takdim etmek, şimdiki zaman",fiil,B2,,I'll be present.,Mevcut olacağım.
preserve,"muhafaza etmek, korumak, zarardan korumak",fiil,B2,,Refrigerators help to preserve food.,Buzdolapları gıdanın korunmasına yardımcı olur.
prevent,"engellemek, önlemek, engel olmak",fiil,B2,,Can you prevent it?,Onu önleyebilir misin?
private,"er, mahrem, özel",fiil,B2,,It's very private.,Bu çok özel.
proceed,"ilerlemek, devam etmek, çıkmak",fiil,B2,,How shall I proceed?,Nasıl devam edeceğim?
produce,"üretmek, imal etmek, çıkarmak",fiil,B2,,England imports Spanish produce.,"İngiltere, İspanyol ürünü ithal ediyor."
progressed,"zaman ilerledikçe, zaman geçtikçe, ilerletilmiş harita",fiil,C1,,We haven't progressed.,Gelişim göstermedik.
prohibit,"önlemek, önüne geçmek, yasak etmek",fiil,B2,,Every religion prohibits murder.,Her din cinayeti yasaklar.
promise,"söz vermek, söz, vadetmek",fiil,B2,,It's a promise.,Bu bir söz.
promote,"tanıtımını yapmak, desteklemek, terfi ettirmek",fiil,B2,foster,His job is to promote sales.,Onun işi satışları yükseltmektir.
protect,"korumak, himaye etmek, muhafaza etmek",fiil,B2,,I'll protect Tom.,Tom'u korurum.
protest,"protesto, karşı çıkmak, itiraz etmek",fiil,B2,,I didn't protest.,Protesto etmedim.
prove,"kanıtlamak, ispat etmek, proved - proven/proved",fiil,B1,,I'll prove it.,Onu ispat edeceğim.
provide,"sağlamak, temin etmek, donatmak",fiil,B2,,We must provide jobs.,İşler sağlamalıyız.
push,"itelemek, itmek, kakmak",fiil,B1,,Don't push it.,Onu itme.
put,"koymak, put - put, hamletmek",fiil,B1,,I put it back.,Onu geri koydum.
quite,"epeyce, pek, epey",fiil,B1,,I'm quite busy.,Ben çok meşgulüm.
reach,"ulaşmak, ermek, erişmek",fiil,B1,,Can you reach it?,Ona ulaşabilir misin?
react,"tepki göstermek, tepkimek, tepki vermek",fiil,B1,,How did Tom react?,Tom nasıl tepki verdi?
recognize,"tanımak, haklı bulmak, bilmek",fiil,B2,,Do you recognize me?,Beni tanıyor musun?
recommend,"tavsiye etmek, salık vermek, önermek",fiil,B2,,I'll recommend it.,Onu tavsiye edeceğim.
reduce,"dönüştürmek, kısmak, kırmak",fiil,B1,diminish,That would reduce costs.,"Bu, maliyetleri azaltırdı."
reform,"reform yapmak, yeniden düzenlemek, adam olmak",fiil,B1,,I'm sure Tom will reform.,Tom'un reform yapacağından eminim.
refrain,"kendini tutmak, çekinmek, geri durmak",fiil,B2,,I refrain from drinking.,İçmekten kaçınırım.
refuse,"geri çevirmek, reddetmek, imtina etmek",fiil,B1,,I can't refuse.,Reddedemem.
rehab,"rehabilitasyon, rehabilite etmek, iyileştirmek",fiil,B1,,Tom went into rehab.,Tom rehabilitasyona gitti.
reject,"geri çevirmek, reddetmek, kabul etmemek",fiil,B1,,He got them to reject it.,O onlara onu geri çevirtti.
relax,"rahatlamak, rahatlatmak, dinlenmek",fiil,B1,,I can't relax.,Rahatlayamıyorum.
rely,"güvenmek, dayanmak, inanmak",fiil,B1,,I rely on Tom.,Tom'a güveniyorum.
relying,"istinat, istinaden, güvenerek",fiil,B2,,Tom is relying on us.,Tom bize güveniyor.
remain,"geriye kalmak, kalmak, artmak",fiil,B1,,Let's remain calm.,Kendimize hakim olalım.
remained,"kaldı, geriye kalan",fiil,B2,,He remained a poor man.,"O, fakir bir adam kaldı."
repeat,"yinelemek, tekrarlamak, yenilemek",fiil,B1,,Repeat it to me.,Onu bana tekrarla.
repel,"püskürtmek, geçirmemek, itelemek",fiil,B1,,The scent of cedar repels moths.,Sedir kokusu güveleri iter.
represent,"temsil etmek, yansıtmak, anlatmak",fiil,B2,"symbolize, stand for, signify, depict",I now represent Tom.,Şimdi Tom'u temsil ediyorum.
require,"gerekmek, ihtiyacı olmak, gerek duymak",fiil,B2,,We require your help.,Yardımınıza ihtiyacımız var.
resemble,"benzemek, andırmak, kan çekmek",fiil,B2,,I resemble my mother.,Ben anneme benzerim.
reside,"ikamet etmek, oturmak, -e dayanmak",fiil,B1,,Tom resides in Boston.,Tom Boston'da ikamet ediyor.
resolve,"kesin karar vermek, azmetmek, ahdetmek",fiil,B2,,Many problems resolve themselves.,Çoğu problem kendi kendine çözülür.
restrict,"sınırlamak, kısıtlamak, hasretmek",fiil,B2,,He feels this new law will restrict his freedom.,"Bu yeni kanunun, özgürlüğünü kısıtlayacağını hissediyor."
reverse,"ters, yerlerini değiştirmek, tersine döndürmek",fiil,B2,,The reverse seems true.,Tersi doğru görünüyor.
revolve,"dönmek, devir yapmak, yuvarlanmak",fiil,B2,,The planets revolve around the sun.,Gezegenler güneşin etrafında döner.
rise,"doğmak, yükselmek, yükseliş",fiil,B1,,My cake didn't rise.,Benim kekim kabarmadı.
roommate,oda arkadaşı,fiil,B2,,I'm your roommate.,Oda arkadaşınım.
rout,"bozgun, tarumar etmek, darmadağın etmek",fiil,B1,,The research team planned to rout the new method.,Araştırma ekibi yeni yöntemi bozgun planladı.
satisfy,"tatmin etmek, doyurmak, yerine getirmek",fiil,B2,,Does that satisfy you?,O seni tatmin ediyor mu?
say,"söylemek, demek, said - said",fiil,B1,,Do as I say.,Söylediğim gibi yap.
scan,"taramak, görüntülemek, incelemek",fiil,B1,,I have to be honest. I was a little bit nervous the first time I had an MRI scan.,Dürüst olmak zorundayım. Ben bir MRI taraması ilk yaptırdığım zaman biraz sinirliydim.
scare,"ürkütmek, korkutmak, ödünü koparmak",fiil,B1,,Did I scare you?,Sizi korkuttum mu?
search,"araştırmak, aramak, araştırma",fiil,B1,,The search is over.,Araştırma bitti.
secure,"sağlamlaştırmak, güvenceye almak, elde etmek",fiil,B1,,It's not secure.,Ciddi değil.
sedate,"sakinleştirmek, yatıştırmak, yatıştırıcı vermek",fiil,B1,,Has Tom been sedated?,Tom yatıştırıldı mı?
seem,"gözükmek, görünmek, gelmek",fiil,B1,,It may seem odd.,Tuhaf gelebilir.
seems,"sanki, göründüğü gibi olmamak, görünüşe göre",fiil,B1,,It seems to work.,O çalışıyor gibi görünüyor.
send,"yollamak, göndermek, sent - sent",fiil,B1,,Send it to me.,Onu bana gönder.
serve,"hizmet etmek, tapmak, yaramak",fiil,B1,,I serve no one.,Kimseye hizmet etmem.
set,"kurmak, set, takım",fiil,B1,,I'm all set.,Tamamen hazırım.
should,"gerekmek, -malı, -meli",fiil,B1,,I should be OK.,İyi olmalıyım.
sip,"yudumlamak, yudum, çekmek",fiil,B1,,Can I have a sip?,Bir yudum alabilir miyim?
skies,"göklere çıkarmak, birini aşırı derecede övmek, öve öve bitirememek",fiil,B1,,The skies are clear.,Gökyüzü açıktır.
skip,"atlamak, sekmek, atlama",fiil,B1,,Can you skip me?,Beni atlatabilir misin?
smell,"koklamak, kokmak, koku",fiil,B1,,How's the smell?,Koku nasıl?
smile,"gülümsemek, gülücük yapmak, tebessüm etmek",fiil,B1,,I didn't smile.,Gülümsemedim.
smoke,"sigara içmek, duman, duman tütmek",fiil,B1,,I can't smoke.,Sigara içemem.
solve,"çözmek, halletmek, çözümlemek",fiil,B1,,We can solve this.,Bunu çözebiliriz.
sometimes,"bazen, ara sıra, arada",fiil,B2,,I do pray sometimes.,Bazen dua ederim.
spite,"rahatsız etmek, nispet vermek, zarar vermek",fiil,B1,,Did you do it out of spite?,Bunu inadına mı yaptın?
stand,"geçerli olmak, katlanmak, ayakta durmak",fiil,B1,,I can't stand.,Ben dayanamıyorum.
start,"başlamak, başlatmak, başlangıç",fiil,B1,,That's a start.,Bu bir başlangıç.
state,"ifade etmek, bildirmek, belirtmek",fiil,B1,,That's state law.,"Bu, eyalet kanunu."
stick,"saplamak, batırmak, yapışmak",fiil,B1,,I'll stick around.,Buralarda olacağım.
still,"durgun, hareketsiz, hala",fiil,B1,,I'm still up.,Hâlâ yukarıdayım.
stimulate,"uyarmak, dürtmek, kamçılamak",fiil,B2,"foster, encourage, motivate, spur",Spending money stimulates the economy.,Harcanan para ekonomiyi canlandırıyor.
strengthen,"sağlamlaştırmak, kuvvetlenmek, güçlendirmek",fiil,C1,enhance,Swimming strengthens the legs.,Yüzme bacakları güçlendirir.
stretch,"uzatmak, gerinmek, germek",fiil,B2,,I have to stretch.,Gerinmek zorundayım.
subside,"çökelmek, çökmek, geçmek",fiil,B2,,The flood began to subside.,Sel alçalmaya başladı.
suggest,"önermek, meydana atmak, tavsiye etmek",fiil,B2,,I suggest we hurry.,Acele etmemizi öneririm.
support,"desteklemek, destek, yardım etmek",fiil,B2,encourage,I'll support Tom.,Tom'a destek olacağım.
surprise,"şaşırtmak, şaşkınlık, sürpriz",fiil,B2,,It's a surprise.,Bu bir sürpriz.
suspend,"askıya almak, uzaklaştırma vermek, sallantıda bırakmak",fiil,B2,,I've been suspended.,İşten uzaklaştırıldım.
sustain,"güç vermek, ayakta tutmak, uğramak",fiil,B2,,We know we can't sustain that.,Onu devam ettiremeyeceğimizi biliyoruz.
symbolize,"sembolü olmak, simgelemek, simgesi olmak",fiil,B2,"represent, stand for, embody, signify",The dove symbolizes peace.,Güvercin barışı simgeler.
take,"almak, çekmek, götürmek",fiil,B1,,I'll take it.,Onu alacağım.
tell,"haber vermek, söylemek, anlatmak",fiil,B1,,I won't tell.,Söylemeyeceğim.
tend,"eğilimi olmak, yüz tutmak, yol açmak",fiil,B1,,I tend to agree.,Kabul etmeye eğilimliyim.
test,"sınamak, test, sınav",fiil,B1,,It was a test.,O bir sınavdı.
then,"o zamanlar, o zamanki, o zamanın",fiil,B1,,I was happy then.,Ben o zaman mutluydum.
there,"oraya, orada, ora",fiil,B1,,I'll be there.,Orada olacağım.
think,"sanmak, düşünmek, thought - thought",fiil,B1,,I do think so.,Ben öyle düşünüyorum.
today,"bugün, içinde bulunulan dönem, zamane",fiil,B1,,I'm off today.,Ben bugün izinliyim.
tomorrow,"yarın, gelecekte",fiil,B2,,I'm off tomorrow.,Yarın izinliyim.
too,"gereğinden çok, çok, aşırı",fiil,B1,,I'm too fat.,Ben çok şişmanım.
transform,"dönüşmek, dönüştürmek, çevirmek",fiil,B2,,Repetition does not transform a lie into a truth.,Tekrarlama bir yalanı gerçeğe dönüştürmez.
transmit,"iletmek, ulaştırmak, yayınlamak",fiil,B2,,We have to transmit our culture to the next generation.,Biz gelecek nesillere kültürümüzü aktarmak zorundayız.
treat,"davranmak, işlemek, muamele etmek",fiil,B1,"cure, heal, medicate",It's my treat.,Ben ısmarlıyorum.
trek,"göçmek, öküz arabasıyla yol almak, kağnı ile gitmek",fiil,B1,,What's your favorite Star Trek episode?,Favori Star Trek bölümünüz hangisidir?
try,"denemek, deneme, yoklamak",fiil,B1,,I'll try it.,Onu deneyeceğim.
turn,"dönmek, döndürmek, çevirmek",fiil,B1,,It's my turn.,Sıra bende.
ultimate,"nihai, son, sonuç",fiil,B2,,It's the ultimate test.,Bu nihai test.
unchange,"eski haline getirmek, önceki haline getirmek, değişmemek",fiil,B2,,The situation remains unchanged.,Durum değişmeden kalır.
unfreeze,"unfroze - unfrozen, serbest bırakmak, buzunu çözmek",fiil,B2,,The research team planned to unfreeze the new method.,Araştırma ekibi yeni yöntemi unfroze - unfrozen planladı.
unite,"birleşmek, birleştirmek, raptetmek",fiil,B1,,The two companies plan to unite.,İki şirket birleşmeyi planlıyor.
urge,"dürtü, dürtmek, ısrar etmek",fiil,B1,,We urge you to be patient.,Sabırlı olmanı ısrarla tavsiye ediyoruz.
utilize,"faydalı hale getirmek, yararlanmak, yarar sağlamak",fiil,B2,,We had better utilize our natural resources.,Doğal kaynaklarımızdan faydalansak iyi olur.
verify,"doğrulamak, soruşturmak, kanıtlamak",fiil,B1,,I can verify that.,Onu kanıtlayabilirim.
want,"istemek, istek, isteklenmek",fiil,B1,,I do want it.,Onu istiyorum.
was,"aynen bırakmak, doğduğuna pişman olmak, laf ağzında kalmak",fiil,B1,,I was a cop.,Ben polistim.
went,gitmenin  2. hali,fiil,B1,,A car went by.,Bir araba geçti.
were,"bölgeden yer yer çatışma haberleri gelmek, alınan kararlar, adeta",fiil,B1,,You were a fool.,Sen bir aptaldın.
whereabouts,"bulunduğu veya olduğu yer, yer, semt",fiil,C1,,I don't know his whereabouts.,Onun bulunduğu yeri bilmiyorum.
why,"neden, niçin, niye",fiil,B1,,Can I ask why?,Nedenini sorabilir miyim?
wind,"sarmak, dolamak, yel",fiil,B1,,Wind up the clock.,Saati kur.
worry,"endişelenmek, üzülmek, merak etmek",fiil,B1,,"Oh, don't worry.","Oh, endişelenme."
wound,"yaralamak, yara, vurmak",fiil,B1,,The wound is healing.,Yara iyileşiyor.
yesterday,dün,fiil,B2,,I met Tom yesterday.,Dün Tom'la karşılaştım.
