Alt Klasör,Kelime,Türkçe Anlamı,Tür,Seviye,Eş Anlamlılar,Örnek Cümle (İngilizce),Örnek Cümle (Türkçe)
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",dietitians,"diyetisyen, diyet uzmanı, beslenme uzmanı",isim,C1,,The investigation highlighted the critical role of dietitians.,Soruşturma diyetisyen kavramının kritik rolünü vurguladı.
C1 Üst Düzey Akademik İsimler,difficulty,"zorluk, güçlük, açmazlık",isim,C1,,Are you in any difficulty?,Herhangi bir sıkıntı içinde misin?
B2 İleri Akademik İsimler,digging,"kazma, maden, kazı",isim,B2,"excavation, mining, burrowing",I'm digging a hole.,Bir çukur kazıyorum.
B2 İleri Akademik İsimler,director,"yönetici, yönetmen, müdür",isim,B2,,Who became the new director?,Kim yeni yönetici oldu?
C1 Üst Düzey Akademik İsimler,disappearance,"gözden kaybolma, kaybolma, yok olma",isim,C1,,Everyone knows about Tom's disappearance.,Herkes Tom'un kaybolduğunu biliyor.
C1 Üst Düzey Akademik İsimler,disappointment,"hüsran, hayal kırıklığı, ümidi boşa çıkma",isim,C1,,It was a huge disappointment.,Bu büyük bir hayal kırıklığıydı.
B2 İleri Akademik İsimler,discharge,"taburcu etmek, tahliye etmek, tahliye",isim,B2,,I have a discharge from my left ear.,Benim sol kulağımda bir akıntı var.
C1 Üst Düzey Akademik İsimler,discomfort,"rahatsız etmek, rahatsızlık, bozmak",isim,C1,,Are you experiencing any discomfort?,Bir rahatsızlık hissediyor musunuz?
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",discover,"keşfetmek, çıkarmak, anlamak",isim,B2,,How did you discover that?,Sen onu nasıl keşfettin?
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",discoveries,"coğrafyada keşifler, bilimde keşifler, altın aramaları",isim,C1,,She made a series of medical discoveries.,O bir dizi tıbbi keşifler yaptı
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",discovering,buluculuk,isim,C1,,Learning another language means discovering a new world.,"Başka bir dil öğrenmek, yeni bir dünya keşfetmek demektir."
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",discovery,"buluş, bulgu, keşif",isim,B2,,I've made a discovery.,Bir keşif yaptım.
C1 Üst Düzey Akademik İsimler,discussion,"tartışma, müzakere, bahis",isim,C1,,We had a heated discussion.,Hararetli bir tartışmamız vardı.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",disease,"hastalık, sayrılık, maraz",isim,B2,,It's a bad disease.,Bu kötü bir hastalık.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",diseases,hastalıklar,isim,B2,,Many diseases result from poverty.,Birçok hastalık yoksulluktan kaynaklanır.
B2 İleri Akademik İsimler,disparity,"farklılık, uyumsuzluk, ihtilaf",isim,B2,,The investigation highlighted the critical role of disparity.,Soruşturma farklılık kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,display,"sergilemek, gösterme, teşhir",isim,B2,,His latest works are on temporary display.,Onun en son çalışmaları geçici sergide.
B2 İleri Akademik İsimler,dispute,"çekişmek, tartışmak, tartışma",isim,B2,,I won't dispute that.,Onu tartışmayacağım.
B2 İleri Akademik İsimler,distance,"mesafe, uzaklık, geride bırakmak",isim,B2,,I can't judge distance.,Mesafeyi tahmin edemem.
C1 Üst Düzey Akademik İsimler,disturbance,"kargaşa, rahatsızlık, rahatsız etme",isim,C1,,The police intervened in the disturbance.,Polis rahatsızlığa müdahale etti.
C1 Üst Düzey Akademik İsimler,disturbances,fitne,isim,C1,,The investigation highlighted the critical role of disturbances.,Soruşturma fitne kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,dive,"dalmak, dove/dived - dived, dived/dove - dived",isim,B1,,I know how to dive.,Nasıl dalacağımı biliyorum.
B1 Temel Akademik İsimler,diver,"dalgıç, dalış yapan kimse, dalgıçkuşu",isim,B1,,The divers didn't make it back.,Dalgıçlar geri dönmedi.
B2 İleri Akademik İsimler,diversity,"çeşitlilik, değişik tür, çeşit",isim,B2,,There's so much diversity.,Pek çok çeşitlilik var.
B1 Temel Akademik İsimler,diving,"dalış, pike, dalma",isim,B1,,He is good at diving.,"O, dalmada iyidir."
B2 İleri Akademik İsimler,division,"bölme, sınır, tefrika",isim,B2,,What division of the company do you work in?,Şirketin hangi bölümünde çalışıyorsun?
B1 Temel Akademik İsimler,doc,"doktor, belge, bel",isim,B1,,"""Doc"" is an abbreviation of ""doctor"".","""Doktor"" kelimesinin kısaltması ""Dr."" dir."
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",doctors,"doktorların ihmalinden öldüğü iddia edilmek, doktorlara yönelik düşüncesini/tavrını vs değiştirmek, doktorların dağılımı",isim,B2,,I don't like doctors.,Doktorları sevmem.
B1 Temel Akademik İsimler,doing,"faaliyet, yapma, meydana getirme",isim,B1,,I'm doing it now.,Onu şimdi yapıyorum.
B1 Temel Akademik İsimler,don't,yapılmaması gereken şey,isim,B1,,The investigation highlighted the critical role of don't.,Soruşturma yapılmaması gereken şey kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,donating,"bağışlama, bağışta bulunma",isim,B2,,She's donating money for cancer research.,Kanser araştırmaları için para bağışında bulunuyor.
B2 İleri Akademik İsimler,dosages,dozaj spektrumu,isim,B2,,The investigation highlighted the critical role of dosages.,Soruşturma dozaj spektrumu kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,drawing,"çizme, çekme, çizim",isim,B2,,I'm good at drawing.,Ben resim çizmede iyiyim.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",drug,"ilaç, uyuşturmak, ilaç vermek",isim,B1,medication,It's like a drug.,O bir ilaç gibi.
B1 Temel Akademik İsimler,duty,"görev, vazife, saygı",isim,B1,,I'm not on duty.,Ben görevde değilim.
B1 Temel Akademik İsimler,each,"her biri, herbir, beher",isim,B1,,I like each of them.,Onların ikisini de severim.
B1 Temel Akademik İsimler,ease,"rahatlatmak, kolaylaştırmak, rahatlamak",isim,B1,,I felt ill at ease.,Ben huzursuz oldum.
B2 İleri Akademik İsimler,education,"öğretim, eğitim, öğrenim",isim,B2,,He had a classic education.,"O, klasik bir eğitim aldı."
B1 Temel Akademik İsimler,effect,"tesir, etki, etkisi olmak",isim,B1,,How did this effect you?,Bu seni nasıl etkiledi?
B2 İleri Akademik İsimler,effects,"eşya, efekt, kişisel eşyalar",isim,B2,,There were no side effects.,Hiçbir yan etki yoktu.
B2 İleri Akademik İsimler,efficacy,"efikasite, etkililik, fayda",isim,B2,,The investigation highlighted the critical role of efficacy.,Soruşturma efikasite kavramının kritik rolünü vurguladı.
C1 Üst Düzey Akademik İsimler,efficiency,"liyakat, yeterlik, hızlı ve verimli çalışma",isim,C1,,The investigation highlighted the critical role of efficiency.,Soruşturma liyakat kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,effort,"efor, çaba, gayret",isim,B1,,It's a group effort.,Bu bir grup çabasıdır.
B2 İleri Akademik İsimler,efforts,mesai,isim,B2,,His efforts were in vain.,Çabaları boşunaydı.
B1 Temel Akademik İsimler,either,"iki, her, her iki",isim,B1,,I don't know either.,Ben de bilmiyorum.
B2 İleri Akademik İsimler,election,"seçim, intihap, tercih",isim,B2,,He won the next election.,"O, bir sonraki seçimi kazandı."
C1 Üst Düzey Akademik İsimler,electricity,"elektrik, cereyan, çıngı",isim,C1,,There's no more electricity.,Artık elektrik yok.
B2 İleri Akademik İsimler,element,"eleman, unsur, doğa şartları",isim,B2,,Motivation is a key element.,Motivasyon anahtar unsurdur.
B2 İleri Akademik İsimler,elements,"ilk adımlar, başlangıç, doğa güçleri",isim,B2,,Iridium is one of the rarest elements.,İridyum en ender elementlerden biridir.
B2 İleri Akademik İsimler,eliciting,"aydınlığa çıkartma, sağlama, temin etme",isim,B2,,The investigation highlighted the critical role of eliciting.,Soruşturma aydınlığa çıkartma kavramının kritik rolünü vurguladı.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",emissions,emisyonlar,isim,B2,,It is said that global warming is directly related to carbon dioxide emissions.,Küresel ısınmanın karbondioksit emisyonu ile doğrudan ilgili olduğu söyleniyor.
B2 İleri Akademik İsimler,employe,"bir başkası hesabına ücret karşılığında çalışan kimse, çalışan, memur",isim,B2,,I'm one of your employees.,Ben çalışanlarınızdan biriyim.
B2 İleri Akademik İsimler,employee,"işçi, eleman, çalışan",isim,B2,,I'm a bank employee.,Ben bir banka personeliyim.
B2 İleri Akademik İsimler,employer,"işveren, patron, çalıştıran",isim,B2,,You should speak with your employer.,Patronunla konuşmalısın.
B2 İleri Akademik İsimler,empower,"izin vermek, yetki vermek, güçlendirmek",isim,B2,,I want to empower the people.,İnsanları güçlendirmek istiyorum.
C1 Üst Düzey Akademik İsimler,empowering,"salahiyet tanıma, müsaade etme, salahiyet verme",isim,C1,,The investigation highlighted the critical role of empowering.,Soruşturma salahiyet tanıma kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,endanger,"tehlikeye atmak, zarar vermek, kayıp vermek",isim,B2,,It is an endangered species.,Nesli tükenmekte olan bir türdür.
B2 İleri Akademik İsimler,endeavor,"çabalamak, gayret etmek, uğraşmak",isim,B2,,This is a worthwhile endeavor.,Bu değerli bir çaba.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",energies,"avrupa yenilenebilir enerji birliği, özgül sinir enerjisi doktrini, özgül sinir enerjileri",isim,B2,,I concentrated all my energies on the problem.,Tüm enerjimi sorun üzerinde yoğunlaştırdım.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",energy,"enerji, kuvvet, derman",isim,B1,,He is full of energy.,O kişi çok enerjik.
B1 Temel Akademik İsimler,engine,"motor, makine takmak, itfaiye arabası",isim,B1,,I got the engine going.,Motoru çalıştırdım.
B2 İleri Akademik İsimler,engineer,"mühendis, mühendisliğini yapmak, planlayıp düzenlemek",isim,B2,,I'm not an engineer.,Ben bir mühendis değilim.
B2 İleri Akademik İsimler,engineers,mühendisler,isim,B2,,We're looking for engineers.,Mühendis arıyoruz.
B2 İleri Akademik İsimler,enhance,"arttırmak, yükseltmek, artırmak",isim,B2,"improve, boost, strengthen",Can we enhance the image?,Görüntüyü büyütebilir miyiz?
C1 Üst Düzey Akademik İsimler,enhancement,"artırılma, iyileştirme, artış",isim,C1,,Numerous other enhancements were added.,Sayısız başka iyileştirme eklendi.
B1 Temel Akademik İsimler,enigma,"bilmece, gizem, anlaşılmaz kimse",isim,B1,,The investigation highlighted the critical role of enigma.,Soruşturma bilmece kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,ensuring,sigortalama,isim,B2,,The investigation highlighted the critical role of ensuring.,Soruşturma sigortalama kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,enters,"depresyona girmiş, karamsarlığa düşmüş, çaresizliğe/umutsuzluğa düşmüş",isim,B1,,Make sure that nobody enters.,Kimsenin girmediğinden emin ol.
C1 Üst Düzey Akademik İsimler,entertainment,"eğlence, alem, ziyafet",isim,C1,,Music is a form of entertainment.,Müzik bir eğlence şeklidir.
C1 Üst Düzey Akademik İsimler,enthusiasm,"heves, coşkunluk, coşku",isim,C1,,I love Tom's enthusiasm.,Tom'un hevesini seviyorum.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",environment,"çevre, ortam, etraf",isim,C1,,It's a hostile environment.,Bu düşmanca bir ortam.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",environments,"endüstriyel ortamlar, daha zorlu ortamlarda, finansal çevreler",isim,C1,,Rural environments are too quiet for me.,Kırsal ortamlar benim için çok sessiz.
C1 Üst Düzey Akademik İsimler,equilibrium,"denge, balans, kararlılık",isim,C1,,The investigation highlighted the critical role of equilibrium.,Soruşturma denge kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,equipment,"teçhizat, araç gereç, donanım",isim,B2,,All equipment must be sanitized.,Tüm ekipmanlar dezenfekte edilmelidir.
B1 Temel Akademik İsimler,es,"es, aynştayniyum'un kimyasal simgesi, aynştanyumun simgesi",isim,B1,,The investigation highlighted the critical role of es.,Soruşturma es kavramının kritik rolünü vurguladı.
C1 Üst Düzey Akademik İsimler,establishing,"tesis, kurma, tesbit",isim,C1,,The investigation highlighted the critical role of establishing.,Soruşturma tesis kavramının kritik rolünü vurguladı.
C1 Üst Düzey Akademik İsimler,establishment,"kuruluş, kurum, tesis",isim,C1,,The investigation highlighted the critical role of establishment.,Soruşturma kuruluş kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,europeans,avrupalılar,isim,B2,,Europeans like to drink wine.,Avrupalılar şarap içmek isterler.
C1 Üst Düzey Akademik İsimler,evaluation,"değerlendirme, ölçüm, değer tahmini",isim,C1,,We want a complete evaluation.,Tam bir değerlendirme istiyoruz.
B1 Temel Akademik İsimler,event,"olay, aksiyon, yarışma",isim,B1,,The event is on Monday.,Olay pazartesi günü.
B2 İleri Akademik İsimler,evidence,"kanıt, delil, açığa vurmak",isim,B2,,I need to see evidence.,Kanıt görmem gerek.
B1 Temel Akademik İsimler,evil,"fenalık, kötülük, kötü",isim,B1,,He is an evil man.,O kötü bir adam.
B2 İleri Akademik İsimler,evolution,"evrim, gelişim, arka arkaya gelme",isim,B2,,Do you believe in evolution?,Evrime inanıyor musun?
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",examination,"inceleme, muayene, sınav",isim,C1,,He took an oral examination.,"O, bir sözlü sınava girdi."
B2 İleri Akademik İsimler,examining,"inceleme, soruşturma, tahkikat",isim,B2,,The police were examining their bags.,Polis onların çantalarını inceliyordu.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",excavation,"kazı, kazma, hafriyat",isim,C1,"digging, mining, unearthing",Human remains were found during the excavation.,Kazı sırasında insan kalıntıları bulundu.
B1 Temel Akademik İsimler,excess,"aşırılık, fazlalık, aşırıya kaçma",isim,B1,,You shouldn't eat to excess.,Çok fazla yememelisin.
B2 İleri Akademik İsimler,exchange,"takas etmek, değiş tokuş etmek, bozdurmak",isim,B2,,What do I get in exchange?,Karşılığında ne alırım?
C1 Üst Düzey Akademik İsimler,excitement,"heyecan, galeyan, coşku",isim,C1,,What's all the excitement?,Bütün bu heyecan ne?
C1 Üst Düzey Akademik İsimler,exhibition,"sergi, gösteri, şölen",isim,C1,,The exhibition is now open.,Sergi şimdi açık.
B1 Temel Akademik İsimler,exist,"var olmak, geçinmek, bulunmak",isim,B1,,Do you think aliens exist?,Sence uzaylılar var mı?
B2 İleri Akademik İsimler,existence,"mevcudiyet, varlık, varoluş",isim,B2,,We believe in the existence of God.,Biz Allah'ın varlığına inanıyoruz.
B2 İleri Akademik İsimler,expansion,"genleşme, ilerleme, gelişme",isim,B2,,The investigation highlighted the critical role of expansion.,Soruşturma genleşme kavramının kritik rolünü vurguladı.
C1 Üst Düzey Akademik İsimler,expectation,"beklenti, ümit, olasılık",isim,C1,,It fell short of my expectation.,"O, beklentimi karşılamadı."
C1 Üst Düzey Akademik İsimler,expectations,"beklentiler, bekleyiş, tahmin",isim,C1,,Tom's expectations are clear.,Tom'un beklentileri açık.
C1 Üst Düzey Akademik İsimler,experience,"deneyim, tecrübe, görmek",isim,C1,,It was a bad experience.,Kötü bir deneyimdi.
C1 Üst Düzey Akademik İsimler,experiences,"deneyimler, yaşananlar",isim,C1,,I've had similar experiences.,Benzer deneyimler yaşadım.
C1 Üst Düzey Akademik İsimler,experiencing,"deneyim, deneyim etme",isim,C1,,Are you experiencing any discomfort?,Bir rahatsızlık hissediyor musunuz?
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",experiment,"deney, deney yapmak, deney uygulamak",isim,C1,,I know it's an experiment.,Bunun bir deney olduğunu biliyorum.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",experiments,deneyler,isim,C1,,The experiments led to great discoveries.,Deneyler büyük buluşlara yol açtı.
C1 Üst Düzey Akademik İsimler,expertness,"bilirkişilik, ustalık, uzmanlık",isim,C1,,The investigation highlighted the critical role of expertness.,Soruşturma bilirkişilik kavramının kritik rolünü vurguladı.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",explanation,"açıklama, izah, anlam",isim,C1,,I'd like an explanation.,Bir açıklama istiyorum.
C1 Üst Düzey Akademik İsimler,exploration,"keşif, araştırma, inceleme",isim,C1,,The investigation highlighted the critical role of exploration.,Soruşturma keşif kavramının kritik rolünü vurguladı.
C1 Üst Düzey Akademik İsimler,extinction,"söndürme, feshetme, sönme",isim,C1,,They are in danger of extinction.,Onlar yok olma tehdidi altında.
B1 Temel Akademik İsimler,faa,federal havacılık idaresi,isim,B1,,The investigation highlighted the critical role of faa.,Soruşturma federal havacılık idaresi kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,fact,"vaka, gerçek durum, vak’a",isim,B1,,Here's a fun fact.,İşte eğlenceli bir vaka.
B1 Temel Akademik İsimler,factor,"etken, faktör, etmen",isim,B1,,Cost is also a factor.,Maliyet de bir faktördür.
B2 İleri Akademik İsimler,failure,"yapmayış, başarısızlık, arıza",isim,B2,,The party was a failure.,Parti bir fiyaskoydu.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",failures,"arızalar arası ortalama zaman, banka iflasları, işletme başarısızlıkları",isim,B2,,We're going to have failures.,Hatalarımız olacak.
B2 İleri Akademik İsimler,falling,"düşüş, düşme, sukut",isim,B2,,Are you falling for me?,Bana âşık mısın?
B1 Temel Akademik İsimler,fauna,"bölge hayvanlarının tümü, hayvanat, fauna",isim,B1,,The investigation highlighted the critical role of fauna.,Soruşturma bölge hayvanlarının tümü kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,fear,"korkmak, korku, kuşkulanmak",isim,B1,,I don't fear them.,Onlardan korkmuyorum.
B1 Temel Akademik İsimler,feels,"ağlarsa anam ağlar, gerisi yalan ağlar, duygular, duygularını/hislerini kabartmak",isim,B1,,I know how it feels.,Nasıldır bilirim.
B1 Temel Akademik İsimler,felt,"keçe, keçe ile kaplamak, keçe yapmak",isim,B1,,I felt a bit tired.,Biraz yorgun hissettim.
B1 Temel Akademik İsimler,fever,"ateş, ateşlenmek, telaş",isim,B1,,I've got a fever.,Ateşim var.
B1 Temel Akademik İsimler,field,"tarla, alan, saha",isim,B1,,I ran across the field.,Sahayı koşarak geçtim.
B1 Temel Akademik İsimler,figure,"rakam, şekil, yer almak",isim,B1,,I'll figure it out.,Ben bunu halledeceğim.
B2 İleri Akademik İsimler,figures,"eşkal, rakamsal veriler",isim,B2,,He added up the figures.,"O, rakamları topladı."
B2 İleri Akademik İsimler,finding,"bulma, bulgu, keşfedilmiş şey",isim,B2,,Finding work wasn't easy.,İş bulmak kolay değildi.
B2 İleri Akademik İsimler,findings,"araç gereç, bulgular, hükümler",isim,B2,,This study's findings were no surprise.,Bu çalışmanın ortaya koyduğu bulgular sürpriz olmadı.
B2 İleri Akademik İsimler,fitness,"formda olma, uygun olma, bedenen formda olma",isim,B2,,No one doubts her fitness for the post.,Onun görev için uygunluğundan hiç kimsenin kuşkusu yok.
B1 Temel Akademik İsimler,flavor,"tat duyusu, tat, lezzet",isim,B1,,What flavor do you want?,Ne çeşit istiyorsun?
B1 Temel Akademik İsimler,flow,"akmak, debi, akım",isim,B1,,We have a cash flow problem.,Nakit akışı sorunumuz var.
B2 İleri Akademik İsimler,flowers,çiçekler,isim,B2,,Did you get my flowers?,Çiçeklerimi aldın mı?
B1 Temel Akademik İsimler,flu,"grip, enflüanza, influenza",isim,B1,,He's got the flu.,O grip oldu.
B1 Temel Akademik İsimler,focus,"odaklanmak, odaklamak, odak noktası",isim,B1,,I need you to focus.,Odaklanmanı istiyorum.
B1 Temel Akademik İsimler,force,"zorlamak, baskı yapmak, mecbur etmek",isim,B1,,I'm in the air force.,Hava kuvvetlerindeyim.
B1 Temel Akademik İsimler,forces,"el ele vermek, kuvvetini toplamak, güç birliği yapmak",isim,B1,,Our forces occupied the city.,Birliklerimiz şehri ele geçirdi.
B2 İleri Akademik İsimler,forecast,"tahmin etmek, tahmin, forecast - forecast",isim,B2,,The weather forecast was right.,Hava durumu tahmini doğruydu.
B1 Temel Akademik İsimler,forel,rf -sismik siddet skalası,isim,B1,,The investigation highlighted the critical role of forel.,Soruşturma rf -sismik siddet skalası kavramının kritik rolünü vurguladı.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",forest,"orman, ağaçlandırmak, ormanlaştırmak",isim,B1,,We're in the forest.,Biz ormandayız.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",forestation,"ağaçlandırma, ormancılık",isim,C1,,The investigation highlighted the critical role of forestation.,Soruşturma ağaçlandırma kavramının kritik rolünü vurguladı.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",form,"biçimlendirmek, şekillendirmek, oluşturmak",isim,B1,,Heat is a form of energy.,Isı bir enerji şeklidir.
B2 İleri Akademik İsimler,formation,"oluşum, biçimlendirme, yapım",isim,B2,,The investigation highlighted the critical role of formation.,Soruşturma oluşum kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,former,"önceki, evvelki, biçimlendirici",isim,B1,retired,She was a former first lady.,"O, eski bir başkan karısıydı."
B1 Temel Akademik İsimler,forms,formlar,isim,B1,,Please fill out these forms.,Lütfen bu formları doldurun.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",fossil,"taşlaşmak, köhneleşmek, fosilleşmek",isim,B1,,He is a living fossil!,O yaşayan bir fosil!
B1 Temel Akademik İsimler,foster,"teşvik etmek, geliştirmek, büyütmek",isim,B1,"stimulate, encourage, promote, nurture",This song was written by Foster.,Bu şarkı Foster tarafından yazıldı.
B2 İleri Akademik İsimler,fostering,"besleme, gelişmesine yardım etme, teşvik etme",isim,B2,,The investigation highlighted the critical role of fostering.,Soruşturma besleme kavramının kritik rolünü vurguladı.
C1 Üst Düzey Akademik İsimler,foundation,"dayanak, vakıf, kuruluş",isim,C1,,The rumor was without foundation.,Söylenti temelsizdi.
B2 İleri Akademik İsimler,founding,"kuruluş, döküm, kurucu",isim,B2,,The investigation highlighted the critical role of founding.,Soruşturma kuruluş kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,freezing,"donma, dondurma, çok soğuk",isim,B2,,It's freezing in here.,Burada hava çok soğuk.
B1 Temel Akademik İsimler,front,"yönelmek, ön, cephe",isim,B1,,I sat in the front.,Ben önde oturdum.
B1 Temel Akademik İsimler,fruits,"meyveler, ürünler",isim,B1,,Fruits have seeds in them.,Meyvelerin içinde tohumları vardır.
C1 Üst Düzey Akademik İsimler,frustration,"hüsran, eziklik, hayal inkisarı",isim,C1,,I understand Tom's frustration.,Tom'un hayal kırıklığını anlıyorum.
B2 İleri Akademik İsimler,function,"işlev, fonksiyon, fonksiyonunu yerine getirmek",isim,B2,,We can't function like this.,Böyle görev yapamayız.
B2 İleri Akademik İsimler,functions,"fonksiyonlar, işlevler, fonksyionlar",isim,B2,,"When we are asleep, bodily functions slow down and body temperature falls.",Uyuduğumuzda vücut fonksiyonları yavaşlar ve vücut sıcaklığı düşer.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",fund,"kaynak, sermaye, fon",isim,B1,,He's good at fund raising.,"O, fon sağlamada iyidir."
B1 Temel Akademik İsimler,fur,"kürk, kürk ile süslemek, kürk ile kaplamak",isim,B1,,Fur coats are on sale.,Kürk mantolar satışa sunulmuştur.
B1 Temel Akademik İsimler,future,"istikbal, gelecek, gelecek zaman",isim,B1,,I'm from the future.,Ben gelecekten geliyorum.
B2 İleri Akademik İsimler,galaxies,gökadalar,isim,B2,,There are many galaxies in the universe.,Evrende bir sürü galaksi vardır.
B1 Temel Akademik İsimler,galaxy,"galaksi, gökada, yıldızlar geçidi",isim,B1,,I wonder how many planets in our galaxy have life.,Galaksimizdeki kaç gezegende yaşam olduğunu merak ediyorum.
B2 İleri Akademik İsimler,gallery,"galeri, kemeraltı, lağım",isim,B2,,May I visit an art gallery?,Ben bir sanat galerisini ziyaret edebilir miyim?
B1 Temel Akademik İsimler,games,"spor, oyunlar",isim,B1,,I'm good at games.,Ben oyunlarda iyiyim.
B2 İleri Akademik İsimler,gardeners,bahçıvanlar,isim,B2,,Several gardeners look after the azaleas in the park.,Bazı bahçıvanlar parkta açelyalara bakarlar.
B2 İleri Akademik İsimler,gardens,bahçeler,isim,B2,,My father gardens on Sundays.,Babam Pazar günleri bahçe işleri yapar.
B1 Temel Akademik İsimler,gas,"benzin, gaz, övünmek",isim,B1,,I'm out of gas.,Benzinim bitti.
B2 İleri Akademik İsimler,gasoline,"benzin, gazolin, yakıt",isim,B2,,Gasoline is used for fuel.,Benzin yakıt için kullanılır.
B1 Temel Akademik İsimler,gate,"kapı, geçit, vana",isim,B1,,That's the main gate.,"O, ana kapıdır."
B1 Temel Akademik İsimler,gather,"toplanmak, devşirmek, bir araya getirmek",isim,B1,,We gather here once a week.,Haftada bir kez burada toplanırız.
B2 İleri Akademik İsimler,gathering,"toplanma, meclis, büzgü",isim,B2,,A crowd was gathering around him.,Onun etrafında bir kalabalık toplanıyordu.
B1 Temel Akademik İsimler,gen,"bilgi vermek, bilgi, tam bilgi",isim,B1,,Genes consist of a specific sequence of DNA.,Genler DNA'nın belirli bir sıralanmasından oluşur.
B2 İleri Akademik İsimler,genesis,"doğuş, oluş, başlangıç",isim,B2,,The investigation highlighted the critical role of genesis.,Soruşturma doğuş kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,genius,"dahi, koruyucu melek, öke",isim,B1,,I'm not a genius.,Ben deha değilim.
B1 Temel Akademik İsimler,genre,"tür, üslup, çeşit",isim,B1,,The investigation highlighted the critical role of genre.,Soruşturma tür kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,getting,"temin, edinme",isim,B2,,I'm getting a cat.,Bir kedi alıyorum.
B1 Temel Akademik İsimler,giving,"verme, bağışlama, hibe",isim,B1,,I'm not giving up.,Ben vazgeçmiyorum.
B2 İleri Akademik İsimler,glassies,bardakları ve kül tablalarını temizleyen kiş,isim,B2,,The investigation highlighted the critical role of glassies.,Soruşturma bardakları ve kül tablalarını temizleyen kiş kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,globe,"küre, küre biçimine getirmek, yeryuvarlağı",isim,B1,,She has traveled all over the globe.,"O, dünyanın her yerinde seyahat etti."
B1 Temel Akademik İsimler,goal,"gaye, erek, gol",isim,B1,,That isn't our goal.,Bizim amacımız o değil.
B1 Temel Akademik İsimler,goat,"teke, keçi, pis",isim,B1,,I want to be a goat.,Ben bir oğlak olmak istiyorum.
B1 Temel Akademik İsimler,going,"gidiş, ayrılış, tempo",isim,B1,,I'm going to go.,Gideceğim.
B1 Temel Akademik İsimler,gold,"altın, servet, altın para",isim,B1,,Here's a gold coin.,İşte altın bir sikke.
B2 İleri Akademik İsimler,goodness,"iyilik, ihsan, bir şeyin yararlı olan kısmı",isim,B2,,Thank goodness that's over.,Tanrıya şükür bitti.
B1 Temel Akademik İsimler,goods,"mal, yük, ayniyat",isim,B1,,The goods arrive by sea.,Mallar deniz yoluyla gelir.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",government,"hükümet, devlet yönetimi, siyasal bilgiler",isim,C1,,I'm a government worker.,Ben bir devlet işçisiyim.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",governments,"hükümetlerin meşruluğu, adlarına bu sözleşmenin imzalandığı hükümetler bundan sonra ""katılımcı devletler"" olarak anılacaktır, devletin kolu uzundur",isim,C1,,They were members of the local governments.,Onlar yerel yönetimin üyeleriydi.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",governor,"vali, banka müdürü, amir",isim,B2,,Will you run for governor?,Valilik için yarışacak mısın?
