Kelime,Türkçe Anlamı,Tür,Seviye,Eş Anlamlılar,Örnek Cümle (İngilizce),Örnek Cümle (Türkçe)
lasting,"kalıcı, sürme, sağlam ayakkabılık kumaş",sıfat,B2,,First impressions are the most lasting.,İlk izlenimler en kalıcı olanlardır.
late,"gecikmiş, geç, her zamanki",sıfat,B1,,I'm a bit late.,Ben biraz geç kaldım.
latest,"son, en son, yeni",sıfat,B1,,What is the latest news?,En son haber nedir?
least,"en az, asgari, en önemsiz kimse",sıfat,B1,,I can at least try.,En azından deneyebilirim.
less,"daha az, eksi, daha az şey",sıfat,B1,,I ate less than Tom.,Tom'dan daha az yedim.
limited,"kısıtlı, sınırlı, belirlenmiş",sıfat,B2,,It's a limited-time offer.,Bu sınırlı bir süre teklifi.
little,"ufak, az, küçük",sıfat,B1,,I'm a little fat.,Ben biraz şişmanım.
living,"canlı, geçinmek, geçim",sıfat,B1,,I'm living here now.,Şimdi burada yaşıyorum.
loaded,"yüklü, yüklenmiş, hileli",sıfat,B1,,The gun isn't loaded.,Silah yüklü değil.
local,"lokal, yerel, yerli",sıfat,B1,,Is this a local train?,Bu yerel bir tren mi?
located,"tespit edilmiş, yeri tayin edilmiş, kain",sıfat,B2,,It's located in Boston.,"O, Boston'da yer almaktadır."
logical,"mantıklı, makul, mantığa uygun",sıfat,B2,,It seems logical to me.,Bana mantıklı görünüyor.
losing,"kaybediş, kaybetme, zarar gören",sıfat,B1,,I'm losing my hair.,Saçımı döküyorum.
lost,"kayıp, kaybolmuş, kaybetmek",sıfat,B1,,I think I'm lost.,Sanırım kayboldum.
loud,"yüksek, yüksek sesle, kaba",sıfat,B1,,Don't talk so loud.,Yüksek sesle konuşma.
lunar,"ay ile ilgili, kameri, ay",sıfat,B1,,Lunar eclipses can be total or partial.,Ay tutulmaları tam ya da kısmi olabilir.
made,"yapılmış, yapmak  eyleminin ikinci hali, yapılı",sıfat,B1,,I made a U-turn.,U dönüşü yaptım.
magic,"sihirbazlık, büyü, sihir",sıfat,B1,,This is a magic wand.,Bu sihirli bir değnek.
managing,"yönetme, idare etme, idari",sıfat,B2,,How are you managing it?,Nasıl üstesinden geliyorsun?
many,"birçok, çok, çoğu",sıfat,B1,,Don't eat too many.,Çok fazla yeme.
marvelous,"harika, müthiş, nefis",sıfat,B2,"stunning, dazzling, wonderful",I had a marvelous time.,Harika bir zaman geçirdim.
massive,"cüsseli, iri, çok büyük",sıfat,B2,,It's a massive undertaking.,Bu çok büyük bir girişim.
material,"materyal, madde, malzeme",sıfat,B2,,This material never wears out.,Bu malzeme asla aşınmaz.
medial,"ortada olan, medial, vasat",sıfat,B1,,The empirical results of the study were remarkably medial.,Çalışmanın ampirik sonuçlarının son derece ortada olan olduğu görüldü.
medic,"kabayonca, doktor, korunga",sıfat,B1,,The medic ripped open Tom's shirt and took a look at the wound.,"Doktor, Tom'un gömleğini yırtarak açtı ve yaraya göz attı."
medical,"medikal, tıbbi, tıp",sıfat,B2,,He is a medical student.,O bir tıp öğrencisidir.
mental,"akli, zihinsel, ruhsal",sıfat,B1,,I had a mental breakdown.,Ruhsal sinir bozuntum vardı.
met,karşılaşılan,sıfat,B1,,I'm glad we met.,Tanıştığımıza memnun oldum.
missing,"özlem, özleme, noksan",sıfat,B2,,I'm missing a sock.,Ben bir çorabı kaybediyorum.
modern,"çağdaş, modern, modern kimse",sıfat,B1,,She's a modern girl.,O modern bir kızdır.
momentary,"bir anlık, sürekli olmayan, sadece bir an devam eden",sıfat,B2,,The empirical results of the study were remarkably momentary.,Çalışmanın ampirik sonuçlarının son derece bir anlık olduğu görüldü.
monitored,"izlenen, gözlenen",sıfat,B2,,The U.N. monitored the country's elections.,Birleşmiş Milletler ülkedeki seçimleri izledi.
most,"en, en çok, en fazlası",sıfat,B1,,I love you the most.,En çok seni seviyorum.
motive,"güdü, motif, motive etmek",sıfat,B1,,What was Tom's motive for doing that?,Tom'un bunu yapmasının nedeni neydi?
multi,"birden çok, çoklu, çok",sıfat,B1,,Most computers made today are equipped with multi-core processors.,Bugün yapılan çoğu bilgisayar çok çekirdekli işlemcilerle donatılmıştır.
musical,"müzikli, müziğe ait, müzikal",sıfat,B2,,This play is a musical.,Bu oyun bir müzikaldir.
mystical,"gizemli, gizemcil, esrarlı",sıfat,B2,,The empirical results of the study were remarkably mystical.,Çalışmanın ampirik sonuçlarının son derece gizemli olduğu görüldü.
natural,"tabii, doğuştan, natürel",sıfat,B2,,I think it's natural.,Ben bunun doğal olduğunu düşünüyorum.
necessary,"gereken, gerekli, gereken şey",sıfat,B2,,I think it's necessary.,Sanırım o gerekli.
needed,"lazım, ihtiyaç duyulan, gerek",sıfat,B1,,I got what I needed.,İhtiyacım olanı aldım.
negative,"negatif, olumsuz, menetmek",sıfat,B2,,Don't be so negative.,Bu kadar olumsuz olma.
new,"yeni, yeni olan şey, ilk evre",sıfat,B1,,I got a new job.,Yeni bir işim var.
next,"sonraki, bir sonra gelen şey, önümüzdeki",sıfat,B1,,I'm next in line.,Ben sırada bir sonrakiyim.
noisy,"gürültücü, gürültülü, patırtılı",sıfat,B1,,It's noisy in here.,Burası gürültülü.
normal,"olağan, normal, standart",sıfat,B1,,I'm a normal guy.,Ben normal bir adamım.
notable,"göze çarpan, dikkate değer, tanınmış kimse",sıfat,B2,,Statues of Buddha are notable works of Japanese art.,Buda heykelleri Japon sanatının önemli eserleridirler.
novel,"roman, acayip, yeni",sıfat,B1,,It's just a novel.,Bu sadece bir roman.
numerous,"sayısız, birçok, pek çok",sıfat,B2,,I've done that numerous times.,Bunu defalarca yaptım.
obscure,"saklamak, gizlemek, karartmak",sıfat,B2,,The meaning is still obscure to me.,Anlam benim için hâlâ anlaşılmaz.
observed,"gözlenmiş, gözlenen",sıfat,B2,,I noticed I was being observed.,Gözlenmekte olduğumu fark ettim.
obtained,"elde edilen, elde edilmiş, elde edildi",sıfat,B2,,I obtained the painting at an auction.,Bir açık artırmada tablo satın aldım.
old,"eskimiş, eski, yaşlı",sıfat,B1,,I'm an old man.,Ben yaşlı bir adamım.
olive,"zeytin, zeytin yeşili, zeytin rengi",sıfat,B1,,Give me the olive oil.,Bana zeytinyağı ver.
olympic,olimpik,sıfat,B2,,He took part in the Olympic Games.,Olimpiyat oyunlarına katıldı.
ongoing,"süregiden, sürmekte olan, süregitmekte olan",sıfat,B2,,It's an ongoing process.,Bu devam eden bir süreç.
opposite,"zıt, aksi, karşıt",sıfat,B2,,It'll be the opposite.,Bunun tam tersi olacak.
optimal,"uygun, ideal, en uygun",sıfat,B2,,Finding an optimal solution will take some time.,En uygun çözümü bulmak biraz zaman alacak.
optimum,"en uygun durum, ideal, optimum",sıfat,B2,,The empirical results of the study were remarkably optimum.,Çalışmanın ampirik sonuçlarının son derece en uygun durum olduğu görüldü.
ordered,"sıralı, ısmarlama, düzgün",sıfat,B2,,I just ordered a beer.,Sadece bir bira ısmarladım.
organized,"teşkilatlı, organize olmuş, tertipli",sıfat,B2,,I'm not very organized.,Çok tertipli değilim.
overall,"bir uçtan bir uca, etraflı, tüm",sıfat,B2,,Where can I buy overalls?,Tulumları nereden alabilirim?
owing,"ödenmemiş, borçlanma, borçlu",sıfat,B1,,The dam burst owing to the heavy rain.,Yoğun yağış sebebiyle baraj taştı.
parallel,"aynı doğrultuda olan, paralel, benzetmek",sıfat,B2,,This line is parallel to that.,Bu çizgi ona paraleldir.
patient,"hasta, sabırlı, mütehammil",sıfat,B2,,I'm a patient man.,Ben sabırlı bir adamım.
paying,"tediye, ücret, paralı",sıfat,B1,,I don't mind paying.,Ödemeye itirazım yok.
perfect,"kusursuz, mükemmel, mükemmelleştirmek",sıfat,B2,,It's a perfect day.,Mükemmel bir gün.
perilous,"vahim, korku, çok tehlikeli",sıfat,B2,,The empirical results of the study were remarkably perilous.,Çalışmanın ampirik sonuçlarının son derece vahim olduğu görüldü.
permanent,"daimi, kalıcı, perma",sıfat,B2,,I have a permanent contract.,Kalıcı bir sözleşmem var.
personal,"kişisel, özel, şahsi",sıfat,B2,,I think it's personal.,Bence bu kişiye özel.
persuaded,"ikna edilen, ikna edilmiş",sıfat,B2,,I think I've persuaded Tom.,Sanırım Tom'u ikna ettim.
petty,"ehemmiyetsiz, cüzi, olağan",sıfat,B1,,Don't be so petty.,Kıllık yapma.
physical,"bedensel, muayene, bedeni",sıfat,B2,,I had a physical checkup.,Ben bir sağlık kontrolü yaptırdım.
pivotal,"eksensel, eksen, esas",sıfat,B2,,The empirical results of the study were remarkably pivotal.,Çalışmanın ampirik sonuçlarının son derece eksensel olduğu görüldü.
plausible,"makul, olası, akla yatkın",sıfat,B2,,It's a plausible story.,"O, inandırıcı bir hikayedir."
poisonous,"zehirli, kötü niyetli, ağılı",sıfat,B2,,This is a poisonous mushroom.,Bu zehirli bir mantar.
polar,"ucay, zıt, kutup",sıfat,B1,,The polar bears are dying.,Kutup ayıları ölüyor.
politic,"politik, basiretli, kurnaz",sıfat,B2,,I don't like politics.,Ben siyaseti sevmiyorum.
political,"politik, siyasi, siyasal",sıfat,B2,,He had many political enemies.,Onun çok sayıda siyasi düşmanları vardı.
positive,"pozitif, artı, olumlu",sıfat,B2,,I can't be positive.,Olumlu olamıyorum.
possible,"olabilir, olanaklı, muhtemel",sıfat,B2,,It won't be possible.,Mümkün olmayacak.
potent,"cinsel gücü yüksek, inandırıcı, nüfuzlu",sıfat,B1,,The empirical results of the study were remarkably potent.,Çalışmanın ampirik sonuçlarının son derece cinsel gücü yüksek olduğu görüldü.
potential,"potansiyel, olası, güç",sıfat,B2,,He is a potential leader.,O potansiyel bir liderdir.
powered,"motorla tahrik edilen, tahrikli",sıfat,B2,,I wish I had solar-powered car.,Keşke güneş enerjili arabam olsa.
powerful,"güçlü, kuvvetli, muhteşem",sıfat,B2,,He's rich and powerful.,"O, zengin ve güçlüdür."
practical,"tatbiki, kullanışlı, pratik",sıfat,B2,,I never was very practical.,Ben asla çok pratik değildim.
prevalent,"yaygın, olagelen, etkili",sıfat,B2,,Colds are prevalent this winter.,"Soğuk algınlığı, bu kış yaygındır."
probable,"olası, muhtemel, olasılı",sıfat,B2,,How probable is that to happen?,Onun olması ne kadar muhtemel?
produced,"üretmek, üretilen, üretilmiş",sıfat,B2,,My efforts produced no results.,Çabalarım hiç sonuç vermedi.
prominent,"öne çıkan, çıkıntılı, önde gelen",sıfat,B2,,He felt ill at ease among prominent scholars.,Seçkin bilim adamları arasında huzursuz hissetti.
proven,"kanıtlanmış, kanıtlı, ispatlı",sıfat,B1,,It's a proven fact.,O kanıtlanmış bir gerçek.
punitive,"cezalandırıcı, ceza, cezayı gerektiren",sıfat,B2,,The empirical results of the study were remarkably punitive.,Çalışmanın ampirik sonuçlarının son derece cezalandırıcı olduğu görüldü.
puzzled,"şaşkın, şaşırmış, karışmış",sıfat,B2,,I'm a little puzzled.,Biraz şaşkınım.
puzzling,"kafa karıştırıcı, muammalı, anlaşılmaz",sıfat,B2,,It was puzzling to me.,Benim için şaşırtıcıydı.
qualified,"nitelikli, vasıflı, kalifiye",sıfat,B2,,Am I qualified to do that?,Onu yapmak için nitelikli miyim?
quick,"süratli, hızlı, çabuk",sıfat,B1,,I ate a quick lunch.,Hızlı bir öğle yemeği yedim.
rainy,"yağmurlu, yağışlı",sıfat,B1,,It's a rainy day.,Yağmurlu bir gün.
rapid,"ani, hızlı, kuduruk",sıfat,B1,,He has made rapid progress in English.,"O, İngilizcede hızlı bir gelişme yaptı."
reachable,"ulaşılabilir, erişebilir, varılabilir",sıfat,B2,,The empirical results of the study were remarkably reachable.,Çalışmanın ampirik sonuçlarının son derece ulaşılabilir olduğu görüldü.
ready,"hazır, hazırlamak, peşin para",sıfat,B1,,I'm ready to go.,Gitmeye hazırım.
receive,"teslim almak, almak, anlamak",sıfat,B2,,How much will I receive?,Ne kadar alacağım?
recent,"son, yeni, taze",sıfat,B1,,Is it a recent picture?,O yeni bir resim mi?
recurrent,"reküren, devirli, geri dönen",sıfat,B2,,The empirical results of the study were remarkably recurrent.,Çalışmanın ampirik sonuçlarının son derece reküren olduğu görüldü.
regional,"bölgesel, bölgesel kurum, mevzii",sıfat,B2,,Fried spiders are a regional delicacy in Cambodia.,"Kızarmış örümcek, Kamboçya'da bölgesel bir yiyecektir."
regular,"müdavim, muntazam, düzenli",sıfat,B2,,She is a regular beauty.,O düzenli bir güzellik.
relaxed,"rahatlamış, gevşemiş, rahat",sıfat,B2,,I feel relaxed with Tom.,Ben Tom'la rahat hissediyorum.
relaxing,"dinlendirici, rahatlatıcı, gevşetici",sıfat,B2,,He's relaxing at home.,"O, evde dinleniyor."
reliable,"güvenilir, itimat edilir, güven telkin eden",sıfat,B2,,I think it's reliable.,Sanırım bu güvenilir.
religious,"dinsel, dini, dindar",sıfat,B2,,I'm not very religious.,Ben çok dindar değilim.
remote,"uzak, naklen yayın, uzakta olan şey",sıfat,B1,,Do you have the remote?,Uzaktan kumandan var mı?
renewable,"yenilenebilir, temdit edilebilir, uzatılabilir",sıfat,B2,,We must develop renewable energy sources.,Yenilenebilir enerji kaynaklarımızı geliştirmeliyiz.
reported,"rapor edilmiş, rapor edilen",sıfat,B2,,No damage has been reported.,Hiçbir hasar bildirilmedi.
required,"gerekli, lazım, lüzumlu",sıfat,B2,,I do what is required.,Ben gerekeni yaparım.
requisite,"zorunlu, gerekli şey, gereç",sıfat,B2,,The empirical results of the study were remarkably requisite.,Çalışmanın ampirik sonuçlarının son derece zorunlu olduğu görüldü.
retired,"emekli, kuytu, münzevi",sıfat,B2,"former, emeritus","Aren't you retired, Tom?","Emekli değil misin, Tom?"
right,"sağ, hak, haklı",sıfat,B1,,I know I'm right.,Haklı olduğumu biliyorum.
risky,"riskli, sakat, terbiyesiz",sıfat,B1,,It's a risky plan.,Bu riskli bir plan.
rival,"rakip, ... kadar ... olmak, çekişmek",sıfat,B1,,I'm Tom's rival.,Tom'un rakibiyim.
robust,"güçlü, dirençli, çetin",sıfat,B1,,He has a robust constitution.,Onun sağlam bir yapısı var.
rough,"kaba saba, kaba, sert",sıfat,B1,,I had a rough day.,Zor bir gün geçirdim.
running,"çalışma, işletme, koşma",sıfat,B2,,I'm sick of running.,Koşmaktan usandım.
rural,"kırsal, taşra, köye ait",sıfat,B1,,I live in a rural area.,Kırsal bir alanda yaşıyorum.
said,"söz konusu, adı geçen, söylenmiş",sıfat,B1,,I said I'd go.,Gideceğimi söyledim.
scared,korkmuş,sıfat,B1,,I'm a bit scared.,Ben biraz korkuyorum.
scary,"ürkütücü, korkunç, korkutucu",sıfat,B1,,It's a little scary.,O biraz korkutucu.
seasoned,"lezzet verilmiş, baharatlı, deneyimli",sıfat,B2,,I seasoned the fish with salt and pepper.,Tuz ve biberle balığı çeşnilendirdim.
secret,"sır, gizli, gizem",sıfat,B1,,I've got a secret.,Bir sırrım var.
sedative,"yatıştırıcı, yatıştırıcı ilaç, teskin edici",sıfat,B2,,The nurse gave you a sedative.,Hemşire sana bir sakinleştirici verdi.
sedentary,"oturarak yapılan, sakin, sedanter",sıfat,B2,,The empirical results of the study were remarkably sedentary.,Çalışmanın ampirik sonuçlarının son derece oturarak yapılan olduğu görüldü.
seen,görülen,sıfat,B1,,I've seen a few.,Birkaç tane gördüm.
select,"seçmek, ayıklamak, elemek",sıfat,B1,,He selected a Christmas gift for her.,Onun için bir noel hediyesi seçti.
sensible,"mantıklı, akla uygun, halden anlayan",sıfat,B2,,I think it's sensible.,Bence bu mantıklı.
sensitive,"içli, hassas, duyarlı",sıfat,B2,delicate,Don't be so sensitive.,O kadar hassas olma.
sensual,"duygusal, şehvetli, kösnül",sıfat,B2,,The empirical results of the study were remarkably sensual.,Çalışmanın ampirik sonuçlarının son derece duygusal olduğu görüldü.
serious,"ciddi, ağır, ağırbaşlı",sıfat,B2,,I'm a serious person.,Ben ciddi bir kişiyim.
several,"birçok, çeşitli, ayrı",sıfat,B2,,I met him several times.,Onunla birkaç kez karşılaştım.
severe,"haşin, sert, şiddetli",sıfat,B1,,I had a severe headache.,Şiddetli bir baş ağrım vardı.
shallow,"sığ, sığlaşmak, düzlemek",sıfat,B2,,Do you think I'm shallow?,Benim sığ olduğumu mu düşünüyorsun?
short,"az, alçak, kısa",sıfat,B1,,It's a short walk.,O kısa bir yürüyüş.
shown,gösterilen,sıfat,B1,,They were shown the door.,Onlar sokak anahtarını aldılar.
sick,"hasta, yakalatmak, kusmak",sıfat,B1,,I'm sick of it.,Bundan bıktım.
simple,"sade, yalın, basit",sıfat,B1,,I'm a simple girl.,Ben basit bir kızım.
single,"bekar, tek, ayırmak",sıfat,B1,,I'm a single mom.,Ben tek bir anneyim.
snowy,"karlı, bembeyaz, yağışlı",sıfat,B1,,My grandfather has snowy white hair.,Büyükbabamın kar beyazı saçı var.
social,"sosyal, sokulgan, toplumsal",sıfat,B1,,I'm a social worker.,Ben bir sosyal hizmet görevlisiyim.
societal,toplumsal,sıfat,B2,,The empirical results of the study were remarkably societal.,Çalışmanın ampirik sonuçlarının son derece toplumsal olduğu görüldü.
solar,"güneş, güneşsel, güneşle ilgili",sıfat,B1,,Do you use solar panels?,Güneş panelleri kullanıyor musunuz?
somatic,"somatik, bedeni, tensel",sıfat,B2,,The empirical results of the study were remarkably somatic.,Çalışmanın ampirik sonuçlarının son derece somatik olduğu görüldü.
some,"biraz, bazı, birkaç",sıfat,B1,,I'll go get some.,Biraz almaya gideceğim
sound,"ses, söylemek, derine dalmak",sıfat,B1,,Do I sound in love?,Âşık gibi görünüyor muyum?
sour,"ekşi, zehir olmak, bozulmak",sıfat,B1,,Is it sweet or sour?,"O, tatlı mı yoksa ekşi midir?"
spare,"kıymamak, ayırmak, boş",sıfat,B1,,I have a spare key.,Yedek anahtarım var.
special,"özel, özel bir program, yemek",sıfat,B2,,I'm no one special.,Ben özel biri değilim.
specific,"belirli, özgül, özel",sıfat,B2,,He has no specific aim.,Özel bir amacı yok.
specified,"belirlenmiş, belirtilmiş, belirtilen",sıfat,B2,,The empirical results of the study were remarkably specified.,Çalışmanın ampirik sonuçlarının son derece belirlenmiş olduğu görüldü.
spiced,"baharlı, baharatlı, baharatlanmış",sıfat,B1,,The empirical results of the study were remarkably spiced.,Çalışmanın ampirik sonuçlarının son derece baharlı olduğu görüldü.
spicy,"baharatlı, şık, hoş",sıfat,B1,,It's too spicy for me.,Benim için fazla baharatlı.
spoiled,"şımarık, el bebek gül bebek, acımış",sıfat,B2,,I guess I'm spoiled.,Şımarık olduğumu düşünüyorum.
sporting,"spor, av, avcılık",sıfat,B2,,I took part in the sporting event.,Spor olayına katıldım.
stable,"ahır, istikrarlı, durağan",sıfat,B1,,Prices are stable these days.,Fiyatlar bu günlerde istikrarlıdır.
started,"başlatılan, başlamış, başlatılmış",sıfat,B2,,Don't get me started.,Beni başlatmayın.
steady,"sabit durum, istikrarlı, oynamaz",sıfat,B1,,Drive at a steady speed.,İstikrarlı bir hızda sür.
stolen,"çalınan, çalıntı, çalınmış",sıfat,B1,,I had my car stolen.,Arabamı çaldırdım.
stormy,"fırtınalı, heyecanlı, çekişmeli",sıfat,B1,,It was a dark and stormy night.,Karanlık ve fırtınalı bir geceydi.
striking,"çarpıcı, vurma, geçici desteklerin alınması",sıfat,B2,,The workers are striking for better pay.,İşçiler daha iyi bir maaş için grev yapıyor.
strong,"güçlü, kuvvetli, domuz gibi",sıfat,B1,,I'm a strong woman.,Ben güçlü bir kadınım.
stunning,"sersemletme, çekici, müstesna",sıfat,B2,"marvelous, dazzling, breathtaking, magnificent",You really do look stunning.,Gerçekten çekici görünüyorsun.
such,"çok, böylesine, bu gibi",sıfat,B1,,I'm such a klutz.,Sakar Şakir'in tekiyim.
sudden,"ani, ansızın olan, apansız",sıfat,B1,,He felt a sudden pain.,"O, ani bir ağrı hissetti."
suitable,"münasip, uygun, elverişli",sıfat,B2,,I'm not sure that's suitable.,Onun uygun olduğundan emin değilim.
sunny,"güneşli, günlük güneşlik, neşeli",sıfat,B1,,It's a sunny day.,Bugün güneşli bir gün.
surgical,"cerrahi, ameliyatlarda kullanılan, ameliyatla yapılan",sıfat,B2,,How common are surgical errors?,Cerrahi hatalar ne kadar yaygındır?
surprised,"şaşırmış, hayret etmiş, şaşmış",sıfat,B2,,I'm surprised at you.,Sana hayret ediyorum.
survival,"hayatta kalma, kalıntı, daha uzun yaşama",sıfat,B2,,It's a matter of survival.,Bu bir ölüm kalım meselesi.
survive,"uzun yaşamak, baki kalmak, daha uzun yaşamak",sıfat,B2,,We'll try to survive.,Hayatta kalmaya çalışacağız.
swift,"süratli, kara sağan, kılıç kırlangıcı",sıfat,B1,,The stream is not very swift.,Dere çok hızlı değil.
systemic,"vücuda ait, sistemik, dizgesel",sıfat,B2,,The empirical results of the study were remarkably systemic.,Çalışmanın ampirik sonuçlarının son derece vücuda ait olduğu görüldü.
tedious,"sıkıcı, bıktırıcı, meşakkatli",sıfat,B2,,It was a tedious job.,Can sıkıcı bir işti.
teenage,"13 19 yaş arası, on üç ile on dokuz yaşlar arasındaki devreye ait, gençlere ait",sıfat,B2,,I have two teenage sons.,İki tane ergen oğlum var.
tentative,"deneme ve tecrübe nevinden, geçici/belirsiz, geçici girişim",sıfat,B2,,I have a tentative schedule.,Geçici bir programım var.
terrible,"berbat, korkunç, berbat kimse",sıfat,B2,,I did a terrible job.,Berbat bir iş yaptım.
that,"şu, o, oradaki",sıfat,B1,,I can't do that.,Onu yapamam.
these,"böyle bir miktarda, bunlar",sıfat,B1,,I don't want these.,Bunları istemiyorum.
thrive,"thrived/throve - thrived/thriven, serpilmek, gelişmek",sıfat,B1,"flourish, prosper, succeed",The empirical results of the study were remarkably thrive.,Çalışmanın ampirik sonuçlarının son derece thrived/throve - thrived/thriven olduğu görüldü.
thriving,"kuvvetli, büyüyen, mamur",sıfat,B2,,The empirical results of the study were remarkably thriving.,Çalışmanın ampirik sonuçlarının son derece kuvvetli olduğu görüldü.
tidy,"düzenli, derli toplu, temizlemek",sıfat,B1,,Tom's house is tidy.,Tom'un evi düzenli.
tiny,"mini mini, ufacık, minicik",sıfat,B1,,She got me a tiny toy.,"O, bana küçük bir oyuncak aldı."
tired,"argın, yorgun, yorgun düşmüş",sıfat,B1,"exhausted, weary, fatigued",I'm a bit tired.,Ben biraz yorgunum.
tiring,"yorucu, eziyetli, yorulmuş",sıfat,B1,,It's a tiring job.,Bu yorucu bir iş.
topic,"konu, başlık, bahis",sıfat,B1,,Don't change the topic.,Konuyu değiştirme.
torn,"yırtık, kopuk, ayrılmış",sıfat,B1,,I had my thumbnail torn off.,Baş parmak tırnağımı kırdım.
total,"toplam, tutar, bulmak",sıfat,B1,,I'm a total wreck.,Ben tam bir enkazım.
touching,"dokunaklı, acıklı, yanık",sıfat,B2,,I'm not touching it.,Ben ona dokunmuyorum.
tough,"zorlu, çetin, zor",sıfat,B1,,I had a tough day.,Zor bir gün geçirdim.
toxic,"zehirli, toksik, çok zararlı",sıfat,B1,,Lead is a toxic metal.,Kurşun toksik bir metaldir.
treated,"işlem görmüş, arıtılmış, davranılmış",sıfat,B2,,How are you being treated?,Nasıl tedavi ediliyorsun?
trial,"yargılama, duruşma, deneme",sıfat,B1,,When was Tom's trial?,Tom'un testi ne zamandı?
tried,"mücerrep, saf, sınanmış",sıfat,B1,,I tried to do it.,Bunu yapmaya çalıştım.
triggered,"tetiklenmiş, ateşlenmiş, tetikli",sıfat,B2,,Their small protest triggered a mass demonstration.,Onların küçük protestosu kitlesel bir gösteriyi tetikledi.
trying,"deneme, zor, sıkıntılı",sıfat,B1,,I'm trying my best.,Elimden geleni yapıyorum.
ultra,"aşırı, uç görüşlü kimse, son derece",sıfat,B1,,The empirical results of the study were remarkably ultra.,Çalışmanın ampirik sonuçlarının son derece aşırı olduğu görüldü.
uncertain,"belirsiz, bilinmez, şüpheli",sıfat,B2,,It's uncertain if he'll come.,Onun gelip gelmeyeceği belirsiz.
unchanged,"değiştirilmemiş, değişmemiş, değiştirilemez",sıfat,B2,,The empirical results of the study were remarkably unchanged.,Çalışmanın ampirik sonuçlarının son derece değiştirilmemiş olduğu görüldü.
unclear,"belirsiz, zor anlaşılır, açık olmayan",sıfat,B2,,It's unclear what went wrong.,Neyin yanlış gittiği belirsiz.
undesired,"istenmeyen, arzu edilmeyen, istenmedik",sıfat,B2,,The empirical results of the study were remarkably undesired.,Çalışmanın ampirik sonuçlarının son derece istenmeyen olduğu görüldü.
unequal,"eşitsiz, eşit olamayan, oransız",sıfat,B2,,The empirical results of the study were remarkably unequal.,Çalışmanın ampirik sonuçlarının son derece eşitsiz olduğu görüldü.
unique,"emsalsiz, benzersiz, kendine mahsus",sıfat,B1,,We have a unique bond.,Benzersiz bir bağımız var.
unlike,"farklı, benzemez, birbirine benzemeyen",sıfat,B1,,That's so unlike you.,O sana çok benzemiyor.
unsafe,"güvenli olmayan, emin olmayan, güvenilmez",sıfat,B1,,I don't feel unsafe.,Emniyetsiz hissetmiyorum.
unwanted,"istenilmeyen, istenmemiş, istenmeyen",sıfat,B2,,I keep receiving unwanted emails.,İstemediğim e-postaları almaya devam ediyorum.
updated,"günümüze en yakın tarihte hazırlanmış, yenilenmiş, güncellenen",sıfat,B2,,We'll keep you updated.,Sizi gelişmelerden haberdar edeceğiz.
upheaval,"yükselme, devrim, kabarma",sıfat,B2,,The empirical results of the study were remarkably upheaval.,Çalışmanın ampirik sonuçlarının son derece yükselme olduğu görüldü.
urban,"şehirsel, kentsel, şehir",sıfat,B1,,Isn't that just an urban legend?,Bu sadece bir şehir efsanesi değil mi?
useful,"faydalı, yararlı, kullanışlı",sıfat,B1,,I hope it's useful.,Umarım yararlıdır.
using,"kullanma, kullanan, kullanılan",sıfat,B1,,I'm using that cup.,Ben o fincanı kullanıyorum.
vague,"şüpheli, kararsız, anlaşılmaz",sıfat,B1,,It's a vague story.,O belirsiz bir hikaye.
vanish,"ortadan kaybolmak, yitmek, kayıplara karışmak",sıfat,B1,,Tom's smile vanished instantly.,Tom'un gülümsemesi anında kayboldu.
variable,"değişken, uyuşmazlık, değişken şey",sıfat,B2,,Variable names in C are case sensitive.,C'deki değişken isimler büyük küçük harfe duyarlıdır.
various,"çeşitli, muhtelif, birkaç",sıfat,B2,,He's collecting various data.,O çeşitli veriler topluyor.
venomous,"haince, düşman, ağılı",sıfat,B2,,This snake isn't venomous.,Bu yılan zehirli değil.
very,"çok, hatta, bile",sıfat,B1,,I'm not very old.,Ben çok yaşlı değilim.
vital,"yaşamsal, çok önemli, hayati",sıfat,B1,,Exercise is vital for a dog.,"Egzersiz, bir köpek için hayatidir."
wanted,"lazım, gerekli, aranılan",sıfat,B1,,I wanted to do it.,Onu yapmak istedim.
wealthy,"varlıklı, zengin, servet sahibi",sıfat,B2,,I'm a wealthy man.,Ben zengin bir adamım.
wet,"ıslatmak, ıslak, yaş",sıfat,B1,,I'm cold and wet.,Ben üşüdüm ve ıslağım.
whole,"tam, bütün, tüm",sıfat,B1,,I saw the whole thing.,Bütün şeyi gördüm.
wide,"geniş, bol, engin",sıfat,B1,,Now I'm wide awake.,Şimdi tamamen uyanığım.
wild,"yaban, vahşi, yabani",sıfat,B1,,I'm not that wild.,O kadar vahşi değilim.
windy,"rüzgarlı, hızlı, lafı uzatan",sıfat,B1,,It's a windy day.,Rüzgarlı bir gün.
witnessed,"meşhut, şahit olunmuş",sıfat,B2,,She witnessed him being killed.,"O, onun öldürülüşüne tanıklık etti."
worldwide,"dünya çapındaki, dünyadaki her ulusu kapsayan, yaygın",sıfat,B2,,It's a worldwide problem.,Dünya çapında bir sorun.
worried,"endişeli, kaygılı, endişelenmiş",sıfat,B2,,I'm a bit worried.,Biraz endişeliyim.
