Kelime,Türkçe Anlamı,Tür,Seviye,Eş Anlamlılar,Örnek Cümle (İngilizce),Örnek Cümle (Türkçe)
mantle,"harmaniye, lamba gömleği, örten şey",isim,B1,,The investigation highlighted the critical role of mantle.,Soruşturma harmaniye kavramının kritik rolünü vurguladı.
mark,"işaretlemek, iz, işaret",isim,B1,,I want to leave a mark.,Bir iz bırakmak istiyorum.
mate,"mat, ahbap, eş olmak",isim,B1,,Where is the mate to this sock?,Bu çorabın eşi nerede?
matrix,"kalıp, rahim, matris",isim,B1,,The investigation highlighted the critical role of matrix.,Soruşturma kalıp kavramının kritik rolünü vurguladı.
matter,"mesele, konu, önem taşımak",isim,B1,,Does it matter to you?,Senin için önemli mi?
may,"mayıs ayı, mayıs, mümkün olmak",isim,B1,,I may do it yet.,Onu henüz yapabilirim.
mayor,"belediye başkanı, belediye reisi",isim,B1,,Aren't you the mayor?,Belediye başkanı sen değil misin?
means,"araç, vasıta, vesile",isim,B1,,Do it by all means.,Her ne şekilde olursa olsun onu yap.
media,"medya, basın, radyo",isim,B1,,Don't believe the media.,Medyaya inanma.
medium,"orta, çevre, çare",isim,B1,,I like my steak medium.,Bifteğimi orta büyüklükte severim.
melody,"melodi, terane, nağme",isim,B1,,That's an eerie melody.,Bu ürkütücü bir melodi.
men,"erkekler, işçiler, adamlar",isim,B1,,You and I are men.,Sen ve ben erkeğiz.
meter,"sayaç, metre, saat ile ölçmek",isim,B1,,We ran a hundred-meter dash.,Biz yüz metre koştuk.
method,"metot, usul, yöntem",isim,B1,,That method didn't work.,O yöntem işe yaramadı.
mice,fareler,isim,B1,,I'm afraid of mice.,Farelerden korkarım.
mind,"önemsemek, aldırmak, akıl",isim,B1,,I don't mind it.,Ben onu umursamıyorum.
minor,"rüştünü ispat etmemiş kimse, reşit olmayan kimse, ergin olmayan kimse",isim,B1,,I'm still a minor.,Ben hala küçüğüm.
model,"model, manken, modellik etmek",isim,B1,,It's an older model.,Bu daha eski bir model.
moist,"rutubetli, nemli, ıslak",isim,B1,,It's moist and warm.,Nemli ve sıcak.
moment,"an, önem, cevher",isim,B1,,Can I have a moment?,Bir dakika alabilir miyim?
months,aylar,isim,B1,,See you in three months.,Üç ay içinde görüşürüz.
mosque,"mescit, cami",isim,B1,,I have to go to the mosque.,Camiye gitmek zorundayım.
movie,"film, sinema, sinema filmi",isim,B1,,I'm a movie buff.,Ben bir filmkoliğim.
murder,"cinayet işlemek, öldürmek, öldürme",isim,B1,,He is guilty of murder.,O cinayetten suçludur.
must,"gerekmek, -malı, -meli",isim,B1,,I must do it now.,Onu şimdi yapmalıyım.
my,"benim, bana ait",isim,B1,,I'm in my car.,Arabamın içindeyim.
need,"ihtiyaç duymak, gerek, gereksinim",isim,B1,,Do I need a tie?,Bir kravata ihtiyacım var mı?
nights,"geceler, geceleri",isim,B1,,We stayed for three nights.,Biz üç gece boyunca kaldık.
nile,nil nehri,isim,B1,,How long is the Nile River?,Nil Nehrinin uzunluğu ne kadar?
no,"hayır, aleyhte oy, red",isim,B1,,I can't say no.,Ben hayır diyemem.
norm,"kaide, standart, düstur",isim,B1,,The investigation highlighted the critical role of norm.,Soruşturma kaide kavramının kritik rolünü vurguladı.
norms,"normlar, sosyal grup için ortak olan davranış veya fikir standartları",isim,B1,,The investigation highlighted the critical role of norms.,Soruşturma normlar kavramının kritik rolünü vurguladı.
number,"numaralamak, saymak, sayı",isim,B1,,Here's Tom's number.,İşte Tom'un numarası.
ob,"obi nehri, ob, doğum ve gebelik bilimi",isim,B1,,The investigation highlighted the critical role of ob.,Soruşturma obi nehri kavramının kritik rolünü vurguladı.
object,"itiraz etmek, razı olmamak, karşı çıkmak",isim,B1,,That wasn't my object.,Benim amacım o değildi.
offer,"teklif vermek, önermek, teklif etmek",isim,B1,,I got a job offer.,Bir iş teklifi aldım.
oil,"yağ, yağ çekmek, yağcılık yapmak",isim,B1,,Give me the olive oil.,Bana zeytinyağı ver.
oils,yağlar,isim,B1,,The investigation highlighted the critical role of oils.,Soruşturma yağlar kavramının kritik rolünü vurguladı.
one,"bir, tek, biri",isim,B1,,I'm one of you.,Ben sizden biriyim.
option,"seçenek, oy, şık",isim,B1,,It's our only option.,Tek seçeneğimiz.
order,"sipariş vermek, emretmek, buyurmak",isim,B1,,I didn't order it.,Onu sipariş etmedim.
our,bizim,isim,B1,,We're on our own.,Kendi başımızayız.
output,"output/outputted - output/outputted, faaliyet, ürün",isim,B1,,The output at this factory has increased by 20%.,Bu fabrikada üretim %20 oranında arttı.
palm,"palmiye, avuç içi, avuç",isim,B1,,Let me see your palm.,Avucunu görmeme izin ver.
panel,"pano, panellerle süslemek, lambri ile kaplamak",isim,B1,,A panel of experts discussed the plan.,Uzmanlardan oluşan bir kurul planı tartıştı.
panels,"çelik levhalara uygulanan emaye kaplamalar, cam paneller, damı katlanabilen vagon",isim,B1,,Do you use solar panels?,Güneş panelleri kullanıyor musunuz?
path,"yol, pist, çığır",isim,B1,,I'll take this path.,Ben bu yoldan gideceğim.
paul,idaho eyaletinde şehir,isim,B1,,One of Jesus' disciples was named Paul.,İsa'nın havarilerinden birinin adı Paulus'tu.
paving,"yol yüzeyi, taş döşeme, yol döşeme",isim,B1,,The investigation highlighted the critical role of paving.,Soruşturma yol yüzeyi kavramının kritik rolünü vurguladı.
pear,"armut, çong, kamboçya ve tayland’da yaşayan etnik bir grup",isim,B1,,I'm eating a pear.,Bir armut yiyorum.
people,"insanlar, ulus, halk",isim,B1,,How do people do it?,İnsanlar bunu nasıl yapar?
period,"devir, dönem, çağ",isim,B1,,We have French third period.,3. dönemde Fransızca dersimiz var.
permit,"izin vermek, ruhsat, izin",isim,B1,,I won't permit it.,Ona izin vermeyeceğim.
pet,"evde beslenen hayvan, ev hayvanı, evcil hayvan",isim,B1,,Do you have a pet?,Bir evcil hayvanın var mı?
petrol,"petrol, benzin",isim,B1,,The investigation highlighted the critical role of petrol.,Soruşturma petrol kavramının kritik rolünü vurguladı.
photo,"foto, fotoğraflamak, resim vermek",isim,B1,,I sent you a photo.,Sana bir fotoğraf gönderdim.
piano,"piyano çalgı, piyano, hafif",isim,B1,,It's an old piano.,O eski bir piyano.
pile,"yığın, istif etmek, tepeleme doldurmak",isim,B1,,There's a big pile of mail on your desk.,Masanızda büyük bir yığın posta var.
pilots,"türk jet pilotları, hava yolu nakil pilot lisansı, ticari pilot lisansı",isim,B1,,I know lots of pilots.,Bir sürü pilot tanıyorum.
pizza,pizza,isim,B1,,I don't like pizza.,Pizza sevmiyorum.
plan,"planlamak, tasarlamak, plan",isim,B1,,I've got a plan.,Bir planım var.
plays,oyunlar,isim,B1,,He plays chess very well.,Çok iyi satranç oynar.
point,"nokta, puan, uç",isim,B1,,He's got a point.,O haklı.
poison,"zehirlemek, zehir, otalamak",isim,B1,,I didn't poison Tom.,Tom'u zehirlemedim.
porch,"portik, sundurma veranda, giriş",isim,B1,,I'm on the porch.,Sundurmadayım.
power,"yetki, güç, kuvvet",isim,B1,,I have no will power.,Benim irade gücüm yok.
press,"basmak, bastırmak, baskı yapmak",isim,B1,,Don't press your luck.,Şansını zorlama.
prior,"önceden, daha önce olan, daha erken olan",isim,B1,,I have a prior engagement.,Bir randevum var.
prison,"hapishane, cezaevi, hapis",isim,B1,,I'm at the prison.,Hapishanedeyim.
proof,"kanıt, ispat, dayanıklı hale getirmek",isim,B1,,Don't you want proof?,Kanıt istemiyor musun?
proper,"uygun, münasip, rabıtalı",isim,B1,,I'll go get the proper forms.,Uygun formları almaya gideceğim.
pull,"çekmek, kalkmak, hareket etmek",isim,B1,,Don't pull my leg!,Benimle dalga geçme!
pupil,"öğrenci, öğrenci öğretmen, stajyer",isim,B1,,Tom's pupils are dilated.,Tom'un göz bebekleri büyümüş.
puzzle,"bulmaca, bilmece, şaşırmak",isim,B1,,I'm solving a puzzle.,Bir bulmaca çözüyorum.
quiz,"sınav yapmak, çok soru sormak, sorgulamak",isim,B1,,We had a quiz today.,Biz bugün bir sınav olduk.
range,"silsile, sıra, çeşitlilik",isim,B1,,It's hard to tell at this range.,Bu mesafeden söylemek zor.
rate,"kur, oran, addetmek",isim,B1,,That's the going rate.,"O, gidiş oranıdır."
rates,"bedeller, fiyat listesi, yerel yönetim tarafından toplanan vergi/vergiler",isim,B1,,Interest rates are going up.,Faiz oranları artıyor.
ratio,"oran, orantı, nispet",isim,B1,,The investigation highlighted the critical role of ratio.,Soruşturma oran kavramının kritik rolünü vurguladı.
ray,"ışın, ışın tedavisi yapmak, ışımak",isim,B1,,Let's take an X-ray just in case.,Her ihtimale karşı bir film çekelim.
realm,"krallık, alem, memleket",isim,B1,,The investigation highlighted the critical role of realm.,Soruşturma krallık kavramının kritik rolünü vurguladı.
reason,"sebep, akıl, gerekçe",isim,B1,,Do I need a reason?,Bir nedene ihtiyacım var mı?
region,"bölge, yöre, ülke",isim,B1,,We found gold in that region.,Bu bölgede altın bulduk.
remedy,"deva, çare, çare bulmak",isim,B1,"cure, treatment",I have a remedy for that.,Bunun için bir çarem var.
rest,"dinlendirmek, dinlenmek, dinlenme",isim,B1,,Can I rest a bit?,Biraz dinlenebilir miyim?
result,"netice, sonuç, sonucu olmak",isim,B1,,This is a good result.,Bu iyi bir sonuç.
ring,"çalmak, yüzük, halka",isim,B1,,We sat in a ring.,Biz daire şeklinde oturduk.
risk,"risk, göze almak, riske etmek",isim,B1,,I can't risk it.,Onu riske edemem.
risks,riskler,isim,B1,,Aren't there any risks?,Herhangi bir risk yok mu?
robber,"soyguncu, hırsız, haydut",isim,B1,,The robber bashed her head in.,Soyguncu onun kafasına vurdu.
role,"rol, rol yapmak, sıfat",isim,B1,,What's Tom's role?,Tom'un rolü nedir?
roller,"silindir, büyük dalga, bobin",isim,B1,,Do you like roller coasters?,Lunapark hızlı trenini sever misin?
root,"köken, kök, deşmek",isim,B1,,Do you like root beer?,Alkolsüz bira sever misin?
rope,"halat, ip, kementle yakalamak",isim,B1,,I need a long rope.,Bana uzun bir ip gerek.
route,"güzergah, rota, sevk etmek",isim,B1,,Can I change the route?,Rotayı değiştirebilir miyim?
row,"sıra, dizi, gürültülü bir şekilde kavga etmek",isim,B1,,I'm on death row.,Ben ölüm hücresindeyim.
sample,"örnek, numune, denemek",isim,B1,,This is a free sample.,Bu ücretsiz bir örnektir.
scene,"sahne, manzara, olay yeri",isim,B1,,Don't make a scene.,Olay çıkartmayın.
scores,"çok sayı, çok sayıda, skorlar",isim,B1,,Scores of people visited Japan.,Çok sayıda insan Japonyayı ziyaret etti.
seam,"dikiş, dikiş yeri, ters ilmikle örmek",isim,B1,,The investigation highlighted the critical role of seam.,Soruşturma dikiş kavramının kritik rolünü vurguladı.
seas,gözlem anında rüzgar etkisiyle oluşan dalgalar,isim,B1,,The investigation highlighted the critical role of seas.,Soruşturma gözlem anında rüzgar etkisiyle oluşan dalgalar kavramının kritik rolünü vurguladı.
second,"saniye, ikinci, destek vermek",isim,B1,,Can I have a second?,Bir saniyenizi alabilir miyim?
seed,"tohum, çekirdeği çıkarmak, çekirdeğini çıkarmak",isim,B1,,When did you seed the lawn?,Çimi ne zaman tohumladın?
seemed,göründü,isim,B1,,He seemed to be ill.,O hasta görünüyordu.
self,"öz, kendi, özellik",isim,B1,,He is a self-made man.,O kendi kendini yetiştirmiş bir adam.
sense,"algılamak, hissetmek, algı",isim,B1,,Can't you sense it?,Bunu hissedemiyor musun?
setup,"kurma, kurulum, vaziyet",isim,B1,,The investigation highlighted the critical role of setup.,Soruşturma kurma kavramının kritik rolünü vurguladı.
sheep,"koyun, koyun gibi tip, ezik kimse",isim,B1,,I have a lot of sheep.,Bir sürü koyunum var.
shield,"zırh, siper, kalkan",isim,B1,,I tried to shield you from this.,Seni bundan korumaya çalıştım.
shift,"değiştirmek, vardiya, kaçamak cevap vermek",isim,B1,,Tom's shift is over.,Tom'un vardiyası bitti.
shore,"sahil, kıyı, payanda vurmak",isim,B1,,I swam toward the shore.,Ben kıyıya doğru yüzdüm.
show,"göstermek, gösteri, showed - shown/showed",isim,B1,,I can't show you.,Sana gösteremem.
sight,"görünüş, görme yeteneği, görme",isim,B1,,No one's in sight.,Hiç kimse görünürde değil.
sign,"imzalamak, imza atmak, alamet",isim,B1,,How do I sign up?,Nasıl kaydolurum?
silver,"gümüş, ağarmak, sırlamak",isim,B1,,He won a silver medal.,O gümüş bir madalya kazandı.
sings,"dereyi görmeden paçaları sıvama, son kozu oynamadan her şey bitmiş sayılmaz, henüz her şey bitmedi",isim,B1,,She sings out of tune.,O uyumsuz şarkı söylüyor.
site,"yerleştirmek, oturtmak, açmak",isim,B1,,We're updating the site.,Siteyi güncelliyoruz.
skin,"soymak, ten, deri",isim,B1,,Your skin is so soft.,Cildiniz çok yumuşak.
slope,"meyil, bayır, eğim",isim,B1,,It's a slippery slope.,O kaygan bir eğim.
smells,"biri ölmüş gibi kokuyor!, leş gibi kokuyor!, gerçekten çok kötü kokuyor!",isim,B1,,He smells like a goat.,"O, keçi gibi kokuyor."
soil,"toprak, pisletmek, leke sürmek",isim,B1,,This is very good soil.,Bu çok iyi toprak.
sort,"sıralamak, sınıflandırmak, cins",isim,B1,,I'm sort of busy.,Hayli meşgulüm.
soul,"ruh, kimse, kök",isim,B1,,Don't tell a soul.,Bunu kimseye söyleme.
sounds,"sesler, ses efekti",isim,B1,,I know how it sounds.,Kulağa nasıl geldiğini biliyorum.
source,"kaynak, köken, edinmek",isim,B1,,I can't reveal my source.,Kaynağımı söyleyemem.
space,"aralık, açıklık, mekan",isim,B1,,I need a little space.,Biraz yere ihtiyacım var.
spe,özel-amaçlı şirket,isim,B1,,Can we speed it up?,Onu hızlandırabilir miyiz?
speed,"sürat, hız, sped/speeded - sped/speeded",isim,B1,,Can we speed it up?,Onu hızlandırabilir miyiz?
spider,"örümcek, istavroz dişlisi, ayaklı tava",isim,B1,,The spider spun a web.,Örümcek bir ağ ördü.
spot,"leke, benek, nokta",isim,B1,,I am in a spot.,Başım dertte.
spread,"yaymak, yayılmak, spread - spread",isim,B1,,I'll spread the word.,Haberi yayacağım.
staff,"kadro, personel, görevli olarak çalışmak",isim,B1,,I speak French to my staff.,Personelimle Fransızca konuşurum.
stage,"sahneye koymak, sahnelemek, evre",isim,B1,,I fell off the stage.,Sahneden düştüm.
status,"hal, statü, durum",isim,B1,,What's Tom's status?,Tom'un statüsü nedir?
stay,"kalmak, kalma süresi, kalma",isim,B1,,I'd love to stay.,Kalmak istiyorum.
steel,"çelik, sertleştirmek, çakmak",isim,B1,,He has a grip of steel.,"O, çelikten yapılmış bir bağaja sahiptir."
step,"üvey, adım, basamak",isim,B1,,It's a big step.,Bu büyük bir adım.
storm,"fırtına, bağırıp çağırmak, fırtına gibi esmek",isim,B1,,It's a monster storm.,Dev gibi bir fırtına.
stream,"dere, akarsu, akıp gitmek",isim,B1,,He sat next to the stream.,"O, dereye yakın oturdu."
stress,"stres, tonlamak, baskı yapmak",isim,B1,,I'm always under stress.,Her zaman stres altındayım.
string,"sicim, dizi, strung - strung",isim,B1,,The string is very weak.,Halat çok zayıf.
stud,"azgın erkek, damızlık at, iri başlı çivi",isim,B1,,The investigation highlighted the critical role of stud.,Soruşturma azgın erkek kavramının kritik rolünü vurguladı.
stuff,"şey, tıkınmak, tıkmak",isim,B1,,I had stuff to do.,Yapacak şeylerim vardı.
style,"biçim, tarz, biçem",isim,B1,,It's not my style.,O benim tarzım değil.
sum,"toplam, tutar, toplamak",isim,B1,,Please sum up your idea.,Lütfen fikrini toparla.
summer,"yaz, yazı geçirmek, hayatın baharı",isim,B1,,I had a bad summer.,Kötü bir yaz mevsimi geçirdim.
swap,"değiş tokuş, takas, değiş tokuş yapmak",isim,B1,,Do you want to swap jobs?,İşleri değiştirmek ister misiniz?
switch,"değiştirmek, değişme, anahtar",isim,B1,,Let me fix the switch.,Anahtarı onarayım.
system,"sistem, şebeke, kaide",isim,B1,,It's a good system.,Bu iyi bir sistem.
tail,"kuyruk, kuyruk yapmak, peşine takılmak",isim,B1,,A cow has a long tail.,Bir ineğin uzun bir kuyruğu vardır.
tain,"kalay yaldızı, staniyol, ayna sırı",isim,B1,,The investigation highlighted the critical role of tain.,Soruşturma kalay yaldızı kavramının kritik rolünü vurguladı.
talent,"kabiliyet, hüner, yetenek",isim,B1,,I've got a lot of talent.,Birçok yeteneğim var.
tank,"tank, depoya koymak, tank gibi  hareket etmek",isim,B1,,I have a fish tank.,Benim bir akvaryumum var.
target,"hedef, amaç, gaye",isim,B1,,I can see the target.,Ben hedefi görebiliyorum.
task,"görev, vazife, ödev",isim,B1,,It's a huge task.,Bu büyük bir görev.
tasks,"görevler, ödev",isim,B1,,Leave the hard tasks to me.,Zor işleri bana bırak.
taste,"tatmak, tat, lezzet",isim,B1,,Let me have a taste.,Denememe izin ver.
tastes,"lezzetler, zevkler",isim,B1,,I think it tastes good.,Güzel tat verdiğini düşünüyorum.
team,"takım, ekip, takım halinde yapmak",isim,B1,,He is on the team.,O takımdadır.
teen,"genç, incinme, delikanlı",isim,B1,,She got married in her teens.,"O, onlu yaşlarında evlendi."
term,"isimlendirmek, terim, dönem",isim,B1,,The term ends next week.,Sömestr gelecek hafta sona eriyor.
terms,"ara, ücret, fiyat",isim,B1,,I agree to your terms.,Şartlarınızı kabul ediyorum.
tests,sınav,isim,B1,,I just ran some tests.,Ben sadece bazı testler yaptım.
the,"belirli durumlarda isimden önce kullanılır, belli bir objeyi/kişiyi/yeri nitelemek için kullanılır",isim,B1,,I'm at the gym.,Spor salonundayım.
theft,"hırsızlık, aşırma, arakçılık",isim,B1,,He is guilty of theft.,"O, hırsızlıktan suçludur."
their,onların,isim,B1,,It wasn't their idea.,Bu onların fikri değildi.
theory,"teori, kuram, nazariye",isim,B1,,I do have a theory.,Bir teorim var.
thief,"hırsız, çalınma, hırsızlık",isim,B1,,I'm not a thief.,Ben bir hırsız değilim.
thing,"şey, nesne, olay",isim,B1,,I did a bad thing.,Kötü bir şey yaptım.
things,"eşya, gidişat, giysiler",isim,B1,,I had things to do.,Yapacak işlerim vardı.
this,"bu, bir serinin veya çiftin genellikle ilk üyesi, yakın geçmişe/geleceğe ait",isim,B1,,I can't do this.,Bunu yapamam.
those,"onlar, şunlar",isim,B1,,It's one of those.,Bu onlardan biri.
thrust,"thrust - thrust, saldırmak, dayamak",isim,B1,,I thrust my hand into my pocket.,Elimi cebime soktum.
timber,"kalas, kereste, payanda vurmak",isim,B1,,The investigation highlighted the critical role of timber.,Soruşturma kalas kavramının kritik rolünü vurguladı.
tire,"yorulmak, yormak, tekerlek",isim,B1,"exhaust, fatigue, wear out",I got a flat tire.,Patlak bir lastiğim var.
tomb,"mezar, türbe, gömmek",isim,B1,,I wonder who's buried in that tomb.,O mezarda kimin gömülü olduğunu merak ediyorum.
tone,"ton, yumuşatmak, uyuşmak",isim,B1,,I don't like your tone.,Ben senin ses tonunu sevmiyorum.
tool,"araç, alet, arabada gitmek",isim,B1,,This is the best tool to use.,Bu kullanmak için en iyi alet.
top,"tepe, baş, üst",isim,B1,,He came out on top.,O zirveye yaklaştı.
touch,"ellemek, dokunmak, değmek",isim,B1,,I'll be in touch.,Ben irtibat halinde olacağım.
towns,"kasabalar, ilçeler",isim,B1,,"You hate small towns, right?","Küçük kasabalardan nefret ediyorsun, değil mi?"
trace,"iz sürmek, izini sürmek, izlemek",isim,B1,,There was no trace of him.,Ondan hiçbir iz yoktu.
track,"izlemek, iz, yol",isim,B1,,We're on track now.,Biz şimdi yoldayız.
trend,"eğilim göstermek, meyletmek, eğimli olmak",isim,B1,,This is a new trend.,Bu yeni bir moda.
trends,"eğilimler, trendler",isim,B1,,I gave up keeping up with trends.,Tendlere yetişmekten vazgeçtim.
trick,"oyuna getirmek, oyun etmek, kandırmak",isim,B1,,It's not a trick.,Bu bir hile değil.
tricks,"çeşitli ufak tefek eşyalar, şahsi eşyalar, pılı pırtı",isim,B1,,Don't try any tricks.,Herhangi bir hile yapma.
truck,"kamyon, takas etmek, trampa etmek",isim,B1,,I'll get my truck.,Kamyonumu alacağım.
trucks,"kamyonet, canavar kamyonlar, beton karıştırıcı",isim,B1,,A lot of people around here drive trucks.,Buralarda birçok insan kamyon sürer.
trunk,"gövde, kutuya koymak, bagaja koymak",isim,B1,,Has my trunk come yet?,Bavulum geldi mi?
trust,"güvenmek, güven, inancı olmak",isim,B1,,I can't trust Tom.,Tom'a güvenemem.
tube,"tüp, boru, tüp içine koymak",isim,B1,,Please buy a tube of toothpaste.,Lütfen bir tüp diş macunu al.
tumor,"ur, tümör, şiş",isim,B1,,I have a brain tumor.,Bir beyin tümörüm var.
tumors,tümörler,isim,B1,,The investigation highlighted the critical role of tumors.,Soruşturma tümörler kavramının kritik rolünü vurguladı.
tunnel,"tünel, tünel açmak, tünelden geçmek",isim,B1,,Don't go through this tunnel.,Bu tünelden gitme.
turkey,"türkiye, hindi, işleri yüzüne gözüne bulaştıran kimse",isim,B1,,I eat a lot of turkey.,Çok hindi yerim.
tutor,"özel öğretmen, ders vermek, özel ders vermek",isim,B1,,We hired a chemistry tutor for Tom.,Tom için özel kimya dersi tuttuk.
type,"yazmak, tür, tip",isim,B1,,I'm not her type.,Onun tipi değilim.
un,un,isim,B1,,What does UN stand for?,BM ne anlama geliyor?
une,"doğru, kesir çizgisi, yanal doğru",isim,B1,,The investigation highlighted the critical role of une.,Soruşturma doğru kavramının kritik rolünü vurguladı.
unrest,"huzursuzluk, bozgun, kargaşa",isim,B1,,The unrest lasted three days.,Huzursuzluk üç gün sürdü.
upper,"üst, yukarı, saya",isim,B1,,He belongs to the upper class.,"O, üst sınıfa aittir."
ure,"üre, yaban öküzü",isim,B1,,The investigation highlighted the critical role of ure.,Soruşturma üre kavramının kritik rolünü vurguladı.
use,"kullanmak, kullanım, kullanma",isim,B1,,I can't use it.,Onu kullanamam.
users,"bir malı tüketenler veya onu ara malı olarak talep edenler, kullanıcılar, kişiler",isim,B1,,Refer to the Users' Guide if you have any problems.,Herhangi bir sorununuz varsa Kullanıcı Kılavuzu'na bakın.
utter,"dile getirmek, basmak, buyurmak",isim,B1,,He was an utter stranger.,Tam bir yabancıydı.
value,"değer vermek, paha biçmek, değer biçmek",isim,B1,,Is that a fair value?,O adil bir değer mi?
vein,"damar, damarlarla kaplamak, huy",isim,B1,,A dye was injected into a vein of the patient's arm.,Bir boya hastanın kol damarına enjekte edilebilir.
view,"incelemek, görüş, bakış",isim,B1,,Did you enjoy the view?,Manzara hoşuna gitti mi?
viewer,"izleyici, seyirci, vizyonöz",isim,B1,,Television enlightens the viewers as well as entertains them.,Televizyon izleyicileri eğlendirmesinin yanı sıra onları aydınlatır.
vision,"görme, hayal gibi görmek, görme kuvveti",isim,B1,,I just had a vision.,Sadece bir görüşüm vardı.
voice,"ses, ses tellerini titreştirerek oluşturmak, dile getirmek",isim,B1,,It's Tom's voice.,"O, Tom'un sesi."
wander,"başıboş dolaşmak, dolaşmak, amaçsızca dolaşmak",isim,B1,,Don't wander too far.,Çok uzağa gitme.
way,"yol, taraf, tarz",isim,B1,,I'm on my way.,Ben yoldayım.
ways,"yollar, kızak",isim,B1,,We have a ways to go.,Gidecek bir yolumuz var.
wealth,"varlık, zenginlik, servet",isim,B1,,Health is better than wealth.,Sağlık servetten daha iyidir.
weaver,"dokumacı, dokuyucu, çulha",isim,B1,,The investigation highlighted the critical role of weaver.,Soruşturma dokumacı kavramının kritik rolünü vurguladı.
weight,"ağırlık yapmak, sıklet, ağırlık",isim,B1,,I've put on weight.,Ben kilo aldım.
well,"kuyu, iyi, peki",isim,B1,,He's in the well.,O kuyudadır.
what,"ne, neyi, hangi",isim,B1,,It's what I am.,Ben buyum.
whose,"isim olarak kullanılan yancümlenin başında bulunur, sıfat olarak kullanılan yancümlenin başında bulunur, kimin",isim,B1,,Whose turn is it now?,Şimdi kimin sırası?
wire,"telle bağlamak, tel takmak, telle çevirmek",isim,B1,,It's a wire cage.,Bu bir kafes.
wisdom,"akıl, bilgelik, hikmet",isim,B1,knowledge,He is a man of wisdom.,"O, bilge bir adam."
wives,eşler,isim,B1,,I have three ex-wives.,Üç eski karım var.
wood,"odun, tahta, ahşap",isim,B1,,I like to chop wood.,Tahta doğramayı severim.
worker,"işçi, adam, amele",isim,B1,,I'm a hard worker.,Ben çok çalışkanım.
works,"yapıtlar, fabrika, tesis",isim,B1,,He works at a bank.,O bir bankada çalışıyor.
worth,"değer, eder, çap",isim,B1,,It's worth a try.,Denemeye değer.
yard,"bahçe, avlu, açıklık",isim,B1,,We have a big yard.,Büyük bir bahçemiz var.
yeah,"tamam, he, evet",isim,B1,,"Yeah. I think so, too.",Evet. Ben de öyle düşünüyorum.
years,"yıllar, yıl",isim,B1,,Give it a few years.,Ona birkaç yıl ver.
yes,"evet, olumlu cevap, olumlu oy",isim,B1,,I won't say yes.,Evet demeyeceğim.
yogurt,yoğurt,isim,B1,,I'd like some yogurt.,Biraz yoğurt isterim.
you're,"tehlikedesin, yaşlısın diye haklı olman gerekmiyor, umarım ne yaptığını biliyorsundur",isim,B1,,The investigation highlighted the critical role of you're.,Soruşturma tehlikedesin kavramının kritik rolünü vurguladı.
your,"senin, sizin",isim,B1,,Am I in your way?,Ben senin yolunda mıyım?
youth,"gençlik, genç, genç kişi",isim,B1,,I spent my youth there.,Gençliğimi orada geçirdim.
zone,"kuşak, bölge, bir yerde ancak belirli bir faaliyete izin vermek",isim,B1,,It's like a war zone there.,Bu orada bir savaş bölgesi gibi.
